clusterName,gene
Melanocytes/melanocyte-like,ENSG00000123560
Terminally differentiated keratinocytes,ENSG00000126233
Terminally differentiated keratinocytes,ENSG00000169035
Differentiated keratinocytes I,ENSG00000166869
Differentiated keratinocytes I,ENSG00000134765
Differentiated keratinocytes I,ENSG00000173338
Differentiated keratinocytes I,ENSG00000164825
Differentiated keratinocytes II,ENSG00000107968
Differentiated keratinocytes II,ENSG00000135604
Undifferentiated keratinocytes II,ENSG00000166803
Undifferentiated keratinocytes II,ENSG00000117632
Undifferentiated keratinocytes I,ENSG00000196878
Undifferentiated keratinocytes I,ENSG00000120708
Fibroblasts I,ENSG00000011465
Fibroblasts I,ENSG00000182326
Fibroblasts II,ENSG00000166482
Fibroblasts II,ENSG00000132386
Fibroblasts II,ENSG00000077942
Pericytes,ENSG00000107796
Pericytes,ENSG00000149591
Pericytes,ENSG00000198467
Endothelial cells,ENSG00000130300
Endothelial cells,ENSG00000165949
Immune,ENSG00000169442
