,AT1,AT2,Activated B cells,Adventitial FB,Airway basal,Airway ciliated,Airway club,Airway goblet,Airway mucous,Airway smooth muscle,Alveolar FB,Alveolar macrophages,Arterial endothelial cells,B cells,CD4+ T cells,CD8+ T cells,Capillary endothelial cells,Cycling NK/T cells,Cycling epithelial,Dendritic cells,ECM-high epithelial,Endothelial cells (general),Endothelial cells (other),Inflamed endothelial cells,Intermediate pathological FB,Mast cells,Mesothelial FB,Monocyte-derived macrophages,Monocytes,NK cells,Neuronal cells,Other FB,Pathological FB,Pericytes,Plasma cells,Pulmonary venous endothelial cells,Systemic venous endothelial cells,Transitioning MDM,Tregs,Tuft-like,Vascular smooth muscle
INPP5D,0.0,0.0,0.9769248411059379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP1,0.0,0.5556716412305832,0.0,0.527535679936409,0.5303582221269607,0.5936968877911568,0.5920706182718277,0.6727206438779831,0.7005569964647294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6241826757788658,0.0,0.5735279262065888,0.0,0.5444183394312858,0.5657705143094063,0.5526991203427315,0.525,0.0,0.6586019560694695,0.5439805924892426,0.0,0.0,0.0,0.0,0.5700284346938134,0.0,0.6688842356204987,0.0,0.0,0.5405864313244819,0.0,0.0,0.6445628389716148,0.5720165267586708
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9543223425745964,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.9683498993515969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLPH,0.0,0.9330210849642754,0.0,0.0,0.0,0.0,0.0,0.9408418580889701,0.9444607183337211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0
LRRFIP1,0.7701933354139328,0.0,0.0,0.0,0.747738941013813,0.0,0.0,0.743701833486557,0.0,0.0,0.0,0.8299299657344819,0.0,0.0,0.0,0.0,0.0,0.7253873959183693,0.0,0.0,0.7590111821889878,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.77545695155859,0.0,0.7793842986226082,0.0,0.0,0.0,0.0,0.0,0.0,0.773682701587677,0.0,0.757243025302887,0.740285524725914
TRAF3IP1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROCC2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNED1,0.0,0.0,0.0,0.9805228635668755,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDLBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SUMF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRM7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGAP3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SETD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9719421669840813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.9509832128882408
ATG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976970799267292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD28,0.0,0.9382993802428246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9355532184243203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9577044308185577,0.0,0.0,0.0,0.0,0.925,0.0
TBC1D5,0.0,0.6077222734689712,0.7297146067023277,0.0,0.6632774844765663,0.6109972730278969,0.6,0.6423463135957718,0.0,0.0,0.0,0.6822106197476387,0.0,0.7440835759043694,0.0,0.0,0.0,0.6690753042697907,0.0,0.6651810303330421,0.6274088248610497,0.0,0.6020347610116005,0.0,0.0,0.0,0.6274131149053573,0.669794000685215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6292829424142837,0.0,0.0,0.6015196457505226,0.6527945131063462
ZNF385D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UBE2E2,0.0,0.0,0.0,0.7369275018572807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8254007279872895,0.0,0.7813962444663047,0.0,0.0,0.0,0.0,0.0,0.7539016410708428,0.7371861666440964,0.0,0.0,0.0,0.7486141577363015,0.0,0.7265274688601494,0.7562463283538818,0.0,0.0,0.0,0.7402541354298592,0.0,0.730827184021473,0.0,0.0,0.725,0.0,0.0,0.0,0.7322939962148667
NEK10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMS3,0.5623986333608627,0.0,0.0,0.615083359181881,0.5320840299129486,0.0,0.5018053501844406,0.0,0.0,0.5150586023926735,0.5885239034891129,0.0,0.561098201572895,0.0,0.0,0.0,0.5199408680200577,0.0,0.0,0.0,0.5097709134221077,0.5069450259208679,0.502816979587078,0.5095076724886894,0.5583765104413032,0.0,0.5538248136639595,0.0,0.0,0.0,0.5223767563700676,0.5972643747925759,0.5,0.5524546891450882,0.0,0.5394247844815254,0.5051091372966766,0.0,0.0,0.0,0.5330854952335358
TGFBR2,0.9294292494654656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347797259688377,0.0,0.0,0.0,0.0,0.0,0.9406846106052399,0.0,0.0,0.0,0.925
OSBPL10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMTM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CLASP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PDCD6IP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA4,0.0,0.9006691098213195,0.0,0.0,0.0,0.0,0.0,0.908461345732212,0.0,0.0,0.0,0.9027519315481186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9014261648058891
DLEC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYRIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,0.0,0.0,0.0,0.0,0.0,0.9455392271280288,0.0,0.0,0.0,0.0,0.0,0.9619781017303467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.93457832634449
ULK4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NKTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86124037951231,0.886186546087265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.8803128227591515,0.0,0.0,0.0,0.0,0.9041251227259636,0.8827268183231354,0.0,0.0,0.0,0.8767321065068245
MAP4,0.0,0.0,0.0,0.8514878526329994,0.0,0.0,0.0,0.0,0.0,0.0,0.8429598048329353,0.826339666545391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.0,0.0,0.8459391325712204,0.0,0.8335652366280556,0.0,0.0,0.0,0.0,0.0,0.0,0.867034800350666,0.0,0.0,0.0,0.0,0.0,0.0,0.8483084261417388
CDHR4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM6,0.0,0.0,0.0,0.0,0.8306102260947228,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.8593068569898605,0.0,0.0,0.8251937225461006,0.0,0.0,0.0,0.0,0.0,0.8401958793401718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869901344180107,0.0,0.8345574334263801,0.0,0.0,0.0,0.8254041314125061
CACNA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851835757493973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975
CACNA2D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809257596731186,0.0
FHIT,0.7534077912569046,0.7823769524693489,0.0,0.0,0.801170103251934,0.7558560818433762,0.7825869306921959,0.7581581145524978,0.0,0.0,0.0,0.7703766897320747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578998282551765,0.0,0.0,0.0,0.0,0.0,0.759999631345272,0.786106190085411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
PTPRG,0.0,0.6158832475543022,0.0,0.6168390229344368,0.0,0.0,0.5803570196032524,0.0,0.0,0.5889285072684288,0.6172298058867455,0.0,0.6865216925740242,0.0,0.0,0.0,0.5911913707852363,0.0,0.0,0.0,0.575,0.6736935511231422,0.608225154876709,0.6003164350986481,0.5935702100396156,0.0,0.0,0.0,0.0,0.0,0.0,0.6353693798184394,0.5757619753479958,0.6053767845034599,0.0,0.671961534023285,0.5998383343219758,0.0,0.0,0.0,0.605736467242241
PRICKLE2,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9220461577177048,0.0,0.0,0.0,0.0,0.8927258267998696,0.8788371935486794,0.9015375599265099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8777861580252647
ADAMTS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000241684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9562775164842605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9540102273225785
MAGI1,0.6777493834495545,0.6079065948724747,0.0,0.0,0.581132335960865,0.60210500061512,0.6214960560202598,0.5927173420786858,0.607217375934124,0.0,0.0,0.0,0.6591636359691619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299554839730263,0.631772144138813,0.585474719107151,0.623357068002224,0.0,0.0,0.575,0.0,0.0,0.0,0.6749171152710914,0.0,0.0,0.0,0.0,0.6316445454955101,0.6745146706700325,0.0,0.0,0.5765968069434166,0.5924375623464584
FRMD4B,0.0,0.8613037720322609,0.0,0.0,0.8271897539496422,0.0,0.0,0.0,0.0,0.0,0.8558794438838959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8589001163840294,0.0,0.0,0.825,0.826320506632328,0.0,0.8377231582999229,0.0,0.0,0.0,0.0,0.0,0.0,0.8373390972614289
MITF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXP1,0.13254037648439407,0.1839189574122429,0.2773794859647751,0.10628571510314941,0.23082827776670456,0.1392044812440872,0.15697849094867705,0.16657912433147432,0.19319102466106414,0.14144743978977203,0.0,0.1289668783545494,0.2266663059592247,0.2387751594185829,0.2300287663936615,0.23702274560928344,0.0,0.13218116909265518,0.13154971450567246,0.20037534683942795,0.16321419030427933,0.1530498147010803,0.1749853163957596,0.1,0.12378961145877838,0.37637814581394197,0.12127097994089127,0.14620053619146348,0.24050842225551605,0.1412723496556282,0.2106142595410347,0.11683308333158493,0.10391679108142853,0.0,0.0,0.3141673982143402,0.2112606108188629,0.14234674274921416,0.22638025134801865,0.10112266689538955,0.1511988401412964
PDZRN3,0.0,0.0,0.0,0.8903786897659302,0.0,0.0,0.0,0.0,0.0,0.894028453528881,0.8949624627828598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8884060189127923,0.0,0.0,0.0,0.0,0.0,0.0,0.907503816485405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
ROBO2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9315112844109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9082945302128792,0.0,0.0,0.0,0.0,0.0,0.0,0.9195252701640129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002018705010414
ROBO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95325338691473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.9622128337621689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9270833432674408
COL8A1,0.9703631043434143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9502154633402824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI3BP,0.0,0.0,0.0,0.9356776580214501,0.0,0.0,0.0,0.0,0.0,0.0,0.9259460359811783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933923727273941,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALCAM,0.8486364781856537,0.7954687252640724,0.0,0.0,0.7958412349224091,0.8163773283362389,0.8303008198738098,0.7836505398154259,0.0,0.0,0.0,0.7956222370266914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.8130257412791252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7757645145058631,0.0
CBLB,0.0,0.0,0.0,0.8558342218399048,0.0,0.0,0.0,0.8289828285574913,0.0,0.0,0.0,0.0,0.0,0.0,0.8650615900754929,0.880930683016777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829035273194313,0.0,0.0,0.0,0.0,0.8753781154751777,0.0,0.0,0.0,0.0,0.0,0.0,0.8498922303318978,0.0,0.0,0.0,0.825
CD96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLDB2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC9C1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB20,0.17815696001052855,0.16535569727420807,0.20837795436382295,0.236892868578434,0.15232831239700317,0.13029367327690125,0.15758649110794068,0.11294363290071488,0.0,0.1618882492184639,0.2331942856311798,0.10247194170951843,0.16938610821962358,0.1926960304379463,0.1864679053425789,0.1970656022429466,0.1730243220925331,0.11658769845962524,0.10796723514795303,0.11977332234382629,0.16326016783714295,0.18809254169464112,0.16162803918123245,0.13974300324916838,0.16849984526634215,0.2708206668496132,0.14646108597517013,0.1,0.0,0.15398658215999603,0.1795210897922516,0.24639390110969545,0.12400945872068406,0.197871395945549,0.1877964437007904,0.1939862921833992,0.17314530313014984,0.0,0.1642950877547264,0.0,0.18943628966808318
LSAMP,0.0,0.0,0.0,0.8581446185708046,0.0,0.0,0.0,0.0,0.0,0.0,0.8704904153943062,0.885384364426136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599203556776047,0.0,0.8654574409127236,0.0,0.0,0.0,0.0,0.8583500236272812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
LINC03051,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.9510097980499268,0.9613215252757072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95698561668396,0.0,0.0,0.0,0.0,0.9549828305840492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
