clusterName,gene
b_memory,ENSG00000156738
cd4_cm,ENSG00000213203
cd4_cm,ENSG00000188404
cd4_naive,ENSG00000245164
cd4_naive,ENSG00000188404
ilc3,ENSG00000120659
ilc3,ENSG00000167664
cd8_naive,ENSG00000135905
cd8_naive,ENSG00000065809
cd8_naive,ENSG00000172116
cd8_naive,ENSG00000178035
cd4_tem,ENSG00000116288
cd4_tem,ENSG00000069667
cd4_tem,ENSG00000197989
cd4_trm,ENSG00000143924
cd4_trm,ENSG00000069667
cd4_treg,ENSG00000030419
cd4_treg,ENSG00000134480
cd8_trm,ENSG00000172116
cd8_trm,ENSG00000078304
cd4_temra,ENSG00000235162
cd4_temra,ENSG00000137441
cd8_temra,ENSG00000182173
cd8_temra,ENSG00000172575
cd8_temra,ENSG00000137441
cd8_tem,ENSG00000153563
cd8_tem,ENSG00000100450
nk_ilc_precursor,ENSG00000189057
nk_cd56br,ENSG00000150045
nk_cd56br,ENSG00000169583
progenitor,ENSG00000151135
progenitor,ENSG00000117133
mast_cell,ENSG00000172236
macrophage,ENSG00000129538
dc2,ENSG00000060558
dc2,ENSG00000167604
dc_migratory,ENSG00000078081
dc_migratory,ENSG00000205755
