author_cell_type,mean,std,median,count,q1,q3,f_score
mast_cell,0.9051273907692308,0.035370450977406466,0.9212753199999999,52,0.898792825,0.9277682675,0.9322033898305084
b_memory,0.8261895242857143,0.04869875159465658,0.82935554,7,0.80200925,0.8653930000000001,0.967741935483871
cd4_naive,0.6153706904615385,0.1725633482347651,0.6676757,65,0.61056393,0.7060452,0.483271375464684
ilc3,0.26196126823529414,0.5371682285099905,0.56709164,17,0.36784825,0.57035786,0.7777777777777778
cd4_temra,0.16864053965,0.29075740783794285,0.31838064,20,0.012583226750000003,0.37016845249999997,0.78125
macrophage,0.1265604957684375,0.322924107080207,0.26215185500000004,320,0.00535430215,0.3585348625,0.7009803921568627
dc_migratory,0.11233918688652482,0.23135044262066282,0.24222298,141,-0.114522755,0.30062497,0.600375234521576
nk_ilc_precursor,0.07076815,0.4216467686607733,0.23092008,5,0.14111573,0.3101413,0.8823529411764706
cd8_trm,0.07638296168539326,0.30979599426574234,0.1901523,89,-0.07525745,0.30031675,0.6639004149377593
cd8_temra,0.06856649685714286,0.25960673354904445,0.024628468,7,-0.136979765,0.32066629999999996,0.7894736842105263
dc2,-0.011670467655490655,0.22866072064203477,0.0066220472999999995,428,-0.257541485,0.23116428,0.6390274314214464
nk_cd56br,-0.1605542713333333,0.3441076492813913,0.0028545800000000002,6,-0.224927975,0.0455609295,0.9090909090909092
cd8_naive,-0.10945037991481481,0.31594798943186614,-0.0024149937,27,-0.47049491,0.17074185,0.3488372093023256
cd4_tem,-0.3067752030175439,0.2878281297917881,-0.14624183,57,-0.5254646,-0.08115625,0.396039603960396
cd4_trm,-0.2887902485722892,0.38580957649965236,-0.17456011999999999,166,-0.6720966375,0.1106210805,0.4271708683473389
cd4_treg,-0.399872069472,0.3666017628155033,-0.4038239,75,-0.7591694,-0.015302278499999999,0.6046511627906976
cd4_cm,-0.48694185655263156,0.2000573184169762,-0.5068523,228,-0.6742865925,-0.31627742999999997,0.5631188118811881
cd8_tem,-0.49851896375,0.1883243233294981,-0.53424335,16,-0.6499174000000001,-0.3302335225,0.5833333333333334
progenitor,-0.764169916,0.2271588287910257,-0.90952843,5,-0.9382892,-0.5333071,0.7692307692307693
