,Antigen presenting cell (RPS high),B cell (Plasmocyte),Dendritic cell,Endothelial cell (APC),Fibroblast,Macrophage,Mast cell,Monocyte,Smooth muscle cell,Stromal cell,T cell,Ventricle cardiomyocyte
PTMA,3.0618289,0.0,2.4650664,2.6527214,0.0,2.5843675,3.1712122,0.0,0.0,0.0,2.7483075,0.0
CNIH4,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4957318
SEM1,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9900036,0.0,0.0,0.0
NDUFA1,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,2.3623338,0.0,0.0,2.9978247
RPL37A,0.0,0.0,2.478969,0.0,0.0,2.6131697,3.0397854,2.5703506,1.8250488,0.0,2.6045308,0.0
COPS9,3.1220112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SON,3.1096535,0.0,0.0,0.0,1.9329464,0.0,0.0,0.0,0.0,0.0,0.0,2.9978247
LUM,0.0,0.0,0.0,0.0,3.768715,0.0,0.0,0.0,0.0,3.8604057,0.0,0.0
RPS6,3.8655386,2.7891493,2.478969,2.9678564,0.0,2.2284007,3.1221976,2.7080064,0.0,0.0,3.1765535,1.2170621
ANXA1,0.0,0.0,2.0050864,0.0,2.7482653,0.0,3.235663,2.7079225,0.0,2.6601248,1.2955964,0.0
MS4A6A,0.0,0.0,3.001737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1,3.731297,0.0,0.0,0.0,0.0,0.0,0.0,2.5826845,0.0,0.0,0.0,0.0
RPS2,0.0,0.0,2.478969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM3,3.9148202,2.4153492,0.0,3.547512,0.0,0.0,2.98009,0.0,2.999922,0.0,0.0,0.0
ACTB,3.0618289,0.0,3.1819913,0.0,0.0,3.2948744,1.5222613,3.2204247,3.2533014,0.0,3.1942647,0.0
CD63,0.0,2.5510323,0.0,0.0,0.0,2.6309242,1.4625659,0.0,0.0,0.0,0.0,0.0
TPSB2,0.0,0.0,0.0,0.0,0.0,0.0,5.5956745,0.0,0.0,0.0,0.0,0.0
NR4A1,0.0,0.0,2.3951726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMP1,0.0,0.0,0.0,0.0,1.3522553,0.0,0.0,0.0,0.0,2.6935582,0.0,0.0
HLA-DRB1,3.1096535,0.0,4.4746957,3.1579585,0.0,3.229691,0.0,3.150622,0.0,0.0,0.0,0.0
RPS12,3.1096535,3.29989,2.889145,2.3034856,0.0,2.4572234,0.0,2.5049024,0.0,0.0,0.0,0.0
PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0341105
CD69,0.0,0.0,0.0,0.0,0.0,0.0,4.2927847,0.0,0.0,0.0,0.0,0.0
GLUL,0.0,0.0,0.0,0.0,0.0,0.0,2.9216242,0.0,0.0,0.0,0.0,0.0
ROMO1,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA1A,0.0,0.0,2.3816903,2.601533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8927617,0.0,0.0,1.4821815
GBP1,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA2,0.0,0.0,0.0,0.0,2.868608,2.299441,0.0,2.5137796,0.0,3.0416703,0.0,0.0
NEAT1,0.0,2.454301,0.0,0.0,0.0,0.0,1.2961677,0.0,0.0,0.0,0.0,0.0
LAPTM4A,0.0,0.0,0.0,0.0,2.9955637,0.0,0.0,0.0,0.0,2.988233,0.0,0.0
ENSG00000211896,0.0,2.2724578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLN5,0.0,0.0,0.0,0.0,2.4844956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIB,0.0,0.0,0.0,0.0,0.0,0.0,3.210143,2.668869,0.0,0.0,2.8971992,0.0
CYCS,0.0,0.0,0.0,0.0,0.0,0.0,1.5222613,0.0,0.0,0.0,0.0,1.2170621
PDHA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732705
NPC2,0.0,2.5510323,0.0,0.0,0.0,3.0715876,0.0,2.0684566,0.0,0.0,0.0,0.0
UQCRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7864382
CCN1,0.0,0.0,0.0,0.0,2.4667645,0.0,0.0,0.0,0.0,2.8378468,0.0,0.0
RPS26,0.0,2.2724578,2.3816903,0.0,0.0,0.0,1.3288203,0.0,2.373743,2.0724766,2.8971992,2.9978247
SERPING1,0.0,0.0,0.0,0.0,3.625827,0.0,0.0,0.0,0.0,3.4422503,0.0,0.0
NDUFB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5412222
LGALS3,0.0,0.0,0.0,0.0,0.0,0.0,1.4334875,0.0,0.0,0.0,0.0,0.0
COX4I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2595253
RPL11,0.0,2.4153492,0.0,2.7595606,0.0,2.2000742,2.9510117,2.6411967,0.0,0.0,2.6801507,2.6992435
NDUFB3,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,0.0,0.0,5.3342705,0.0,0.0,0.0,0.0,5.4812183,0.0,0.0
ATP5MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515643
NDUFA4,3.1096535,2.5510323,0.0,0.0,0.0,0.0,1.5222613,0.0,3.2021327,0.0,0.0,3.596602
TMEM258,3.0618289,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0030227,0.0,0.0,0.0
AKR1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5412222
TNNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2205977
RPS16,3.0618289,0.0,2.478969,2.6527214,0.95017856,2.5554028,0.0,2.6527529,0.0,0.0,2.6413927,0.0
RPS14,3.792878,3.204398,3.190889,2.945387,0.0,2.8971977,3.3012514,2.9548354,2.413375,0.0,3.0295672,2.9978247
ZFP36L1,0.0,0.0,0.0,0.0,0.0,2.5178988,0.0,0.0,0.0,0.0,0.0,0.0
GADD45B,0.0,0.0,2.3816903,2.9981103,0.0,0.0,3.1324677,0.0,2.7519746,0.0,0.0,0.0
FTH1,4.8190722,0.0,4.118378,0.0,0.0,4.084196,4.515954,4.7857428,0.0,0.0,0.0,3.0341105
ARPC2,3.1931264,0.0,0.0,0.0,0.0,0.0,0.0,2.6478336,0.0,0.0,2.6273966,0.0
YBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1167092
RPL36A,0.0,0.0,0.0,0.0,0.0,0.0,1.4334875,0.0,0.0,0.0,0.0,0.0
LST1,4.4123907,0.0,1.9676502,0.0,0.0,0.0,0.0,2.756811,0.0,0.0,0.0,0.0
COX6B1,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2410603
JCHAIN,0.0,5.3138347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90B1,0.0,0.0,0.0,0.0,2.55407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0878437
HLA-C,3.0618289,0.0,2.2328486,2.8035953,0.0,0.0,0.0,2.6143427,0.0,0.0,2.6858416,0.0
MB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.334155
RPS18,3.2414207,0.0,3.229691,2.7123542,2.2463462,2.2133865,3.2539072,2.6558104,0.0,0.0,2.9210153,0.0
VSIG4,0.0,0.0,2.175479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21,3.0618289,0.0,2.6166916,0.0,0.0,0.0,3.2136178,0.0,0.0,0.0,3.1199985,0.0
S100A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5212803,0.0,0.0,0.0,0.0
RPL37,3.1096535,2.454301,2.5719936,2.6826625,0.0,2.0946388,2.762308,0.0,0.0,0.0,0.0,0.0
RPL22,0.0,2.2724578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2170621
SAT1,4.263995,2.4153492,2.3825824,0.0,0.0,3.0560234,3.807026,4.311562,0.0,0.0,0.0,0.0
RPLP2,3.0618289,0.0,2.3951726,0.0,0.0,2.729593,1.5999365,2.541925,0.0,0.0,2.8748646,0.0
MZB1,0.0,3.5783076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15A,0.0,2.4153492,2.6852047,0.0,0.0,0.0,0.0,0.8647841,0.0,0.0,2.6273966,0.0
CCDC80,0.0,0.0,0.0,0.0,2.589202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.0,2.889145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD99,0.0,0.0,0.0,0.0,2.127277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4821815
RPS11,0.0,2.454301,2.4650664,2.6084962,0.0,2.357095,0.0,2.6545734,0.0,1.076819,2.886752,0.0
ASAH1,0.0,0.0,0.0,0.0,0.0,0.0,3.229738,0.0,0.0,0.0,0.0,0.0
TBCB,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS4X,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2170621
RGS2,0.0,2.2724578,2.6466115,0.0,0.0,0.0,4.2305775,2.6454978,0.0,0.0,0.0,0.0
SOD2,0.0,0.0,0.0,0.0,0.0,2.33153,0.0,3.3096046,0.0,0.0,0.0,0.0
RPS19,4.313615,3.5783076,3.0426197,2.9168253,0.0,2.9368918,1.2961677,3.2044678,0.0,0.0,3.4181843,1.2170621
AQP1,0.0,0.0,0.0,3.1864293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIF1,3.792878,0.0,3.0657198,0.0,0.0,0.0,0.0,3.2032819,0.0,0.0,0.0,0.0
ENSG00000211892,0.0,7.1854997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSRP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8935738
HLA-E,3.1096535,2.2724578,0.0,3.2799878,0.0,0.0,0.0,0.0,0.0,0.0,2.9672468,0.0
CST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6896734,0.0
RPL4,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2677622,0.0
RPS8,0.0,0.0,0.0,0.0,0.95017856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNIP,3.1220112,0.0,0.0,3.0483398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD16,3.9148202,0.0,0.0,0.0,0.0,0.0,0.0,1.951411,0.0,0.0,0.0,0.0
PSAP,3.7802398,2.4153492,2.6166916,0.0,0.9856824,3.1345382,0.0,3.2066941,0.0,0.0,0.0,0.0
UQCRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0878437
CD79A,0.0,2.2724578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST3,4.17807,0.0,3.2431931,0.0,3.728753,2.9873166,0.0,2.6628144,0.0,3.5061243,0.0,3.137999
COX6C,0.0,2.2724578,0.0,0.0,0.0,0.0,0.0,0.0,2.9793158,0.0,0.0,3.5519419
ARPC3,3.2414207,0.0,0.0,0.0,0.0,0.0,0.0,2.4247599,0.0,0.0,0.0,0.0
TNNI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.832408
ATP5F1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0341105
PFN1,3.1096535,0.0,2.933516,0.0,0.0,1.889313,0.0,2.9201448,0.0,0.0,3.321515,0.0
RPL24,0.0,0.0,0.0,0.0,0.0,0.0,3.1221976,0.0,0.0,0.0,0.0,0.0
CFD,0.0,0.0,0.0,0.0,3.7500062,0.0,0.0,0.0,0.0,3.5991259,0.0,0.0
HLA-DPB1,3.9148202,0.0,3.792878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMBIM6,0.0,1.9329935,0.0,0.0,2.1301916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF7,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIF,0.0,2.454301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15,3.1931264,2.2724578,2.8101737,2.317388,0.0,2.2866318,0.0,2.1928167,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.0,4.2955246,0.0,0.0,0.0,0.0,4.723175,0.0,0.0
S100A10,0.0,1.9329935,2.4650664,0.0,2.8499675,0.0,0.0,0.0,0.0,2.8438175,0.0,1.2170621
PILRA,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.165001,0.0,0.0
SELENOP,0.0,0.0,0.0,0.0,1.2579024,3.4918644,0.0,0.0,0.0,0.0,0.0,0.0
HES1,0.0,0.0,0.0,2.9944983,2.36827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,0.0,0.0,0.0,0.0,0.0,0.0,3.9029021,0.0,0.0,0.0,0.0,0.0
GSN,0.0,0.0,0.0,0.0,3.7037673,0.0,0.0,0.0,0.0,3.20402,0.0,0.0
MT2A,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2750783,0.0,0.0,0.0
VIM,0.0,0.0,0.0,3.0540965,3.1256804,3.2254272,3.210143,0.0,0.0,2.846876,0.0,0.0
EIF3K,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.139574,0.0,0.0,0.0
IL32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0666957,0.0
UQCR11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2659168,0.0,0.0,3.101713
NDUFB4,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0388439,0.0,0.0,0.0
CKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4928935
TM4SF1,0.0,0.0,0.0,3.1842077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERP1,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7435975,0.0
RPS9,0.0,0.0,2.5883422,0.0,0.0,0.0,0.0,2.9135375,0.0,0.0,0.0,0.0
SDHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9978247
COX5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4080415,0.0,0.0,3.387178
ENSG00000237550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732705
PELATON,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.921806,0.0,0.0,0.0
BIN2,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL6,0.0,0.0,2.3951726,0.0,0.0,0.0,1.3288203,0.0,0.0,0.0,0.0,0.0
NDUFB1,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0596898
HSP90AA1,0.0,0.0,0.0,0.0,0.0,2.1383035,2.984827,0.0,0.0,0.0,0.0,0.0
TMEM59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4433236,0.0,0.0
ATP5PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0341105
TNNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.207115
FTL,5.7063985,1.9329935,5.16213,0.0,0.0,5.1556807,3.058944,5.5249763,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.085019
PPIA,0.0,2.2724578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID2,0.0,0.0,0.0,0.0,0.9856824,0.0,2.8136916,0.0,0.0,0.0,2.8891678,0.0
TAGAP,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2170621
FCER1G,4.313615,0.0,2.9036927,0.0,0.0,2.8843477,3.1359425,3.4342294,0.0,0.0,0.0,0.0
MFAP5,0.0,0.0,0.0,0.0,3.25877,0.0,0.0,0.0,0.0,2.7537208,0.0,0.0
SNRPE,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R15A,0.0,0.0,0.0,0.0,0.0,0.0,2.9557488,0.0,0.0,0.0,0.0,0.0
UQCRFS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732705
COX6A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2170621
RPS28,0.0,0.0,0.0,0.0,0.0,0.0,3.0832667,0.0,0.0,0.0,0.0,0.0
BST2,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAC2,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINT1,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,0.0,0.0,3.1292977,0.0,0.0,2.7242525,0.0,0.0,0.0,0.0,0.0,0.0
GPR183,0.0,0.0,2.2962198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE1,0.0,0.0,0.0,2.8392575,0.0,3.4857092,0.0,0.0,0.0,0.0,0.0,0.0
TPSAB1,0.0,0.0,0.0,0.0,0.0,0.0,4.791651,0.0,0.0,0.0,0.0,0.0
GAPDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.119534
FABP5,0.0,0.0,0.0,3.0994813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAZ1,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,2.5850165,0.0,0.0,0.0,0.0
FABP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4556813
UBL5,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9978247
ACTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5184675
CPA3,0.0,0.0,0.0,0.0,0.0,0.0,3.9029021,0.0,0.0,0.0,0.0,0.0
CAV1,0.0,0.0,0.0,2.8109076,0.0,0.0,0.0,0.0,0.9157976,0.0,0.0,0.0
FAU,0.0,1.9329935,2.0050864,0.0,0.0,0.0,2.624988,2.1171548,0.0,0.0,2.207243,0.0
FN1,0.0,0.0,0.0,0.0,1.2414919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLL1,0.0,0.0,0.0,0.0,0.95017856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX5,3.1096535,2.5510323,2.601533,2.8249693,2.3816922,0.0,3.0832667,0.0,0.0,2.4454176,0.0,0.0
RACK1,0.0,0.0,2.2962198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS17,3.0618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL10,3.2414207,2.2724578,2.2962198,0.0,0.0,0.0,2.762308,2.4578552,0.0,0.0,0.0,0.0
ATP5F1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515643
