status,mean,std,median,count,q1,q3,f_score
act_CD8,0.3227923993395428,0.39248855625718493,0.5125088980435691,2391,0.2223088693356077,0.5988049649617873,0.6995125806876564
rest_CD8,0.258237489664784,0.31222005377225837,0.3745824761041364,3350,0.08022624422915994,0.5172093079034452,0.6482861400894188
act_CD4,0.07137777766222067,0.32161584814754807,0.1896608769657125,1993,-0.1642610926403964,0.3444986820611442,0.5357376192342872
rest_CD4,0.0257213535744108,0.17244669650588593,0.0902250007253478,3056,0.019304153640882622,0.1320962062054975,0.464893986791797
rest_unassigned,-0.1767389851531464,0.1473554494639731,-0.1251250228820694,171,-0.2214471211250732,-0.07681017043940525,
act_unassigned,-0.3448177050910468,0.19059098685801745,-0.396613824179451,98,-0.4800651361782009,-0.18461124768464787,0.0773195876288659
