cluster,count
CD4T,7178
NK/NKT,5679
Capillary_Cell,4401
CD8T,2599
Macrophage,2287
Fibroblast,2281
Mono,1789
AT2,1296
Mast_cell,1220
DC1,1191
Vein_cell,1186
Cilia,1054
SM/Pericyte,836
Artery_cell,587
DC2,485
B_cell,367
Neutrophil,357
AT1,335
Plasma_cell,209
Prolif.immune,191
Lymphatic_Cell,137
Club/Basal,134
