clusterName,NSForest_markers,f_score
Macrophage,['ENSG00000125538'],0.6337284356296209
Dendritic cell,"['ENSG00000169508', 'ENSG00000231389']",0.5707762557077626
M2 Macrophage,"['ENSG00000173369', 'ENSG00000019169']",0.9119103716882244
Neutrophil,['ENSG00000143546'],0.8181126331811264
B cell (Plasmocyte),['ENSG00000132465'],0.8456057007125891
AT2 cell,['ENSG00000168484'],0.937549912154608
Fetal epithelial progenitor,"['ENSG00000179902', 'ENSG00000105519']",0.7456140350877193
Fetal chondrocyte,['ENSG00000166509'],0.5555555555555556
Chondrocyte,['ENSG00000170891'],0.8482384823848238
Thyroid follicular cell,['ENSG00000042832'],0.9523809523809524
Epithelial cell,"['ENSG00000188257', 'ENSG00000257017']",0.2884615384615384
Mesothelial cell,['ENSG00000179914'],0.9410914072608264
Antigen presenting cell (RPS high),"['ENSG00000156017', 'ENSG00000188404', 'ENSG00000167900']",0.5555555555555556
Neutrophil (RPS high),"['ENSG00000255135', 'ENSG00000102738', 'ENSG00000077097']",0.7692307692307693
CB CD34+,"['ENSG00000005961', 'ENSG00000104267', 'ENSG00000233276']",0.5882352941176471
B cell,['ENSG00000145287'],0.2525252525252525
T cell,['ENSG00000271503'],0.6801943412403544
Mast cell,"['ENSG00000197253', 'ENSG00000163751']",0.8998915793277918
Sinusoidal endothelial cell,"['ENSG00000115523', 'ENSG00000081237']",0.3846153846153846
Monocyte,"['ENSG00000085265', 'ENSG00000204389']",0.4506742370475514
Stratified epithelial cell,"['ENSG00000101443', 'ENSG00000160862']",0.8675534991324465
Basal cell,"['ENSG00000196754', 'ENSG00000186081']",0.8059626073774634
Endothelial cell,"['ENSG00000163638', 'ENSG00000267107']",0.6299112801013942
Endothelial cell (APC),['ENSG00000213088'],0.469166734017619
Smooth muscle cell,"['ENSG00000107796', 'ENSG00000149591']",0.7328504473796336
Endothelial cell (endothelial to mesenchymal transition),"['ENSG00000116016', 'ENSG00000211445']",0.5150708146713473
Fetal mesenchymal progenitor,"['ENSG00000168542', 'ENSG00000127922', 'ENSG00000182492']",0.2040816326530612
Fetal stromal cell,"['ENSG00000105404', 'ENSG00000140937']",0.4166666666666667
Stromal cell,"['ENSG00000189058', 'ENSG00000139329', 'ENSG00000011465']",0.2025886325267304
Fibroblast,['ENSG00000167779'],0.7910999215275961
