clusterName,gene
nk_cd56br,ENSG00000134545
nk_cd56br,ENSG00000113088
ilc1,ENSG00000145649
nk_ilc_precursor,ENSG00000143184
nk_ilc_precursor,ENSG00000143185
nk_ilc_precursor,ENSG00000115523
nk_ilc_precursor,ENSG00000134539
nk_cd56dim,ENSG00000137441
nk_cd56dim,ENSG00000115523
nk_cd56dim,ENSG00000180644
cd8_mait,ENSG00000144290
cd8_mait,ENSG00000204475
cd8_trm,ENSG00000153563
cd8_trm,ENSG00000153283
cd8_trm,ENSG00000271503
cd8_trm,ENSG00000116824
cd4_trm,ENSG00000168214
cd4_trm,ENSG00000153283
cd3_gd,ENSG00000211751
cd3_gd,ENSG00000100450
cd3_gd,ENSG00000105374
cd3_gd,ENSG00000172543
cd8_temra,ENSG00000100450
cd8_temra,ENSG00000172116
cd8_temra,ENSG00000153563
cd8_temra,ENSG00000134539
cd8_tem,ENSG00000100450
cd8_tem,ENSG00000172116
cd8_tem,ENSG00000153563
cd8_tem,ENSG00000145649
plasmablast,ENSG00000258572
plasmablast,ENSG00000048462
b_gc,ENSG00000211666
b_gc,ENSG00000132185
pdc,ENSG00000105251
pdc,ENSG00000184709
progenitor,ENSG00000185198
progenitor,ENSG00000166681
macrophage,ENSG00000136235
monocyte_nonclassical,ENSG00000183779
monocyte_nonclassical,ENSG00000187116
monocyte_classical,ENSG00000163221
monocyte_classical,ENSG00000163220
dc2,ENSG00000135549
dc2,ENSG00000166428
dc1,ENSG00000197992
dc1,ENSG00000182985
dc_migratory,ENSG00000078081
dc_migratory,ENSG00000159166
b_age,ENSG00000012124
b_age,ENSG00000143297
b_age,ENSG00000072694
b_memory,ENSG00000153064
b_memory,ENSG00000240505
b_naive,ENSG00000211898
b_naive,ENSG00000247982
cd4_temra,ENSG00000139187
cd4_temra,ENSG00000137441
cd4_temra,ENSG00000100450
cd4_temra,ENSG00000013725
cd4_tem,ENSG00000215788
cd4_tem,ENSG00000163599
cd4_tem,ENSG00000186187
cd4_treg,ENSG00000049768
cd8_cm,ENSG00000137642
cd8_cm,ENSG00000107485
cd8_cm,ENSG00000172116
cd8_cm,ENSG00000141232
cd4_cm,ENSG00000163600
cd4_cm,ENSG00000126353
cd4_naive,ENSG00000182463
cd4_naive,ENSG00000237943
cd4_naive,ENSG00000182568
cd8_naive,ENSG00000256039
cd8_naive,ENSG00000138795
cd8_naive,ENSG00000126353
cd8_naive,ENSG00000172116
ilc3,ENSG00000186891
ilc3,ENSG00000111796
ilc3,ENSG00000109321
mast_cell,ENSG00000172236
mast_cell,ENSG00000163751
plasma_cell,ENSG00000061656
plasma_cell,ENSG00000211895
