clusterName,gene
nk_cd56br,KLRC1
nk_cd56br,GZMK
ilc1,GZMA
nk_ilc_precursor,XCL1
nk_ilc_precursor,XCL2
nk_ilc_precursor,GNLY
nk_ilc_precursor,KLRD1
nk_cd56dim,FGFBP2
nk_cd56dim,GNLY
nk_cd56dim,PRF1
cd8_mait,SLC4A10
cd8_mait,NCR3
cd8_trm,CD8A
cd8_trm,CD96
cd8_trm,CCL5
cd8_trm,CD2
cd4_trm,RBPJ
cd4_trm,CD96
cd3_gd,ENSG00000211751
cd3_gd,GZMH
cd3_gd,NKG7
cd3_gd,CTSW
cd8_temra,GZMH
cd8_temra,CD8B
cd8_temra,CD8A
cd8_temra,KLRD1
cd8_tem,GZMH
cd8_tem,CD8B
cd8_tem,CD8A
cd8_tem,GZMA
plasmablast,SYNE3-AS1
plasmablast,TNFRSF17
b_gc,ENSG00000211666
b_gc,FCRLA
pdc,SHD
pdc,LRRC26
progenitor,PRSS57
progenitor,BEX3
macrophage,GPNMB
monocyte_nonclassical,ZNF703
monocyte_nonclassical,LILRA5
monocyte_classical,S100A12
monocyte_classical,S100A9
dc2,PKIB
dc2,PLD4
dc1,CLEC9A
dc1,CADM1
dc_migratory,LAMP3
dc_migratory,LAD1
b_age,CD22
b_age,FCRL5
b_age,FCGR2B
b_memory,BANK1
b_memory,TNFRSF13B
b_naive,ENSG00000211898
b_naive,LINC00926
cd4_temra,KLRG1
cd4_temra,FGFBP2
cd4_temra,GZMH
cd4_temra,CD6
cd4_tem,TNFRSF25
cd4_tem,CTLA4
cd4_tem,ZNRF1
cd4_treg,FOXP3
cd8_cm,SORL1
cd8_cm,GATA3
cd8_cm,CD8B
cd8_cm,TOB1
cd4_cm,ICOS
cd4_cm,CCR7
cd4_naive,TSHZ2
cd4_naive,PRKCQ-AS1
cd4_naive,SATB1
cd8_naive,LINC02446
cd8_naive,LEF1
cd8_naive,CCR7
cd8_naive,CD8B
ilc3,TNFRSF18
ilc3,KLRB1
ilc3,AREG
mast_cell,TPSAB1
mast_cell,CPA3
plasma_cell,SPAG4
plasma_cell,ENSG00000211895
