dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver_Xu_2023,liver,Xu,2023,Curated_annotation,X_umap,10.1016/j.cell.2023.11.026,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Liver,Cell,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/1d89d081-f43d-401a-be76-bd6ef9259f4e.cxg/,https://datasets.cellxgene.cziscience.com/6e7d3489-8aa7-4e6a-befe-ec5ad5a72286.h5ad,29,259678,0.23779708,0.2524704206896552,0.3258289850942509,6,8,15,0.7018989521326314,0.6543847750953394
