,B cell (Plasmocyte),Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Fetal endocrine cell,Macrophage,Pancreas exocrine cell,Stromal cell
COX7C,0.0,0.375,0.46749328076839447,0.0,0.45832084864377975,0.4182188808917999,0.5010076090693474,0.0,0.4284963011741638
UQCRH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ATP5IF1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMP3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ATP5PF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL18A,0.14111817628145218,0.1514677181839943,0.1348194107413292,0.1895175501704216,0.18172070384025574,0.0,0.125,0.14352508634328842,0.1375889778137207
ATP6V1F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATP5PD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,0.6816760674118996,0.6260830536484718,0.6541720852255821,0.0,0.0,0.0,0.0,0.625
RPL5,0.01998893916606903,0.005257084965705872,0.019903697073459625,0.03222300112247467,0.11114177852869034,0.011486373841762543,0.0,0.07444683462381363,0.060462385416030884
CYBRD1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPL3,0.012658454477787018,0.1005433201789856,0.0009172633290290833,0.0,0.16483066976070404,0.11892397701740265,0.01564379781484604,0.16665804386138916,0.0708560198545456
RPL32,0.03735211491584778,0.15453355759382248,0.041115522384643555,0.0,0.10546421259641647,0.0025583654642105103,0.01463831216096878,0.07831130176782608,0.07023408263921738
TPM2,0.0,0.0,0.0,0.8831042274832726,0.0,0.0,0.0,0.0,0.875
MGP,0.0,0.0,0.0,0.8918639123439789,0.0,0.0,0.0,0.0,0.875
CHGB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL13,0.08278269320726395,0.004862137138843536,0.045192524790763855,0.022811591625213623,0.09348782151937485,0.0,0.005652375519275665,0.09000631421804428,0.08181310445070267
RHOA,0.631757989525795,0.0,0.625,0.7623536363244057,0.0,0.0,0.7407707497477531,0.0,0.0
PCAT19,0.0,0.9431869313120842,0.875,0.0,0.0,0.0,0.0,0.0,0.0
S100A6,0.0,0.625,0.7060667052865028,0.0,0.0,0.0,0.7348084524273872,0.0,0.6928436905145645
SPCS3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL10A,0.0,0.5,0.0,0.5709630846977234,0.5925424620509148,0.0,0.0,0.562346950173378,0.5607595592737198
IFITM2,0.0,0.6360644772648811,0.6742395535111427,0.630280539393425,0.0,0.0,0.0,0.0,0.625
ENSG00000224373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR4,0.7663732916116714,0.0,0.0,0.75,0.0,0.7503359168767929,0.0,0.0,0.0
S100A4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATP5MJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PTMA,0.0,0.6721968352794647,0.7311579287052155,0.0,0.0,0.0,0.625,0.0,0.6436167731881142
DERL3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COX7A2,0.875,0.0,0.0,0.0,0.0,0.912491075694561,0.0,0.0,0.0
NDUFA1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL37A,0.021622732281684875,0.09302141517400742,0.0632641464471817,0.0,0.06136605888605118,0.0061778724193573,0.016075685620307922,0.022899337112903595,0.031418636441230774
LUM,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8866419121623039
RPS6,0.0,0.0965014398097992,0.03363607078790665,0.08784879744052887,0.15279261767864227,0.02457711100578308,0.06185831129550934,0.11461619287729263,0.09004285931587219
ANXA1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SEC11C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTF3,0.0,0.7658716589212418,0.0,0.7684350907802582,0.0,0.0,0.0,0.0,0.75
RPS2,0.0,0.0,0.375,0.4559915065765381,0.4866541773080826,0.0,0.4274858459830284,0.49394817650318146,0.4274858459830284
CD59,0.75,0.8207696080207825,0.8218102008104324,0.0,0.0,0.0,0.0,0.0,0.0
IFITM3,0.0,0.43770530819892883,0.4352787584066391,0.4955066740512848,0.39826319366693497,0.0,0.0,0.375,0.4995660111308098
CTRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ACTB,0.0,0.6325514391064644,0.0,0.6830490678548813,0.0,0.0,0.6650161817669868,0.0,0.625
TGFBR2,0.0,0.875,0.9320917427539825,0.0,0.0,0.0,0.0,0.0,0.0
TTR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CD63,0.0,0.0,0.5070664063096046,0.5,0.0,0.5074981823563576,0.5054404884576797,0.0,0.5949313119053841
TIMP1,0.0,0.0,0.75,0.8705236688256264,0.0,0.0,0.0,0.0,0.8412609547376633
DNAJB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPS12,0.140621617436409,0.1871231570839882,0.125,0.13010337203741074,0.26175425201654434,0.0,0.12677258253097534,0.23161184042692184,0.18789079040288925
PABPC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MT1G,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.8955249488353729,0.0
SFRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ANXA2,0.0,0.5187206193804741,0.5065257400274277,0.5847770273685455,0.0,0.0,0.5402573347091675,0.0,0.5
NEAT1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATOX1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM4A,0.0,0.0,0.0,0.8955934569239616,0.0,0.0,0.0,0.0,0.875
ARHGDIB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GNAS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CYCS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PNLIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NPC2,0.0,0.0,0.875,0.0,0.0,0.0,0.9020422548055649,0.0,0.0
CCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPS26,0.02950993925333023,0.15347784012556076,0.02313835173845291,0.0773128792643547,0.02927098423242569,0.004793129861354828,0.010458201169967651,0.0,0.0041585564613342285
SERPING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GCG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8880957216024399,0.875
PRSS23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RPL11,0.0,0.09339459985494614,0.029419243335723877,0.08288156241178513,0.09314000606536865,0.006596855819225311,0.003797665238380432,0.06459870934486389,0.044714443385601044
MRPL22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8855503350496292
ATP5MK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA4,0.6437315344810486,0.0,0.0,0.6453474462032318,0.0,0.0,0.6335429847240448,0.0,0.625
TMEM258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CAPG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL29,0.6838595420122147,0.0,0.0,0.0,0.642551064491272,0.0,0.0,0.6322643235325813,0.625
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
INS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS16,0.125,0.22493010759353638,0.25423866510391235,0.18414434790611267,0.22470689564943314,0.0,0.19223889708518982,0.19278544932603836,0.19304216653108597
RPS14,0.0,0.06473268568515778,0.00903843343257904,0.11190568655729294,0.14187701046466827,0.013066336512565613,0.0741375982761383,0.09534674882888794,0.10304546356201172
CPE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AMY2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GHITM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINK1,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.8993109986186028,0.0
FTH1,0.0,0.0,0.0,0.625,0.6305850297212601,0.0,0.6943524330854416,0.0,0.7129651010036469
GLRX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC2,0.75,0.0,0.0,0.8047638759016991,0.0,0.0,0.8035186603665352,0.0,0.0
RPL36A,0.875,0.0,0.9476964399218559,0.0,0.0,0.0,0.0,0.0,0.0
COX6B1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JCHAIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90B1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-C,0.875,0.0,0.8838396742939949,0.0,0.0,0.0,0.0,0.0,0.0
RPS18,0.09271407127380371,0.038536958396434784,0.00127410888671875,0.1606273278594017,0.10315357893705368,0.0,0.0283815860748291,0.0754079520702362,0.08444993942975998
VSIG4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL21,0.004610992968082428,0.011444583535194397,0.030671417713165283,0.024814054369926453,0.08383350819349289,0.005291149020195007,0.0,0.05119343101978302,0.06805255264043808
RPL37,0.06551870703697205,0.04367721825838089,0.07858031988143921,0.14801917970180511,0.08137594163417816,0.0,0.048798464238643646,0.05487614870071411,0.1123778223991394
PECAM1,0.0,0.875,0.8956674560904503,0.0,0.0,0.0,0.0,0.0,0.0
RPL7A,0.125,0.154059499502182,0.20026765763759613,0.18276457488536835,0.24797212332487106,0.0,0.13422154635190964,0.23012828081846237,0.20623298734426498
CD163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ESAM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT1,0.625,0.0,0.0,0.0,0.7300976887345314,0.0,0.74822748452425,0.0,0.6984152495861053
ATP1A1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP2,0.25,0.0,0.2828599736094475,0.3735560402274132,0.31309371441602707,0.0,0.2871501222252846,0.2859954163432121,0.2827918604016304
MZB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15A,0.18696581572294235,0.14336106181144714,0.14118694514036179,0.1399443820118904,0.1607285961508751,0.0,0.125,0.1318318173289299,0.12928585708141327
CD99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LDHB,0.875,0.0,0.0,0.8957419395446777,0.0,0.0,0.0,0.0,0.0
RPS11,0.05283007770776749,0.11740295588970184,0.0,0.07755571603775024,0.12167119979858398,0.0650307834148407,0.09424556791782379,0.09010233730077744,0.08776500076055527
RPS4X,0.169323168694973,0.0006594806909561157,0.0017871111631393433,0.03789585828781128,0.11027390509843826,0.005882322788238525,0.0038887113332748413,0.09682124853134155,0.0
RGS2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SOD2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPS19,0.02183108776807785,0.10364461690187454,0.06121019273996353,0.08387840539216995,0.1397433578968048,0.0,0.07180457562208176,0.08532238006591797,0.10506431758403778
AQP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AIF1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000211892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-E,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL4,0.0,0.0,0.7944234535098076,0.0,0.0,0.0,0.0,0.75,0.7611252069473267
TSC22D3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8,0.17994658648967743,0.162346750497818,0.21757163107395172,0.1286465972661972,0.16963884979486465,0.0,0.13010567426681519,0.1474488601088524,0.125
TXNIP,0.0,0.9435681104660034,0.875,0.0,0.0,0.0,0.0,0.0,0.0
PSAP,0.0,0.0,0.875,0.0,0.0,0.0,0.9460188895463943,0.0,0.0
TNFRSF17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRQ,0.8880609199404716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
CST3,0.0,0.0,0.0,0.7809834703803062,0.0,0.0,0.75,0.0,0.78957799077034
COX6C,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ARPC3,0.8764090836048126,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0
RPL24,0.24257459491491318,0.004833891987800598,0.0,0.1820305809378624,0.2146572470664978,0.15805944055318832,0.10207802802324295,0.17390622198581696,0.22824761271476746
TMBIM6,0.901874303817749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
FKBP2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SEC62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15,0.0,0.10923989862203598,0.01961689442396164,0.08941394090652466,0.10932641476392746,0.015519782900810242,0.025313876569271088,0.06139928847551346,0.04544251412153244
SPCS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8933136835694313
RPS7,0.3446170389652252,0.296855092048645,0.0,0.2720910981297493,0.29839491099119186,0.0,0.25,0.2511148825287819,0.2664311155676842
S100A10,0.0,0.0,0.7646497637033463,0.75,0.0,0.0,0.7544342428445816,0.0,0.0
HES1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SERPINE1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EAF2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT2A,0.0,0.0,0.0,0.8027945682406425,0.0,0.0,0.0,0.75,0.8463806360960007
RPN2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.0,0.0,0.625,0.6706579774618149,0.0,0.0,0.6378300711512566,0.0,0.6278320625424385
COL1A1,0.0,0.0,0.0,0.9065287187695503,0.0,0.0,0.0,0.0,0.875
CYP1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PPIB,0.7938006371259689,0.0,0.0,0.7690272480249405,0.0,0.0,0.0,0.0,0.75
NDUFB4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1B,0.0,0.0,0.0,0.795928105711937,0.0,0.0,0.7801056280732155,0.0,0.75
HSPB1,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8824460953474045
TM4SF1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPS9,0.375,0.0,0.38835230469703674,0.0,0.44562792032957077,0.0,0.3762296661734581,0.4397983178496361,0.3888956755399704
SUB1,0.75,0.0,0.0,0.849420003592968,0.0,0.0,0.0,0.0,0.7858150601387024
CPB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NNMT,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8805033713579178
RPL6,0.029418259859085083,0.15051335096359253,0.2043069675564766,0.15297121554613113,0.21731147915124893,0.0,0.15857059508562088,0.18923911452293396,0.20907707512378693
HSP90AA1,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046725481748581
ENSG00000211897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,0.8125499412417412,0.0,0.75,0.0,0.0,0.8342521041631699,0.0,0.0,0.0
ALOX5AP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000211895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTL,0.75,0.0,0.0,0.0,0.0,0.0,0.8784186691045761,0.0,0.8261251449584961
REG1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PPIA,0.0,0.625,0.0,0.6922763213515282,0.0,0.0,0.6885412111878395,0.0,0.6784247308969498
CTHRC1,0.0,0.0,0.0,0.8882338777184486,0.0,0.0,0.0,0.0,0.875
FCER1G,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MFAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
REG3G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HSPA8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS28,0.25241346657276154,0.26164519041776657,0.31848806887865067,0.25,0.3264172673225403,0.0,0.0,0.2991471365094185,0.2508025988936424
HINT1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS10,0.75,0.0,0.0,0.861207939684391,0.0,0.0,0.0,0.0,0.7898358702659607
GAPDH,0.0,0.0,0.625,0.7003027051687241,0.0,0.0,0.7041372358798981,0.0,0.6831344962120056
FABP5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GSTO1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MT1E,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.8820203617215157,0.0
EEF1B2,0.375,0.0,0.0,0.45648249983787537,0.42744141072034836,0.0,0.4251619577407837,0.4678545519709587,0.4429176226258278
FAU,0.75,0.0,0.0,0.0,0.0,0.0,0.8100746721029282,0.0,0.8094420433044434
FN1,0.0,0.0,0.0,0.9063292071223259,0.0,0.0,0.0,0.0,0.875
DYNLL1,0.875,0.0,0.0,0.9500347152352333,0.0,0.0,0.0,0.0,0.0
DDX5,0.0,0.7737282812595367,0.7814416363835335,0.0,0.0,0.0,0.0,0.0,0.75
GAS5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS17,0.08651565760374069,0.044926486909389496,0.0057633668184280396,0.13227535784244537,0.10490037500858307,0.0,0.03760071098804474,0.10005009174346924,0.03636612743139267
RPL10,0.11685934662818909,0.07374870777130127,0.003680586814880371,0.058457642793655396,0.16846660524606705,0.0,0.05038472265005112,0.1191617101430893,0.09037768095731735
ANAPC16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS24,0.0,0.08279503881931305,0.07388512045145035,0.17203589528799057,0.13982071727514267,0.05055670440196991,0.10017386078834534,0.11316841840744019,0.12937765568494797
RPL14,0.3041638359427452,0.3362453877925873,0.0,0.29074300825595856,0.3398039862513542,0.0,0.25,0.2925233319401741,0.2943214178085327
C1S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PODXL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL35,0.125,0.26919618248939514,0.2178335264325142,0.1875855177640915,0.23647402971982956,0.0,0.19574253261089325,0.20737569779157639,0.2060147076845169
ACKR1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27A,0.1106613501906395,0.020342476665973663,0.01835671067237854,0.04388909786939621,0.05933360755443573,0.0,0.023980461061000824,0.03033965826034546,0.05441449582576752
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.900749534368515,0.0,0.875
HSP90AB1,0.0,0.875,0.9412581324577332,0.0,0.0,0.0,0.0,0.0,0.0
TPD52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL39,0.0,0.3333904668688774,0.2860117182135582,0.3288368061184883,0.28280705213546753,0.0,0.25623074918985367,0.25,0.28456535935401917
COL6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
