,B cell (Plasmocyte),Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Fetal endocrine cell,Macrophage,Pancreas exocrine cell,Stromal cell
ZFP36,1.3172597,2.7584517,3.0885828,0.0,0.0,0.0,0.0,0.0,1.7272826
ENSG00000203875,0.0,1.2961677,0.0,2.8392575,0.0,0.0,0.0,0.0,2.6551776
REG3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.504177,0.0
ATP5F1E,3.0488553,2.7415423,0.0,2.885944,0.0,3.272633,3.10761,0.0,2.7424083
GSTP1,1.3551934,1.313077,0.0,0.0,0.0,0.0,0.0,0.0,2.1116865
RAMP3,0.0,0.0,1.3770176,0.0,0.0,0.0,0.0,0.0,0.0
ARF4,0.0,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,0.0
RPS3A,3.7179985,3.850864,3.0539892,3.2948744,3.8440506,3.1376975,3.4887817,3.7453146,3.6678586
CLIC1,0.0,0.0,2.7807863,0.0,0.0,0.0,0.0,0.0,0.0
SPARCL1,0.0,4.022427,3.3139,2.8392575,0.0,0.0,0.0,0.0,2.6190474
RPS23,2.7165556,3.7523391,3.7889824,3.5090022,3.3279712,2.7386975,3.0874224,3.0784822,3.001737
SDCBP,0.0,0.0,1.3770176,0.0,0.0,0.0,0.0,0.0,0.0
RPL27,1.0408161,2.8726497,3.057014,2.8272102,3.1015067,0.0,2.999922,2.8250937,2.978419
COL3A1,0.0,0.0,0.0,4.168106,0.0,0.0,0.0,0.0,3.4903219
NACA,0.0,0.0,2.9740312,2.603848,0.0,0.0,1.9056978,0.0,2.614342
PLA2G1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1955466,0.0
MYL6,0.0,3.035479,0.0,0.0,0.0,0.0,2.7084236,0.0,0.0
HNRNPA2B1,0.0,0.0,1.3770176,0.0,0.0,0.0,0.0,0.0,0.0
SNRPG,1.1768202,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,0.0
S100A11,0.0,2.8742588,1.3996183,3.2948744,0.0,0.0,3.4644773,0.0,3.50788
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8050542,0.0
CD24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8161393,0.0
CLU,0.0,0.0,0.0,0.0,0.0,3.0854368,0.0,0.0,0.0
HSPG2,0.0,0.0,2.794026,0.0,0.0,0.0,0.0,0.0,0.0
RPL38,0.0,3.0581207,2.8479261,2.8453426,2.6273441,0.0,2.5946257,2.2347093,2.5742302
CCL3,0.0,0.0,0.0,0.0,0.0,0.0,2.8499343,0.0,0.0
S100A13,0.0,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,2.5221024
RPL23,2.4940798,3.3413768,2.6456618,2.8272102,3.0859263,0.0,2.9184804,2.8392575,3.001737
RPL36AL,2.9202027,0.0,2.776636,0.0,0.0,0.0,0.0,0.0,0.0
RPL19,2.5979676,2.9077792,3.4533153,2.885944,3.2701943,2.6839476,3.0331652,3.045158,3.3125494
TM4SF4,0.0,0.0,0.0,0.0,0.0,3.1759653,0.0,0.0,0.0
LDHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2779405
TAGLN2,0.0,0.0,2.6272116,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARC,0.0,3.1210728,1.2460434,3.9454014,0.0,0.0,0.0,0.0,2.9704857
PFDN5,2.4940798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAM1,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBC,1.0408161,0.0,2.7581856,0.0,0.0,0.0,0.0,0.0,2.079179
SAP18,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB10,0.0,3.3096454,3.794972,4.1743875,0.0,0.0,3.1886563,0.0,3.9269361
RAMP2,0.0,0.0,1.381168,0.0,0.0,0.0,0.0,0.0,0.0
OSTC,2.4940798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI1,0.0,0.0,0.0,2.615516,0.0,0.0,0.0,0.0,0.0
TPT1,0.0,0.0,1.5714928,0.0,0.0,0.0,0.0,2.7775245,0.0
RPS27,4.0582685,4.302323,4.4072666,4.3443975,4.5574455,3.680129,4.177543,4.2729216,4.4338627
GPX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7077703
RPL41,0.0,3.0581207,0.0,0.0,2.5963473,0.0,0.0,2.3026757,2.6551776
RPS15,2.8263795,2.975478,3.10216,3.2592993,3.2605035,0.0,2.8716798,3.074208,3.2750783
PRDX4,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0,1.2961677,0.0,0.0,0.0,0.0,2.9963024,0.0,2.8035953
RPL23A,3.1939764,3.0804744,3.0539892,2.8453426,2.8257155,0.0,2.6890318,2.387057,2.978419
RPL8,3.0387905,3.133205,0.0,2.6381292,3.2021327,0.0,2.7813034,3.0959477,2.6763394
RGS1,2.7165556,0.0,0.0,0.0,0.0,0.0,3.8121538,0.0,0.0
PSMA7,0.0,0.0,1.2460434,0.0,0.0,0.0,0.0,0.0,0.0
C7,0.0,0.0,0.0,2.615516,0.0,0.0,0.0,0.0,2.373705
SRP14,0.0,0.0,2.6589012,2.8272102,0.0,0.0,0.0,0.0,2.361434
OST4,3.0387905,0.0,0.0,3.4903219,0.0,0.0,0.0,0.0,1.9918545
COX17,2.3580756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOS,0.0,3.3222375,3.3465898,2.8392575,0.0,0.0,2.9293141,0.0,3.5184834
CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1408665
SH3BGRL,2.3580756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2,0.0,0.0,2.7581856,2.885944,0.0,2.97665,2.964363,0.0,2.4900556
CELA3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1192923,0.0
RPS20,1.0408161,2.9650352,3.118209,0.0,3.1775749,1.1194087,2.966108,2.9445343,2.8607407
RPL18,2.8263795,1.4453747,0.0,0.0,2.4552832,0.0,2.5456004,2.3924584,2.6551776
MRPL51,2.7384071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248527,2.4619637,2.8525672,0.0,0.0,0.0,2.984642,2.7749355,0.0,0.0
RPL34,3.9990969,3.81121,4.1923575,4.1870728,4.4380765,3.7426295,3.7346158,4.302168,4.233384
SEC61B,0.0,0.0,0.0,2.615516,0.0,0.0,0.0,0.0,0.0
CELA3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.521666,0.0
ATP5MC3,1.4211475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5F1A,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBB,0.0,0.0,1.2460434,2.615516,0.0,3.0944424,0.0,0.0,2.6190474
COL4A1,0.0,2.8247247,2.6456618,2.8272102,0.0,0.0,0.0,0.0,0.0
RPL35A,3.3511767,3.4757533,3.1212335,3.6641464,3.6753263,3.0054686,3.0696275,3.5082169,3.5318115
TIMP3,0.0,0.0,0.0,3.6518767,0.0,0.0,0.0,0.0,1.9918545
B2M,5.0781026,3.707554,4.3008776,2.603848,0.0,0.0,3.735281,0.0,2.8939679
SSR3,2.217636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL9,0.0,2.9953759,2.7581856,2.6381292,2.8963895,2.3006704,2.524212,2.8294568,2.6763394
TYROBP,0.0,0.0,0.0,0.0,0.0,0.0,2.9234643,0.0,0.0
FKBP11,3.1446204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS13,1.1768202,3.178757,2.7898755,3.2592993,3.3074648,2.8658748,2.9981103,3.1345382,3.2750783
KLF6,1.1768202,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,0.0
MYDGF,1.4990551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUNB,0.0,0.0,2.776636,0.0,0.0,0.0,0.0,0.0,2.2173874
SLIRP,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,2.8182807,0.0,0.0
RPS29,3.9227304,3.4031944,3.7070088,3.8981102,3.845169,2.9954038,3.5808492,3.634961,3.6743898
REG1A,0.0,0.0,0.0,0.0,4.7508183,0.0,0.0,6.1910944,0.0
SLCO2A1,0.0,0.0,2.776636,0.0,0.0,0.0,0.0,0.0,0.0
RPLP0,3.198513,3.2069836,3.57832,3.7719064,3.67689,2.8392625,3.038826,3.6278026,3.5248573
CUZD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3510587,0.0
SEC61G,2.217636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2122993,0.0
MT1X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480102,0.0
NDUFC2,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31,3.7939553,3.7015963,2.9843507,3.9454014,4.0685353,3.3067586,3.6260214,3.8064017,4.0136375
GNG11,0.0,0.0,0.0,2.603848,0.0,0.0,0.0,0.0,0.0
