cluster,count
Pancreas exocrine cell,5566
Enterocyte progenitor,3784
Macrophage,147
Fetal endocrine cell,124
Stromal cell,43
Endothelial cell,20
Endothelial cell (APC),12
Endothelial cell (endothelial to mesenchymal transition),9
B cell (Plasmocyte),6
