,B cell (Plasmocyte),Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Fetal endocrine cell,Macrophage,Pancreas exocrine cell,Stromal cell
ENSG00000133048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5742302
ENSG00000107796,0.0,0.0,0.0,2.8392575,0.0,0.0,0.0,0.0,0.0
ENSG00000132386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8939679
ENSG00000088832,0.0,0.0,0.0,2.603848,0.0,0.0,0.0,0.0,2.2173874
ENSG00000129084,2.4940798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128016,1.3172597,2.7584517,3.0885828,0.0,0.0,0.0,0.0,0.0,1.7272826
ENSG00000203875,0.0,1.2961677,0.0,2.8392575,0.0,0.0,0.0,0.0,2.6551776
ENSG00000172016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.504177,0.0
ENSG00000124172,3.0488553,2.7415423,0.0,2.885944,0.0,3.272633,3.10761,0.0,2.7424083
ENSG00000084207,1.3551934,1.313077,0.0,0.0,0.0,0.0,0.0,0.0,2.1116865
ENSG00000122679,0.0,0.0,1.3770176,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168374,0.0,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,0.0
ENSG00000145425,3.7179985,3.850864,3.0539892,3.2948744,3.8440506,3.1376975,3.4887817,3.7453146,3.6678586
ENSG00000213719,0.0,0.0,2.7807863,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152583,0.0,4.022427,3.3139,2.8392575,0.0,0.0,0.0,0.0,2.6190474
ENSG00000186468,2.7165556,3.7523391,3.7889824,3.5090022,3.3279712,2.7386975,3.0874224,3.0784822,3.001737
ENSG00000137575,0.0,0.0,1.3770176,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131469,1.0408161,2.8726497,3.057014,2.8272102,3.1015067,0.0,2.999922,2.8250937,2.978419
ENSG00000168542,0.0,0.0,0.0,4.168106,0.0,0.0,0.0,0.0,3.4903219
ENSG00000196531,0.0,0.0,2.9740312,2.603848,0.0,0.0,1.9056978,0.0,2.614342
ENSG00000170890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1955466,0.0
ENSG00000092841,0.0,3.035479,0.0,0.0,0.0,0.0,2.7084236,0.0,0.0
ENSG00000122566,0.0,0.0,1.3770176,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143977,1.1768202,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,0.0
ENSG00000163191,0.0,2.8742588,1.3996183,3.2948744,0.0,0.0,3.4644773,0.0,3.50788
ENSG00000240038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8050542,0.0
ENSG00000272398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8161393,0.0
ENSG00000120885,0.0,0.0,0.0,0.0,0.0,3.0854368,0.0,0.0,0.0
ENSG00000142798,0.0,0.0,2.794026,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172809,0.0,3.0581207,2.8479261,2.8453426,2.6273441,0.0,2.5946257,2.2347093,2.5742302
ENSG00000277632,0.0,0.0,0.0,0.0,0.0,0.0,2.8499343,0.0,0.0
ENSG00000189171,0.0,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,2.5221024
ENSG00000125691,2.4940798,3.3413768,2.6456618,2.8272102,3.0859263,0.0,2.9184804,2.8392575,3.001737
ENSG00000165502,2.9202027,0.0,2.776636,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108298,2.5979676,2.9077792,3.4533153,2.885944,3.2701943,2.6839476,3.0331652,3.045158,3.3125494
ENSG00000169903,0.0,0.0,0.0,0.0,0.0,3.1759653,0.0,0.0,0.0
ENSG00000134333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2779405
ENSG00000158710,0.0,0.0,2.6272116,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189403,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113140,0.0,3.1210728,1.2460434,3.9454014,0.0,0.0,0.0,0.0,2.9704857
ENSG00000123349,2.4940798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067167,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150991,1.0408161,0.0,2.7581856,0.0,0.0,0.0,0.0,0.0,2.079179
ENSG00000150459,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000034510,0.0,3.3096454,3.794972,4.1743875,0.0,0.0,3.1886563,0.0,3.9269361
ENSG00000131477,0.0,0.0,1.381168,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198856,2.4940798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111669,0.0,0.0,0.0,2.615516,0.0,0.0,0.0,0.0,0.0
ENSG00000133112,0.0,0.0,1.5714928,0.0,0.0,0.0,0.0,2.7775245,0.0
ENSG00000177954,4.0582685,4.302323,4.4072666,4.3443975,4.5574455,3.680129,4.177543,4.2729216,4.4338627
ENSG00000211445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7077703
ENSG00000229117,0.0,3.0581207,0.0,0.0,2.5963473,0.0,0.0,2.3026757,2.6551776
ENSG00000115268,2.8263795,2.975478,3.10216,3.2592993,3.2605035,0.0,2.8716798,3.074208,3.2750783
ENSG00000123131,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120129,0.0,1.2961677,0.0,0.0,0.0,0.0,2.9963024,0.0,2.8035953
ENSG00000198242,3.1939764,3.0804744,3.0539892,2.8453426,2.8257155,0.0,2.6890318,2.387057,2.978419
ENSG00000161016,3.0387905,3.133205,0.0,2.6381292,3.2021327,0.0,2.7813034,3.0959477,2.6763394
ENSG00000090104,2.7165556,0.0,0.0,0.0,0.0,0.0,3.8121538,0.0,0.0
ENSG00000101182,0.0,0.0,1.2460434,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112936,0.0,0.0,0.0,2.615516,0.0,0.0,0.0,0.0,2.373705
ENSG00000140319,0.0,0.0,2.6589012,2.8272102,0.0,0.0,0.0,0.0,2.361434
ENSG00000228474,3.0387905,0.0,0.0,3.4903219,0.0,0.0,0.0,0.0,1.9918545
ENSG00000138495,2.3580756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170345,0.0,3.3222375,3.3465898,2.8392575,0.0,0.0,2.9293141,0.0,3.5184834
ENSG00000107562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1408665
ENSG00000131171,2.3580756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143933,0.0,0.0,2.7581856,2.885944,0.0,2.97665,2.964363,0.0,2.4900556
ENSG00000142789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1192923,0.0
ENSG00000008988,1.0408161,2.9650352,3.118209,0.0,3.1775749,1.1194087,2.966108,2.9445343,2.8607407
ENSG00000063177,2.8263795,1.4453747,0.0,0.0,2.4552832,0.0,2.5456004,2.3924584,2.6551776
ENSG00000111639,2.7384071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248527,2.4619637,2.8525672,0.0,0.0,0.0,2.984642,2.7749355,0.0,0.0
ENSG00000109475,3.9990969,3.81121,4.1923575,4.1870728,4.4380765,3.7426295,3.7346158,4.302168,4.233384
ENSG00000106803,0.0,0.0,0.0,2.615516,0.0,0.0,0.0,0.0,0.0
ENSG00000219073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.521666,0.0
ENSG00000154518,1.4211475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152234,1.0408161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170315,0.0,0.0,1.2460434,2.615516,0.0,3.0944424,0.0,0.0,2.6190474
ENSG00000187498,0.0,2.8247247,2.6456618,2.8272102,0.0,0.0,0.0,0.0,0.0
ENSG00000182899,3.3511767,3.4757533,3.1212335,3.6641464,3.6753263,3.0054686,3.0696275,3.5082169,3.5318115
ENSG00000100234,0.0,0.0,0.0,3.6518767,0.0,0.0,0.0,0.0,1.9918545
ENSG00000166710,5.0781026,3.707554,4.3008776,2.603848,0.0,0.0,3.735281,0.0,2.8939679
ENSG00000114850,2.217636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163682,0.0,2.9953759,2.7581856,2.6381292,2.8963895,2.3006704,2.524212,2.8294568,2.6763394
ENSG00000011600,0.0,0.0,0.0,0.0,0.0,0.0,2.9234643,0.0,0.0
ENSG00000134285,3.1446204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110700,1.1768202,3.178757,2.7898755,3.2592993,3.3074648,2.8658748,2.9981103,3.1345382,3.2750783
ENSG00000067082,1.1768202,0.0,0.0,2.6381292,0.0,0.0,0.0,0.0,0.0
ENSG00000074842,1.4990551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171223,0.0,0.0,2.776636,0.0,0.0,0.0,0.0,0.0,2.2173874
ENSG00000119705,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,2.8182807,0.0,0.0
ENSG00000213741,3.9227304,3.4031944,3.7070088,3.8981102,3.845169,2.9954038,3.5808492,3.634961,3.6743898
ENSG00000115386,0.0,0.0,0.0,0.0,4.7508183,0.0,0.0,6.1910944,0.0
ENSG00000174640,0.0,0.0,2.776636,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000089157,3.198513,3.2069836,3.57832,3.7719064,3.67689,2.8392625,3.038826,3.6278026,3.5248573
ENSG00000138161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3510587,0.0
ENSG00000132432,2.217636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2122993,0.0
ENSG00000187193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480102,0.0
ENSG00000151366,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071082,3.7939553,3.7015963,2.9843507,3.9454014,4.0685353,3.3067586,3.6260214,3.8064017,4.0136375
ENSG00000127920,0.0,0.0,0.0,2.603848,0.0,0.0,0.0,0.0,0.0
