clusterName,gene
B cell (Plasmocyte),MZB1
Fetal endocrine cell,SCG5
Enterocyte progenitor,SOD2
Pancreas exocrine cell,PRSS1
Endothelial cell (APC),SLCO2A1
Endothelial cell (APC),ACKR1
Endothelial cell,SELENOF
Endothelial cell,TGFBR2
Endothelial cell (endothelial to mesenchymal transition),ARF4
Endothelial cell (endothelial to mesenchymal transition),COL1A1
Stromal cell,SERPINF1
Stromal cell,APOD
Macrophage,S100A4
