author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
B cell (Plasmocyte),0.8297939224670355,0.03913798797264585,0.842738111534002,6
Endothelial cell,0.4754433557214369,0.1980932777175545,0.5500902743666454,20
Endothelial cell (APC),0.42274350580128633,0.2701876421430167,0.5587051965739116,12
Endothelial cell (endothelial to mesenchymal transition),0.40828100709534487,0.48918740501530855,0.6073159326167481,9
Enterocyte progenitor,0.5903625471911021,0.13835616497724051,0.635074833569706,3784
Fetal endocrine cell,0.8717179762357978,0.058520965412284014,0.8939871738170693,124
Macrophage,0.7335747583186678,0.4308269676664002,0.8651064666430098,147
Pancreas exocrine cell,0.42417865110453035,0.2890027353437516,0.5657552298226631,5566
Stromal cell,-0.0657768583472785,0.29902485099713005,0.04459788025072578,43
