organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
pancreas,Han,Nature,2020,10.1038/s41586-020-2157-4,Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1,https://cellxgene.cziscience.com/e/2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.cxg/,https://datasets.cellxgene.cziscience.com/74c3403a-451c-4a62-84e0-d8a8e45c7ea7.h5ad,author_cell_type,X_umap,9711,9,0.6073159326167481,0.47544335572143687,0.2701876421430167,0.8,0.7696305822881083,9
