cluster,n_cells,percentage
B_CD27neg,462,0.53
B_CD27pos,773,0.88
Blood_vessel,1498,1.7
Dendritic_Cells,337,0.38
Epi_basal,754,0.86
Epi_dividing,10870,12.36
Epi_stratified,50469,57.39
Epi_suprabasal,10000,11.37
Epi_upper,9150,10.4
Glands_duct,175,0.2
Glands_mucous,55,0.06
Lymph_vessel,105,0.12
Mast_cell,112,0.13
Mono_macro,334,0.38
NK_T_CD8_Cytotoxic,201,0.23
Stroma,505,0.57
T_CD4,1350,1.54
T_CD8,797,0.91
