cluster,count
Epi_stratified,50469
Epi_dividing,10870
Epi_suprabasal,10000
Epi_upper,9150
Blood_vessel,1498
T_CD4,1350
T_CD8,797
B_CD27pos,773
Epi_basal,754
Stroma,505
B_CD27neg,462
Dendritic_Cells,337
Mono_macro,334
NK_T_CD8_Cytotoxic,201
Glands_duct,175
Mast_cell,112
Lymph_vessel,105
Glands_mucous,55
