author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
B_CD27neg,0.3084389851460485,0.2281968056175599,0.40729749557023764,462
B_CD27pos,0.1597404637386947,0.2900893759615676,0.291689316976973,773
Blood_vessel,0.3963826397649943,0.251424900346559,0.49560147048177916,1498
Dendritic_Cells,0.523316023124721,0.22562573757969187,0.616380949208564,337
Epi_basal,-0.359037364229263,0.31255469987254547,-0.28679498404221343,754
Epi_dividing,0.48953052423595705,0.18387926214306544,0.5625938826191201,10870
Epi_stratified,0.09423805769049091,0.2911870081087916,0.1422628652793919,50469
Epi_suprabasal,0.5072676539342896,0.1640973791554536,0.547621962024456,10000
Epi_upper,0.6769559189498846,0.08366783772311841,0.700416527571509,9150
Glands_duct,0.5927561151703871,0.2714228596837614,0.6994318337325145,175
Glands_mucous,0.7672163760798969,0.11595817817961838,0.8075674343223858,55
Lymph_vessel,0.7852476470321262,0.31755933887150556,0.8681676700262553,105
Mast_cell,0.9272474642612245,0.029174007846283004,0.9387433865137516,112
Mono_macro,0.3983508124770485,0.35523748330134075,0.605471875726312,334
NK_T_CD8_Cytotoxic,0.31816997989687623,0.20836245348364735,0.3836914257206241,201
Stroma,0.7448453268658675,0.16409363306886768,0.7953865746391413,505
T_CD4,0.050825355682963765,0.4367562600350455,0.2497382414457615,1350
T_CD8,0.37140801608885043,0.2345078700717671,0.46378074417785287,797
