author_cell_type,mean,std,median,count,q1,q3,f_score
Mast_cell,0.9272474642612245,0.029174007846283004,0.9387433865137516,112,0.9222974033222973,0.9464722134734492,0.9333333333333332
Lymph_vessel,0.7852476470321262,0.31755933887150556,0.8681676700262553,105,0.8539958186639955,0.8769561584154432,0.7728706624605678
Glands_mucous,0.7672163760798969,0.11595817817961838,0.8075674343223858,55,0.7413337672400409,0.8362482099943387,0.9360730593607306
Stroma,0.7448453268658675,0.16409363306886768,0.7953865746391413,505,0.7020667906775909,0.8201476326852489,0.8590785907859079
Epi_upper,0.6769559189498846,0.0836678377231184,0.700416527571509,9150,0.6299378521841702,0.7410290230254173,0.873700342568664
Glands_duct,0.5927561151703871,0.2714228596837614,0.6994318337325145,175,0.5853355147016672,0.7325697063634806,0.8097928436911488
Dendritic_Cells,0.523316023124721,0.2256257375796919,0.616380949208564,337,0.4607944217086687,0.6676436645964168,0.8205128205128205
Mono_macro,0.3983508124770485,0.3552374833013407,0.605471875726312,334,0.24419887651541594,0.6535409183746077,0.4654036243822075
Epi_dividing,0.48953052423595705,0.18387926214306544,0.5625938826191201,10870,0.4107057281547498,0.6222524993773184,0.7618774614886086
Epi_suprabasal,0.5072676539342896,0.1640973791554536,0.547621962024456,10000,0.45627935413018617,0.6079278270816781,0.6478350606007377
Blood_vessel,0.3963826397649943,0.25142490034655895,0.4956014704817791,1498,0.2876198296864087,0.5634846899024858,0.8738901677079908
T_CD8,0.37140801608885043,0.2345078700717671,0.4637807441778528,797,0.3014796079696977,0.532626565827987,0.647887323943662
B_CD27neg,0.3084389851460485,0.22819680561755987,0.40729749557023764,462,0.23634039696385292,0.46761258188428256,0.7568149210903874
NK_T_CD8_Cytotoxic,0.3181699798968762,0.20836245348364738,0.3836914257206241,201,0.253217775453521,0.4697383912577861,0.6424581005586593
B_CD27pos,0.15974046373869466,0.2900893759615676,0.291689316976973,773,0.0368863618365815,0.3727055224573242,0.576072821846554
T_CD4,0.050825355682963744,0.4367562600350454,0.2497382414457615,1350,-0.08901516912761567,0.3729337293593433,0.6002060793405462
Epi_stratified,0.09423805769049091,0.29118700810879156,0.1422628652793919,50469,-0.1236567455597052,0.3407084700072628,0.8198821995413875
Epi_basal,-0.359037364229263,0.31255469987254547,-0.2867949840422134,754,-0.6736966536459637,-0.06381070030041078,0.5602923264311814
