,Endothelia,Fibroblast,Lymphocyte,MP & DC,Mural cell,Neutrophil
ENSG00000184840,0.0,0.596596,0.0,0.0,0.0,0.0
ENSG00000169045,0.0,0.7765617,1.2330298,1.2566473,0.0,0.0
ENSG00000127022,0.0,0.900102,0.0,0.9240709,0.0,0.0
ENSG00000161011,0.0,1.2039261,0.0,1.187363,0.0,0.0
ENSG00000113269,0.0,0.0,0.0,1.1540478,0.0,0.0
ENSG00000131446,0.0,0.0,0.0,1.1291533,0.0,0.0
ENSG00000165810,1.0166775,0.0,0.0,0.0,0.0,0.0
ENSG00000204628,2.050332,2.1148846,2.6409476,2.5312867,2.143936,0.0
ENSG00000021355,0.0,0.0,0.0,1.1146662,0.0,0.0
ENSG00000170542,0.0,0.0,0.0,0.92297256,0.0,0.0
ENSG00000111843,0.0,1.0619375,0.0,0.0,0.0,0.0
ENSG00000112137,0.0,0.0,0.0,1.061721,0.0,0.0
ENSG00000112149,0.0,0.0,0.0,1.9898113,0.0,0.0
ENSG00000124795,0.0,0.0,0.0,0.8460885,0.0,0.0
ENSG00000112308,0.0,0.0,0.0,0.8710505,0.0,0.0
ENSG00000204642,0.0,0.0,1.331182,0.0,0.0,0.0
ENSG00000206503,3.142367,1.80183,3.4000916,2.4196358,1.0746653,2.3448486
ENSG00000204592,3.180563,1.3273007,2.7058132,2.1166494,0.0,2.3148742
ENSG00000204569,0.0,0.0,0.0,0.9589216,0.0,0.0
ENSG00000196230,0.0,1.1927737,0.0,0.4838003,0.0,0.0
ENSG00000137331,0.0,0.0,0.0,2.165864,0.0,0.0
ENSG00000204525,2.6293712,1.2068739,2.9900029,2.0111284,0.91446465,0.0
ENSG00000234745,3.8796358,1.7374343,4.0024023,3.305965,1.7971967,2.9554005
ENSG00000204482,0.0,0.0,0.0,1.7975467,0.0,0.0
ENSG00000204472,0.0,0.0,0.0,2.4860497,0.0,0.0
ENSG00000213722,0.0,1.457553,0.0,0.0,0.0,0.0
ENSG00000213719,0.0,1.3996414,1.7063044,1.6173782,0.92087513,0.0
ENSG00000204389,0.0,0.0,0.0,2.3743896,0.0,0.0
ENSG00000204388,0.0,0.0,0.0,1.2676246,0.0,0.0
ENSG00000168477,0.0,2.3896635,0.0,0.0,0.0,0.0
ENSG00000213654,0.0,0.0,1.0972807,0.97221524,0.0,0.0
ENSG00000204287,1.6642632,0.0,0.0,4.0213814,0.0,0.0
ENSG00000198502,0.0,0.0,0.0,2.0231237,0.0,0.0
ENSG00000196126,2.1747873,0.0,0.0,3.0673711,0.0,0.0
ENSG00000196735,0.0,0.0,0.0,1.5885432,0.0,0.0
ENSG00000179344,0.0,0.0,0.0,1.6815679,0.0,0.0
ENSG00000242574,0.0,0.0,0.0,0.7837328,0.0,0.0
ENSG00000204257,0.0,0.0,0.0,1.3918474,0.0,0.0
ENSG00000204256,0.0,0.0,1.2714044,0.9533017,0.0,0.0
ENSG00000231389,1.0355644,0.0,0.0,2.9091654,0.0,0.0
ENSG00000223865,0.0,0.0,0.0,2.5395575,0.0,0.0
ENSG00000231500,2.8329625,2.664959,3.6310997,3.2159164,2.7275865,0.0
ENSG00000231925,0.0,0.0,0.0,0.56080735,0.0,0.0
ENSG00000124614,0.0,1.4088359,2.304297,2.059381,1.4370381,0.0
ENSG00000198755,1.9020612,2.329495,2.8299065,2.421651,2.3652127,0.0
ENSG00000112081,0.0,0.9273825,1.4135252,1.2782466,0.9248045,0.0
ENSG00000124762,0.0,0.0,0.0,1.2112433,0.0,0.0
ENSG00000164530,0.0,1.9087497,0.0,0.0,0.0,0.0
ENSG00000214736,0.0,0.0,0.0,0.7348343,0.0,0.0
ENSG00000137161,0.0,0.0,0.0,0.69353646,0.0,0.0
ENSG00000096384,2.04778,1.8924174,2.1923907,2.3292074,2.0356076,0.0
ENSG00000069122,2.0682356,0.0,0.0,0.0,0.0,0.0
ENSG00000151914,0.0,1.6759835,0.0,0.0,0.0,0.0
ENSG00000119900,0.0,0.0,0.0,0.6402005,0.0,0.0
ENSG00000156508,3.6195612,3.756753,4.4294395,4.282122,3.5629232,2.8000119
ENSG00000111799,0.0,0.8345517,0.0,0.0,0.0,0.0
ENSG00000112695,0.0,1.2425014,1.1653416,1.0277205,1.8467255,0.0
ENSG00000118418,0.0,0.0,0.0,0.607317,0.0,0.0
ENSG00000203875,0.0,0.0,1.0733964,1.070113,0.0,0.0
ENSG00000135334,0.0,0.0,0.0,0.62490356,0.0,0.0
ENSG00000146278,0.0,0.64079463,1.6266168,2.2622092,1.6373173,1.7078459
ENSG00000132424,0.0,1.3328241,0.0,0.0,1.144062,0.0
ENSG00000112335,0.0,1.3227375,0.0,1.1210384,0.74216264,0.0
ENSG00000135535,0.0,0.80268615,0.0,0.8190715,0.0,0.0
ENSG00000123505,0.0,0.0,0.0,0.74230695,0.0,0.0
ENSG00000277443,0.0,1.4794651,0.0,1.6283464,0.0,0.0
ENSG00000111832,0.0,0.70119315,0.0,0.0,0.0,0.0
ENSG00000111897,0.0,0.7601948,0.0,0.6722974,0.0,0.0
ENSG00000196569,0.0,1.4594522,0.0,0.0,0.0,0.0
ENSG00000079819,0.0,1.1509604,0.0,0.0,0.0,0.0
ENSG00000118523,0.0,1.8208127,0.0,0.0,0.0,0.0
ENSG00000112306,2.9805474,2.9725358,3.988356,3.5389218,2.6564083,2.5878127
ENSG00000118526,0.0,1.2153145,0.0,0.0,0.0,0.0
ENSG00000027697,0.0,0.0,0.0,0.8139479,0.0,0.0
ENSG00000118503,0.0,0.0,0.0,1.5454404,0.0,0.0
ENSG00000146386,0.0,0.0,0.0,0.6976029,0.0,0.0
ENSG00000164442,0.0,0.0,0.0,0.90131736,0.0,0.0
ENSG00000135604,0.0,0.0,0.0,1.2556276,0.0,0.0
ENSG00000131016,0.0,1.3932723,0.0,0.0,0.0,0.0
ENSG00000092820,0.0,0.0,1.4121146,1.0351839,0.0,0.0
ENSG00000291237,0.0,0.0,0.0,2.843056,0.0,2.9882221
ENSG00000146457,0.0,0.0,0.0,0.85378826,0.0,0.0
ENSG00000112531,0.0,0.0,0.0,1.0374429,0.0,0.0
ENSG00000026297,0.0,0.0,0.0,1.3686329,0.0,0.0
ENSG00000112562,0.0,0.8803863,0.0,0.0,0.0,0.0
ENSG00000008018,0.0,1.0471275,0.0,0.73818386,1.0214237,0.0
ENSG00000075624,2.786051,3.2865386,3.8492615,4.0860987,3.957372,4.1048765
ENSG00000136238,1.4813882,1.6355405,0.0,1.4573951,1.3922487,0.0
ENSG00000136240,0.0,1.0023704,0.0,0.0,0.0,0.0
ENSG00000189043,0.0,1.3834511,1.2663194,1.1264337,2.150279,0.0
ENSG00000196683,1.1593797,1.6554611,1.9449679,1.5764706,1.6051848,0.0
ENSG00000136235,0.0,0.9503234,0.0,0.0,0.0,0.0
ENSG00000172115,0.0,0.0,1.2650402,1.1093941,0.0,0.0
ENSG00000122566,1.9631643,1.839566,2.2113936,2.2120712,1.9920733,2.062542
ENSG00000122565,0.0,0.0,0.0,0.64906085,0.0,0.0
ENSG00000005020,0.0,0.0,0.0,0.6746499,0.0,0.0
ENSG00000106052,0.0,0.0,0.0,0.76572347,0.0,0.0
ENSG00000106066,0.0,0.0,0.0,1.0557573,0.0,0.0
ENSG00000240583,2.1190634,0.0,0.0,0.0,0.0,0.0
ENSG00000122545,0.0,2.1883848,1.6038613,0.90797234,2.5863526,0.0
ENSG00000106483,0.0,0.8222043,0.0,0.0,0.0,0.0
ENSG00000106588,0.0,0.0,0.0,0.69770455,0.0,0.0
ENSG00000196262,1.5281105,1.9502082,1.9823496,1.7711406,2.0134745,0.0
ENSG00000132432,0.0,1.0768298,0.0,0.8981141,0.0,0.0
ENSG00000106153,0.0,1.6134499,1.6707072,1.3961053,1.8845624,0.0
ENSG00000126524,0.0,0.84343094,0.0,0.0,0.0,0.0
ENSG00000049540,0.0,0.7635447,0.0,0.0,0.0,0.0
ENSG00000106211,1.5768936,1.6103987,0.0,0.0,1.7031748,0.0
ENSG00000127951,0.0,0.0,0.0,1.7267182,0.0,0.0
ENSG00000135218,0.0,0.0,0.0,0.0,2.3969867,0.0
ENSG00000075142,0.0,1.1255188,0.0,0.0,0.0,0.0
ENSG00000234545,0.0,0.0,0.0,0.9328189,0.0,0.0
ENSG00000127920,2.176171,1.0925822,0.0,0.0,0.0,0.0
ENSG00000164692,0.0,2.900277,0.0,0.0,0.0,0.0
ENSG00000127990,0.0,1.0029165,0.0,0.0,0.0,0.0
ENSG00000127922,0.0,0.82673484,0.0,0.6073127,0.0,0.0
ENSG00000164713,0.0,1.0971478,0.0,1.496158,0.0,0.0
ENSG00000130429,0.0,0.0,1.4930514,1.8695945,0.0,0.0
ENSG00000241468,0.0,0.0,0.0,0.79802525,0.0,0.0
ENSG00000188186,0.0,0.7791701,0.0,1.1568298,0.0,0.0
ENSG00000085514,0.0,0.0,0.0,0.71494114,0.0,0.0
ENSG00000106333,0.0,1.8957753,0.0,0.0,0.0,0.0
ENSG00000172354,0.0,0.0,0.0,1.0257652,0.0,0.0
ENSG00000214253,0.0,0.8057569,0.0,0.0,0.0,0.0
ENSG00000005483,0.0,1.0398605,0.0,0.6664355,0.0,0.0
ENSG00000008282,0.0,0.0,0.0,0.0,0.873258,0.0
ENSG00000105835,0.0,0.0,0.0,2.315137,0.0,3.0901766
ENSG00000091136,0.0,1.2091779,0.0,0.0,0.0,0.0
ENSG00000105971,1.2361708,0.0,0.0,0.0,1.3094577,0.0
ENSG00000105974,3.164383,0.0,0.0,0.0,2.387057,0.0
ENSG00000198898,0.0,0.0,0.0,0.9672084,0.0,0.0
ENSG00000196937,0.0,0.99446857,0.0,0.0,0.0,0.0
ENSG00000128595,0.0,1.1647345,0.0,0.0,0.0,0.0
ENSG00000128524,0.0,0.0,0.0,0.7125206,0.0,0.0
ENSG00000231721,0.0,0.0,1.2942626,0.0,0.0,0.0
ENSG00000128567,1.5737746,0.0,0.0,0.0,0.0,0.0
ENSG00000122786,1.0215442,2.2768934,0.0,0.0,3.4378662,0.0
ENSG00000243317,0.0,0.0,0.0,0.45558453,0.0,0.0
ENSG00000105887,0.0,0.0,0.0,0.9963505,0.0,0.0
ENSG00000105894,0.0,2.423746,0.0,0.0,0.0,0.0
ENSG00000059377,0.0,0.0,0.0,0.5569135,0.0,0.0
ENSG00000090266,0.0,0.6528796,0.8230632,0.8646972,1.1019567,0.0
ENSG00000211751,0.0,0.0,1.5486419,0.0,0.0,0.0
ENSG00000211772,0.0,0.0,1.4903817,0.0,0.0,0.0
ENSG00000197448,0.0,0.0,0.0,0.7294507,0.0,0.0
ENSG00000159840,0.0,0.0,0.0,0.6919254,0.0,0.0
ENSG00000179144,0.851318,0.0,0.0,0.0,0.0,0.0
ENSG00000186480,0.0,0.0,0.0,0.9549972,0.0,0.0
ENSG00000105993,0.0,0.0,1.3041521,1.1803627,0.0,0.0
ENSG00000164733,0.0,0.0,0.0,1.421104,0.0,0.0
ENSG00000164741,0.0,0.0,0.0,0.0,1.0048882,0.0
ENSG00000104213,0.0,0.76637024,0.0,0.0,0.0,0.0
ENSG00000104763,0.0,0.0,0.0,1.533931,1.4459065,0.0
ENSG00000104765,0.0,1.6817756,0.0,0.7073957,0.0,0.0
ENSG00000092964,0.0,1.485076,0.0,0.860897,0.0,0.0
ENSG00000120885,0.0,1.109326,0.0,0.0,0.0,0.0
ENSG00000168079,0.0,1.3396468,0.0,0.0,0.0,0.0
ENSG00000133872,0.0,0.9941467,1.7615752,1.329238,0.0,0.0
ENSG00000077782,0.0,1.0459286,0.0,0.0,0.0,0.0
ENSG00000147526,1.3542821,0.0,0.0,0.0,0.0,0.0
ENSG00000221869,0.0,1.6310639,0.0,1.1712987,0.0,0.0
ENSG00000254087,0.0,0.0,0.0,1.1136353,0.0,0.0
ENSG00000008988,1.4438018,1.5162088,2.3663788,2.015658,1.5109589,0.0
ENSG00000137575,0.0,1.0234752,0.0,1.921395,0.0,2.1274865
ENSG00000104388,0.0,0.9671828,0.0,0.0,0.0,0.0
ENSG00000245910,0.0,0.0,1.2158151,0.73454845,0.0,0.0
ENSG00000067167,0.0,0.9315582,0.0,0.0,0.0,0.0
ENSG00000147604,1.9297161,2.2171443,2.5100725,2.5105426,2.2291403,0.81860304
ENSG00000164687,2.7030838,0.0,0.0,0.0,1.0405704,0.0
ENSG00000170323,0.0,0.0,0.0,0.0,2.9069579,0.0
ENSG00000156467,0.0,1.1647345,1.6527255,1.6817162,1.8677098,0.0
ENSG00000169439,0.0,1.8516889,0.0,0.0,0.0,0.0
ENSG00000104324,0.0,1.4165139,0.0,0.0,0.0,0.0
ENSG00000147649,0.0,1.3013229,0.0,1.0446732,0.0,0.0
ENSG00000132561,0.0,1.0887113,0.0,0.0,0.0,0.0
ENSG00000156482,2.8298316,2.9117136,3.6331663,3.190656,2.7658179,2.6112313
ENSG00000164919,0.0,1.6717592,1.4689064,1.1616496,1.9918547,0.0
ENSG00000070756,0.0,0.0,1.8896309,2.6533961,0.8270243,0.0
ENSG00000164924,0.0,0.6640709,1.6602752,1.4473358,0.0,0.0
ENSG00000120963,0.0,0.89220583,0.0,0.7245916,0.0,0.0
ENSG00000104408,0.0,1.3558826,1.1793478,1.3802687,0.0,0.0
ENSG00000120533,0.0,0.0,0.0,0.87074876,0.0,0.0
ENSG00000147677,0.0,0.0,0.0,1.0534105,0.0,0.0
ENSG00000187955,0.0,1.086364,0.0,0.0,0.0,0.0
ENSG00000147684,0.0,0.0,0.0,0.0,0.6594388,0.0
ENSG00000153310,0.0,0.0,0.0,0.93183863,0.0,0.0
ENSG00000160932,0.81073046,0.71064514,0.0,0.0,0.0,0.0
ENSG00000104529,1.4328941,1.6886951,2.219578,1.9303865,1.7374343,0.0
ENSG00000160948,0.0,0.7440704,0.0,0.72161484,0.0,0.0
ENSG00000161016,2.6958563,2.6075258,2.8560932,2.925758,2.7207985,0.0
ENSG00000147862,0.9058466,1.5771941,0.0,0.0,0.0,0.0
ENSG00000137154,2.4449542,2.337953,3.2772713,2.8743367,2.3614337,0.0
ENSG00000147894,0.0,0.0,0.0,0.5840785,0.0,0.0
ENSG00000086061,0.0,0.0,1.9853241,2.1650524,0.0,0.0
ENSG00000107341,0.0,0.0,0.0,0.81981874,0.0,0.0
ENSG00000198467,0.0,0.0,0.0,0.0,2.945387,0.0
ENSG00000137076,0.0,0.0,0.0,0.8344041,0.0,0.0
ENSG00000122705,0.0,0.0,0.0,0.6597097,0.0,0.0
ENSG00000107372,0.0,0.0,0.0,1.1061013,0.0,0.0
ENSG00000135046,0.0,2.0084305,2.1219666,2.1854265,0.0,0.0
ENSG00000134996,0.0,0.0,0.0,0.613966,0.0,0.0
ENSG00000156052,0.0,0.0,0.0,0.58548486,0.0,0.0
ENSG00000106829,0.0,0.0,0.0,0.7777364,0.0,0.0
ENSG00000165119,0.0,1.4531443,1.4589452,1.4318827,1.4327726,0.0
ENSG00000180447,0.0,0.99446857,0.0,0.0,0.0,0.0
ENSG00000135047,0.0,0.858657,0.0,0.0,0.0,0.0
ENSG00000106809,0.0,2.3193147,0.0,0.0,0.0,0.0
ENSG00000127083,0.0,1.1647345,0.0,0.0,0.0,0.0
ENSG00000106819,0.0,0.9399366,0.0,0.0,0.0,0.0
ENSG00000131669,0.0,0.0,0.0,0.78665286,0.0,0.0
ENSG00000136938,0.0,0.0,0.0,0.8455119,0.0,0.0
ENSG00000204291,0.0,1.8126159,0.0,0.0,0.0,0.0
ENSG00000106803,0.0,1.1509604,1.0881886,0.8570962,0.0,0.0
ENSG00000119508,0.0,0.0,0.0,0.833815,0.0,0.0
ENSG00000136826,0.0,0.0,0.0,1.2504911,0.0,0.0
ENSG00000136810,0.0,1.1106216,0.0,0.7247018,0.0,0.0
ENSG00000136888,0.0,1.112126,1.0934392,1.1493622,1.2291666,0.0
ENSG00000148180,2.6514962,5.359639,0.0,0.0,2.297829,0.0
ENSG00000148175,2.161305,0.0,0.0,0.0,0.0,0.0
ENSG00000136942,2.0752096,2.079179,2.6725674,2.3994877,2.2214081,0.0
ENSG00000044574,0.0,1.1251674,1.4865305,0.88772357,0.0,0.0
ENSG00000197958,2.240507,2.6488063,3.0393941,3.042583,2.2877445,2.1751366
ENSG00000106991,2.5974097,1.1134975,0.0,0.0,0.0,0.0
ENSG00000119335,0.0,0.0,1.2610384,0.97952926,0.0,0.0
ENSG00000148303,2.3988054,2.4870176,3.179465,2.7680535,2.5847452,0.0
ENSG00000186350,0.0,0.0,0.0,0.51101923,0.0,0.0
ENSG00000085265,0.0,0.0,0.0,1.3330986,0.0,0.0
ENSG00000172889,2.7356882,0.0,0.0,0.0,0.0,0.0
ENSG00000054148,0.0,0.7039186,0.0,0.0,0.0,0.0
ENSG00000107223,0.0,1.1198549,1.16793,0.9551178,1.0893652,0.0
ENSG00000107281,1.7040634,0.78509074,0.0,0.0,0.0,0.0
ENSG00000188229,0.0,0.0,1.450389,1.0219078,0.0,0.0
ENSG00000067082,0.0,0.0,0.0,1.2844958,0.0,0.0
ENSG00000187134,0.0,1.2529416,0.0,0.0,0.0,0.0
ENSG00000057608,0.0,0.0,0.0,1.0819285,0.0,0.0
ENSG00000165629,0.0,0.0,0.0,0.7172153,0.0,0.0
ENSG00000048740,0.0,1.0030258,0.0,0.8985895,0.0,0.0
ENSG00000026025,2.9475234,3.9284508,1.8960158,3.422685,3.1308668,2.3374052
ENSG00000165997,0.0,0.0,0.0,0.5085039,0.0,0.0
ENSG00000120594,0.0,0.8211333,0.0,0.0,0.0,0.0
ENSG00000107863,0.0,1.0051078,0.0,0.0,0.0,0.0
ENSG00000136758,0.0,0.0,0.0,0.71323586,0.0,0.0
ENSG00000095787,0.0,0.0,0.0,0.572694,0.0,0.0
ENSG00000170759,0.0,0.0,0.0,0.6449436,0.0,0.0
ENSG00000150093,1.3163251,1.7087071,0.0,0.85721153,2.3410244,0.0
ENSG00000095794,0.0,0.0,2.2777834,0.9495949,0.0,0.0
ENSG00000169813,0.0,0.0,1.213649,0.9017514,0.0,0.0
ENSG00000107562,0.0,1.0183632,0.0,0.0,0.0,0.0
ENSG00000266412,0.0,0.0,0.0,1.0041208,0.0,0.0
ENSG00000122870,0.0,0.74297076,0.0,0.0,0.0,0.0
ENSG00000171988,0.0,0.0,0.0,0.8624958,0.0,0.0
ENSG00000165732,0.0,0.0,0.0,0.8677716,0.0,0.0
ENSG00000122862,2.1631198,0.0,3.0948687,3.631195,0.0,4.5057545
ENSG00000180644,0.0,0.0,1.9524529,0.0,0.0,0.0
ENSG00000107738,0.0,0.0,0.0,0.902361,0.0,0.0
ENSG00000197746,0.0,2.2280312,0.0,2.4700716,0.0,0.0
ENSG00000166295,0.0,0.7099612,0.0,0.49544668,0.9603956,0.0
ENSG00000168209,0.0,0.0,1.7500885,0.0,0.0,0.0
ENSG00000165637,0.0,0.0,0.0,0.6570169,0.9002753,0.0
ENSG00000138326,2.6561005,2.5331604,3.4128,3.4834366,2.481476,2.3183541
ENSG00000189129,0.0,2.9464543,0.0,0.0,1.8667848,0.0
ENSG00000165678,0.0,0.0,0.0,0.53724706,0.0,0.0
ENSG00000173269,0.8429543,0.0,0.0,0.0,0.0,0.0
ENSG00000148671,2.0302444,1.6921812,0.0,0.0,3.2273626,0.0
ENSG00000107796,0.0,0.0,0.0,0.0,3.747334,0.0
ENSG00000171314,0.0,0.0,0.0,0.5216553,0.0,0.0
ENSG00000166136,0.0,0.0,0.0,0.6109862,1.1522425,0.0
ENSG00000173915,0.0,1.0864941,0.0,1.0580541,1.5043886,0.0
ENSG00000148834,0.0,0.0,0.0,0.7073447,0.0,0.0
ENSG00000148700,0.0,1.5123363,0.0,0.0,0.0,0.0
ENSG00000099204,0.0,0.8579523,0.0,0.0,0.0,0.0
ENSG00000107581,0.0,0.0,0.0,0.91228956,0.0,0.0
ENSG00000148908,0.0,0.0,0.0,0.7192048,0.0,0.0
ENSG00000132334,0.0,0.0,0.0,1.1730965,0.0,0.0
ENSG00000185201,2.196159,1.3765491,1.761775,1.3712379,0.0,2.5695007
ENSG00000142089,3.4294019,2.433808,0.0,1.2812457,2.6467638,0.0
ENSG00000023191,0.0,1.417066,0.0,1.0709326,0.0,0.0
ENSG00000177156,0.0,0.0,0.0,0.9083696,0.0,0.0
ENSG00000177600,2.4697413,2.2554631,3.2812192,2.9196754,2.1123252,2.0887384
ENSG00000177697,0.0,1.1652657,0.0,0.0,1.3576491,0.0
ENSG00000177700,0.0,1.1222247,0.0,0.73218757,0.0,0.0
ENSG00000214063,0.0,0.77196246,0.0,0.0,0.0,0.0
ENSG00000117984,0.0,0.7954826,0.0,1.2415969,0.0,0.0
ENSG00000130592,0.0,1.1026956,1.3067006,1.1504071,0.0,0.0
ENSG00000110651,2.1747875,2.6488063,1.3843476,0.0,2.1597202,0.0
ENSG00000129757,0.91465604,0.0,0.0,0.0,0.0,0.0
ENSG00000177105,0.0,0.0,0.0,0.94862366,0.0,0.0
ENSG00000170955,0.0,1.1532557,0.0,0.0,1.3616834,0.0
ENSG00000166333,0.0,0.0,0.0,0.0,0.95061547,0.0
ENSG00000166340,0.0,0.0,0.0,0.76971537,0.0,0.0
ENSG00000175390,0.0,0.0,1.1234838,1.0915954,0.0,0.0
ENSG00000166441,1.4109423,1.4230134,2.3240128,2.175453,1.5549452,0.0
ENSG00000110321,0.0,0.9424148,0.0,1.377658,0.0,0.0
ENSG00000129084,0.0,0.5883917,0.0,0.0,0.0,0.0
ENSG00000110696,0.0,1.1645069,0.0,0.7777405,0.84646064,0.0
ENSG00000110700,2.4979033,2.6385312,3.0028281,2.9791822,2.5561333,2.4560962
ENSG00000070081,0.0,0.8091289,0.0,0.0,0.0,0.0
ENSG00000134333,0.0,1.4628851,1.7683967,1.0664794,0.0,0.0
ENSG00000049449,0.0,0.701911,0.0,0.0,0.0,0.0
ENSG00000149100,0.0,0.0,0.0,0.65912336,0.0,0.0
ENSG00000085063,2.1990643,1.6037027,0.0,0.0,1.6018019,0.0
ENSG00000121691,0.0,0.0,0.0,0.53093743,0.0,0.0
ENSG00000026508,0.0,0.0,0.0,1.7459755,0.0,0.0
ENSG00000187479,0.0,0.0,0.0,0.0,2.326511,0.0
ENSG00000066336,0.0,0.0,0.0,1.360569,0.0,0.0
ENSG00000149131,0.0,2.5337706,0.0,0.0,0.0,0.0
ENSG00000211450,0.0,0.0,0.0,0.5345322,0.0,0.0
ENSG00000197629,0.0,0.0,0.0,1.0436604,0.0,0.0
ENSG00000110077,0.0,0.0,0.0,1.6418697,0.0,0.0
ENSG00000166927,0.0,0.0,0.0,1.8320673,0.0,0.0
ENSG00000134825,0.0,1.2192484,0.0,0.7740975,0.0,0.0
ENSG00000167996,2.7312686,3.595812,3.2021327,4.963644,3.3397079,4.779249
ENSG00000124942,1.0713826,1.5967594,0.0,1.3715341,0.0,0.0
ENSG00000254772,0.0,1.384871,1.9490883,2.0133338,1.0411627,0.0
ENSG00000162191,0.0,0.0,0.0,0.6333655,0.0,0.0
ENSG00000133321,0.0,0.0,1.3084714,0.0,0.0,0.0
ENSG00000133318,0.0,0.0,0.0,0.62680364,0.0,0.0
ENSG00000176340,0.0,0.0,0.0,1.1243608,1.3650393,0.0
ENSG00000173511,0.0,1.1748438,0.0,0.0,0.0,0.0
ENSG00000173113,0.0,1.0605161,0.0,0.0,0.0,0.0
ENSG00000126432,0.0,1.1514039,0.0,0.0,0.0,0.0
ENSG00000168066,0.0,0.0,0.0,0.63023025,0.0,0.0
ENSG00000149806,2.5114586,2.357095,3.1078367,2.9686737,2.6877544,2.443672
ENSG00000245532,2.927732,2.2294364,2.744994,4.306617,2.1583645,3.9582305
ENSG00000251562,6.3239994,5.997413,6.436871,5.6582046,6.4654946,6.3407035
ENSG00000168056,0.0,1.2955136,0.0,0.0,0.0,0.0
ENSG00000172757,1.5503981,1.4946587,2.6826625,2.3360176,1.939594,0.0
ENSG00000172638,0.0,0.85944146,0.0,0.0,0.0,0.0
ENSG00000172543,0.0,0.0,1.6703569,0.0,0.0,0.0
ENSG00000175550,0.0,0.0,0.0,0.6849739,0.0,0.0
ENSG00000174080,0.0,0.9326785,0.0,0.0,0.0,0.0
ENSG00000175482,0.0,0.0,0.0,0.49822432,0.0,0.0
ENSG00000172531,0.0,0.0,0.0,0.8255793,0.0,0.0
ENSG00000084207,1.0832801,1.9016887,0.0,1.6972616,1.975276,0.0
ENSG00000149357,0.0,0.0,0.0,0.68580395,0.0,0.0
ENSG00000118363,0.0,1.1453758,0.0,0.6274726,0.0,0.0
ENSG00000149273,2.3600578,2.3207858,3.6573784,2.798464,2.4024532,0.0
ENSG00000151366,0.0,0.8992365,0.0,0.58213896,0.8977692,0.0
ENSG00000073921,0.0,0.0,0.0,0.6957574,0.0,0.0
ENSG00000109861,0.0,0.0,1.079645,1.0791962,0.0,0.0
ENSG00000023445,0.0,0.0,0.0,0.8399046,0.0,0.0
ENSG00000152558,0.0,0.0,0.0,0.8994527,0.0,0.0
ENSG00000137752,0.0,0.0,0.0,0.7215908,0.0,0.0
ENSG00000204397,0.0,0.0,0.0,0.7216725,0.0,0.0
ENSG00000166741,0.0,0.9974834,0.0,0.0,0.0,0.0
ENSG00000076043,0.0,0.79368633,0.0,0.0,0.0,0.0
ENSG00000149591,0.0,2.0851204,0.0,0.0,3.871186,0.0
ENSG00000110324,0.0,0.0,0.0,0.6991509,0.0,0.0
ENSG00000167286,0.0,0.0,1.450139,0.0,0.0,0.0
ENSG00000167283,0.0,1.1184661,1.708522,1.6121101,1.6656451,0.0
ENSG00000118181,2.4978013,2.290214,3.1134608,2.5947433,2.546142,0.0
ENSG00000076706,0.0,0.0,0.0,0.0,2.133695,0.0
ENSG00000184232,0.0,0.70609397,0.0,0.0,0.0,0.0
ENSG00000109971,1.1330347,1.2520491,2.573335,2.0007195,1.1930937,0.0
ENSG00000149564,1.482968,0.0,0.0,0.0,0.0,0.0
ENSG00000149557,0.0,0.7433755,0.0,0.0,0.0,0.0
ENSG00000084234,0.0,1.0431825,0.0,1.4102389,0.0,0.0
ENSG00000110799,2.706563,0.0,0.0,0.0,0.0,0.0
ENSG00000010278,2.4925957,1.556863,0.0,0.0,2.1345706,0.0
ENSG00000111640,1.9051297,2.1768641,2.3542151,2.3925502,2.7805936,0.0
ENSG00000159335,0.0,1.5766609,0.0,0.0,1.6936893,0.0
ENSG00000111669,0.0,1.0105203,1.2690706,1.4248695,1.4966735,0.0
ENSG00000111678,0.0,1.496808,0.0,0.0,1.6259605,0.0
ENSG00000182326,0.0,2.169275,0.0,0.0,0.0,0.0
ENSG00000159403,0.0,2.5055258,0.0,0.0,0.0,0.0
ENSG00000197614,0.0,2.8138494,0.0,0.0,0.0,0.0
ENSG00000003056,0.0,0.0,0.0,0.6110447,0.0,0.0
ENSG00000175899,2.1155262,0.0,0.0,0.0,1.3513039,0.0
ENSG00000110848,0.0,0.0,1.1891073,0.0,0.0,0.0
ENSG00000110852,0.0,0.0,0.0,0.7991363,0.0,0.0
ENSG00000172322,0.0,0.0,0.0,0.81580466,0.0,0.0
ENSG00000172243,0.0,0.0,0.0,1.2021329,0.0,0.0
ENSG00000134539,0.0,0.0,1.6654712,0.0,0.0,0.0
ENSG00000060138,0.0,1.4475214,0.0,1.2167759,1.1051886,0.0
ENSG00000134531,0.0,1.2426767,0.0,0.0,0.0,0.0
ENSG00000111341,2.043579,4.716519,0.0,0.0,1.8279344,0.0
ENSG00000111348,0.0,0.0,2.1460447,1.6684597,0.0,0.0
ENSG00000151491,0.0,0.0,0.0,0.0,1.2734082,0.0
ENSG00000008394,0.0,1.5857068,0.0,0.0,0.0,0.0
ENSG00000111716,0.0,0.0,0.0,0.0,1.2291666,0.0
ENSG00000123096,0.0,1.6587241,0.0,0.0,0.0,0.0
