celltype,mean_silhouette,std_silhouette,median_silhouette,count
Endothelia,0.42739877374422186,0.15632019624325136,0.45655355200384373,2390
Fibroblast,0.7976801859980382,0.0395753067976887,0.8038799938151231,1477
Lymphocyte,0.4464272564391438,0.28852930358342643,0.5907827598356431,8725
MP & DC,0.4773800416783826,0.27152793140408105,0.6017211937504926,2254
Mural cell,0.6427281074118075,0.10054162882511139,0.6896559185455068,1259
Neutrophil,0.310607601769102,0.5125985276946872,0.5890915050795904,140
