celltype,mean,std,median,count,q1,q3,f_score
Fibroblast,0.7976801859980382,0.0395753067976887,0.8038799938151231,1477,0.7726216680376005,0.8299653674444011,0.96994730095428
Mural cell,0.6427281074118075,0.10054162882511139,0.6896559185455068,1259,0.5747236259819379,0.7196970386045219,0.9155908639523336
MP & DC,0.4773800416783826,0.27152793140408105,0.6017211937504926,2254,0.40800596987196847,0.6452407665647517,0.962159434914228
Lymphocyte,0.44642725643914377,0.2885293035834264,0.5907827598356431,8725,0.3597211515302617,0.6330017722482668,0.9426745051729006
Neutrophil,0.310607601769102,0.5125985276946872,0.5890915050795904,140,0.5585811061145155,0.5966045833419311,0.4166666666666667
Endothelia,0.42739877374422186,0.15632019624325139,0.45655355200384373,2390,0.3334244366073951,0.561303844343991,0.9109225874867444
