clusterName,NSForest_markers,f_score,onTarget,precision,recall
Muscle_smooth_arterial_systemic,"['ENSG00000133392', 'ENSG00000163638', 'ENSG00000149591']",0.529446757882213,0.2483604103326797,0.6872586872586872,0.275968992248062
Muscle_perivascular_immune_recruiting,"['ENSG00000158859', 'ENSG00000127954']",0.5421293272371,0.6333497762680054,0.7793427230046949,0.2444771723122238
Muscle_pericyte_systemic,"['ENSG00000143248', 'ENSG00000139289']",0.3634085213032581,0.5889195799827576,0.5272727272727272,0.1620111731843575
Muscle_pericyte_pulmonary,"['ENSG00000131097', 'ENSG00000185633']",0.8024691358024691,1.0,0.8970760233918129,0.5643855776306107
Monocyte_CD14,"['ENSG00000163221', 'ENSG00000143546']",0.7927901524032825,0.7544900178909302,0.8438057040998217,0.6384018880647336
Monocyte_CD16,"['ENSG00000131042', 'ENSG00000104972']",0.6015452538631346,1.0,0.7521564117308798,0.3340143003064351
Macro_interstitial,"['ENSG00000169245', 'ENSG00000154451']",0.5780691299165673,1.0,0.7698412698412699,0.2895522388059701
Macro_CCL,"['ENSG00000276070', 'ENSG00000166920', 'ENSG00000169429']",0.3035143769968051,0.7808956503868103,0.5671641791044776,0.106145251396648
Macro_intermediate,"['ENSG00000130844', 'ENSG00000124882', 'ENSG00000173391', 'ENSG00000153234']",0.3342149555181534,0.3104219138622284,0.3888111888111888,0.2140107775211701
Macro_AW_CX3CR1,"['ENSG00000182578', 'ENSG00000125730', 'ENSG00000090104']",0.4591049382716049,0.1590943932533264,0.5748792270531401,0.2542735042735042
B_plasma_IgG,['ENSG00000211896'],0.6338028169014085,1.0,0.8209459459459459,0.3315143246930423
B_plasma_IgA,['ENSG00000211895'],0.6487148102815178,0.7743847370147705,0.6996699669966997,0.5023696682464455
B_memory,"['ENSG00000156738', 'ENSG00000105369']",0.6241352805534205,0.418687105178833,0.6835016835016835,0.4632059326868226
B_naive,"['ENSG00000100721', 'ENSG00000156738']",0.7246798603026775,0.7595364451408386,0.9222222222222224,0.390282131661442
Erythrocyte,"['ENSG00000244734', 'ENSG00000188536']",0.8677685950413223,1.0,0.896797153024911,0.7682926829268293
MAIT,"['ENSG00000111796', 'ENSG00000168685']",0.4340183883180097,0.2482739388942718,0.5253682487725041,0.2559808612440191
CD4_EM/Effector,"['ENSG00000116824', 'ENSG00000168685']",0.2972010178117048,0.1385924369096756,0.3032715942530725,0.2751688393277839
T_reg,"['ENSG00000134954', 'ENSG00000141293', 'ENSG00000075884', 'ENSG00000101596']",0.0723763570566948,0.3562862873077392,0.0659340659340659,0.1188118811881188
CD4_naive/CM,"['ENSG00000075884', 'ENSG00000185811', 'ENSG00000168685']",0.287890044576523,0.240650475025177,0.4353932584269663,0.1222397476340694
ILC,"['ENSG00000143184', 'ENSG00000109321', 'ENSG00000172543']",0.2622274602239245,0.1891479641199112,0.3016949152542373,0.172147001934236
Fibro_immune_recruiting,"['ENSG00000139194', 'ENSG00000172724', 'ENSG00000107317']",0.4471544715447154,1.0,0.6875,0.1864406779661017
Fibro_adventitial,"['ENSG00000145423', 'ENSG00000174348']",0.7151754203861325,1.0,0.8827674567584881,0.4064896755162241
Mesothelia,"['ENSG00000257017', 'ENSG00000188257']",0.4385964912280701,1.0,0.9090909090909092,0.1428571428571428
NAF_endoneurial,"['ENSG00000071991', 'ENSG00000145934']",0.6168831168831169,0.4330986142158508,0.95,0.2567567567567567
NAF_perineurial,"['ENSG00000165966', 'ENSG00000117394']",0.4954954954954955,0.91353178024292,0.7857142857142857,0.2
Fibro_perichondrial,"['ENSG00000196159', 'ENSG00000143127', 'ENSG00000140937']",0.4389086595492289,0.3886944651603699,0.6851851851851852,0.1800486618004866
Schwann_nonmyelinating,['ENSG00000206579'],0.6626506024096386,1.0,0.8,0.3928571428571428
Myoepithelial,"['ENSG00000134775', 'ENSG00000196090']",0.8067030397505845,0.8399519324302673,0.981042654028436,0.4715261958997722
Muscle_smooth_airway,"['ENSG00000172987', 'ENSG00000136267']",0.7397069085833915,1.0,0.913793103448276,0.4198019801980198
Muscle_smooth_pulmonary,"['ENSG00000163017', 'ENSG00000149591']",0.5953345213024461,0.2586792409420013,0.6706204379562044,0.4108440469536054
Endothelia_vascular_venous_pulmonary,"['ENSG00000213088', 'ENSG00000109472']",0.6281233844563157,0.4423970580101013,0.7821888412017167,0.3513253012048192
Endothelia_vascular_Cap_g,['ENSG00000142748'],0.7001567249240122,1.0,0.7199365156879501,0.6308301240907146
Endothelia_vascular_Cap_a,"['ENSG00000136160', 'ENSG00000115602']",0.7190381697210225,1.0,0.9263157894736842,0.3794271635355713
Ciliated,"['ENSG00000188817', 'ENSG00000178965']",0.9161680717976612,0.8791016936302185,0.9879032258064516,0.7099578503688093
Deuterosomal,"['ENSG00000164287', 'ENSG00000117724']",0.718562874251497,1.0,1.0,0.3380281690140845
Chondrocyte,['ENSG00000157766'],0.9023535302954432,1.0,0.9041645760160562,0.8951813214108296
Schwann_Myelinating,"['ENSG00000102385', 'ENSG00000123560']",0.8974358974358975,1.0,1.0,0.6363636363636364
Fibro_alveolar,"['ENSG00000183287', 'ENSG00000133026']",0.6308886509635975,1.0,0.8373001776198934,0.3176549865229111
Fibro_peribronchial,"['ENSG00000182752', 'ENSG00000233608']",0.3931252469379692,1.0,0.5497237569060773,0.1837488457987073
