clusterName,gene
Muscle_smooth_arterial_systemic,MYH11
Muscle_smooth_arterial_systemic,ADAMTS9
Muscle_smooth_arterial_systemic,TAGLN
Muscle_perivascular_immune_recruiting,ADAMTS4
Muscle_perivascular_immune_recruiting,STEAP4
Muscle_pericyte_systemic,RGS5
Muscle_pericyte_systemic,PHLDA1
Muscle_pericyte_pulmonary,HIGD1B
Muscle_pericyte_pulmonary,NDUFA4L2
Monocyte_CD14,S100A12
Monocyte_CD14,S100A8
Monocyte_CD16,LILRB2
Monocyte_CD16,LILRB1
Macro_interstitial,CXCL10
Macro_interstitial,GBP5
Macro_CCL,CCL4L2
Macro_CCL,C15orf48
Macro_CCL,CXCL8
Macro_intermediate,ZNF331
Macro_intermediate,EREG
Macro_intermediate,OLR1
Macro_intermediate,NR4A2
Macro_AW_CX3CR1,CSF1R
Macro_AW_CX3CR1,C3
Macro_AW_CX3CR1,RGS1
B_plasma_IgG,ENSG00000211896
B_plasma_IgA,ENSG00000211895
B_memory,MS4A1
B_memory,CD79A
B_naive,TCL1A
B_naive,MS4A1
Erythrocyte,HBB
Erythrocyte,HBA2
MAIT,KLRB1
MAIT,IL7R
CD4_EM/Effector,CD2
CD4_EM/Effector,IL7R
T_reg,ETS1
T_reg,SKAP1
T_reg,ARHGAP15
T_reg,SMCHD1
CD4_naive/CM,ARHGAP15
CD4_naive/CM,IKZF1
CD4_naive/CM,IL7R
ILC,XCL1
ILC,AREG
ILC,CTSW
Fibro_immune_recruiting,RBP5
Fibro_immune_recruiting,CCL19
Fibro_immune_recruiting,PTGDS
Fibro_adventitial,SFRP2
Fibro_adventitial,PODN
Mesothelia,HP
Mesothelia,PLA2G2A
NAF_endoneurial,CDH19
NAF_endoneurial,TENM2
NAF_perineurial,PDZRN4
NAF_perineurial,SLC2A1
Fibro_perichondrial,FAT4
Fibro_perichondrial,ITGA10
Fibro_perichondrial,CDH11
Schwann_nonmyelinating,XKR4
Myoepithelial,FHOD3
Myoepithelial,PTPRT
Muscle_smooth_airway,HPSE2
Muscle_smooth_airway,DGKB
Muscle_smooth_pulmonary,ACTG2
Muscle_smooth_pulmonary,TAGLN
Endothelia_vascular_venous_pulmonary,ACKR1
Endothelia_vascular_venous_pulmonary,CPE
Endothelia_vascular_Cap_g,FCN3
Endothelia_vascular_Cap_a,EDNRB
Endothelia_vascular_Cap_a,IL1RL1
Ciliated,SNTN
Ciliated,ERICH3
Deuterosomal,CDC20B
Deuterosomal,CENPF
Chondrocyte,ACAN
Schwann_Myelinating,DRP2
Schwann_Myelinating,PLP1
Fibro_alveolar,CCBE1
Fibro_alveolar,MYH10
Fibro_peribronchial,PAPPA
Fibro_peribronchial,TWIST2
Fibro_myofibroblast,LTBP2
Fibro_myofibroblast,COL1A1
Fibro_myofibroblast,COL3A1
NK_CD56bright,XCL1
NK_CD56bright,CMC1
NK_CD56bright,KLRB1
gdT,HOPX
gdT,KLRD1
gdT,CD2
gdT,GNLY
gdT,CD7
CD8_EM,CD8B
CD8_EM,CD3E
CD8_EM,PARP8
CD4_TRM,CD2
CD4_TRM,IL32
CD4_TRM,CCL5
CD4_TRM,ALOX5AP
CD4_TRM,CD52
CD8_TRM,THEMIS
CD8_TRM,AOAH
CD8_TRM,CD96
CD8_TRM,SKAP1
CD8_TRM/EM,PPP2R5C
CD8_TRM/EM,FYN
CD8_TRM/EM,PARP8
CD8_EM/EMRA,KLRG1
CD8_EM/EMRA,CD3G
CD8_EM/EMRA,CD8A
NKT,CD3D
NKT,GNLY
NKT,NKG7
NKT,CST7
NK_CD11d,SPON2
NK_CD11d,CD247
NK_CD11d,GZMH
NK_CD11d,KLRD1
NK_CD16hi,CD247
NK_CD16hi,PRF1
Secretory_Goblet,CYP2F1
Secretory_Goblet,DHRS9
SMG_Duct,SCGB3A1
SMG_Duct,RARRES1
Secretory_Club,SCGB1A1
Secretory_Club,SFTPB
AT2,TMEM163
AT2,ACOXL
Dividing_AT2,DIAPH3
AT1,SCEL
AT1,RTKN2
Endothelia_Lymphatic,MMRN1
Endothelia_Lymphatic,FLT4
Endothelia_vascular_arterial_pulmonary,DKK2
Endothelia_vascular_arterial_pulmonary,GJA5
Endothelia_vascular_arterial_systemic,PALMD
Endothelia_vascular_arterial_systemic,FBLN2
Endothelia_vascular_arterial_systemic,JAG1
Endothelia_vascular_venous_systemic,COL15A1
Endothelia_vascular_venous_systemic,PLVAP
Macro_CHIT1,CHIT1
Macro_CHIT1,PLA2G7
Macro_intravascular,LGMN
Macro_intravascular,MS4A6A
Macro_alveolar_metallothioneins,MT1G
Macro_alveolar_metallothioneins,MCEMP1
Macro_alveolar,FABP4
Macro_alveolar,MCEMP1
Macro_dividing,MME
Macro_dividing,HNRNPAB
Macro_dividing,STMN1
Macro_dividing,SIVA1
Macro_dividing,FBP1
DC_2,FCER1A
DC_2,CLEC10A
DC_1,CLEC9A
DC_1,IRF8
DC_activated,CCL22
DC_activated,CCR7
DC_plasmacytoid,LILRA4
DC_plasmacytoid,PLD4
B_plasmablast,TYMS
B_plasmablast,DERL3
B_plasmablast,POU2AF1
Mast_cell,CPA3
Megakaryocyte,LAPTM4B
Megakaryocyte,EIF2AK1
Neuroendocrine,RIMS2
Ionocyte_n_Brush,FOXI1
Ionocyte_n_Brush,BSND
SMG_Mucous,BPIFB2
SMG_Mucous,MUC5B
SMG_Serous,NRG3
SMG_Serous,ITPRID1
SMG_Basal,KRT14
SMG_Basal,FOLR1
SMG_Basal,DKK3
Basal,KRT15
Suprabasal,LY6D
Suprabasal,SERPINB4
Dividing_Basal,TOP2A
Dividing_Basal,DTYMK
Dividing_Basal,ECT2
Dividing_Basal,PTTG1
