cell_type,mean,std,median,count,q1,q3,f_score
neuron,0.8729284364463759,0.2176935473799646,0.9139163363672231,112,0.8996433591010783,0.9197611528025401,0.9807692307692308
smooth muscle cell,0.8048750848500453,0.15047114150766533,0.8512493242667066,83,0.8194142814223794,0.8678305822679524,0.8536585365853658
cardiac muscle cell,0.5857955176601596,0.2324742622582702,0.6641078117657677,2638,0.549034898922846,0.7205360143832722,0.9815785416987822
mesothelial cell of epicardium,0.5159602443783919,0.3266108459260012,0.6392878320555707,911,0.5525814822278623,0.6680929115158738,0.86775713889659
fibroblast,0.43722966918009637,0.2103311008874797,0.5023725123064797,2582,0.37244681908117677,0.5783881748390401,0.9518672199170124
endothelial cell,0.37229473574657457,0.2647492221351265,0.4993292429105407,1213,0.1233628032305071,0.5971268219404665,0.9444339085909348
leukocyte,0.406635882373855,0.2548760748094618,0.4968792068998802,1408,0.3815774179898885,0.541905968181867,0.9395973154362416
