software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,cell_type,cardiac muscle cell,2638,0.9815785416987822,0.9856811145510836,0.9655041698256256,6272,37,91,2547,2,"['ENSG00000155657', 'ENSG00000134571']","['ENSG00000205678', 'ENSG00000155657', 'ENSG00000134571', 'ENSG00000077522', 'ENSG00000181072', 'ENSG00000115641', 'ENSG00000036448', 'ENSG00000140795', 'ENSG00000186439', 'ENSG00000235535']",1.0
4.1,cell_type,smooth muscle cell,83,0.8536585365853658,0.9607843137254902,0.5903614457831325,8862,2,34,49,2,"['ENSG00000133392', 'ENSG00000140538']","['ENSG00000133392', 'ENSG00000140538', 'ENSG00000077943', 'ENSG00000258779', 'ENSG00000146477', 'ENSG00000053747', 'ENSG00000173848', 'ENSG00000141837', 'ENSG00000154655', 'ENSG00000184347']",1.0
4.1,cell_type,mesothelial cell of epicardium,911,0.86775713889659,0.9287833827893176,0.6871569703622393,7988,48,285,626,1,['ENSG00000112214'],"['ENSG00000112214', 'ENSG00000174226', 'ENSG00000135744', 'ENSG00000127954', 'ENSG00000131055', 'ENSG00000183807', 'ENSG00000100024', 'ENSG00000069431', 'ENSG00000164318', 'ENSG00000143248']",1.0
4.1,cell_type,neuron,112,0.9807692307692308,1.0,0.9107142857142856,8835,0,10,102,2,"['ENSG00000179915', 'ENSG00000206579']","['ENSG00000179915', 'ENSG00000175161', 'ENSG00000206579', 'ENSG00000021645', 'ENSG00000175785', 'ENSG00000134121', 'ENSG00000196376', 'ENSG00000046653', 'ENSG00000185942', 'ENSG00000106278']",1.0
4.1,cell_type,fibroblast,2582,0.9518672199170124,0.9691592733417828,0.8884585592563904,6292,73,288,2294,2,"['ENSG00000122870', 'ENSG00000011465']","['ENSG00000122870', 'ENSG00000011465', 'ENSG00000134853', 'ENSG00000214548', 'ENSG00000154263', 'ENSG00000154175', 'ENSG00000225746', 'ENSG00000081052', 'ENSG00000164946', 'ENSG00000091986']",1.0
4.1,cell_type,endothelial cell,1213,0.9444339085909348,0.98128078817734,0.8211046990931574,7715,19,217,996,2,"['ENSG00000127329', 'ENSG00000251322']","['ENSG00000127329', 'ENSG00000251322', 'ENSG00000164035', 'ENSG00000110799', 'ENSG00000172889', 'ENSG00000120156', 'ENSG00000047617', 'ENSG00000157554', 'ENSG00000166265', 'ENSG00000162618']",1.0
4.1,cell_type,leukocyte,1408,0.9395973154362416,0.9572649572649572,0.875,7484,55,176,1232,1,['ENSG00000134516'],"['ENSG00000134516', 'ENSG00000081237', 'ENSG00000082074', 'ENSG00000142347', 'ENSG00000141506', 'ENSG00000059377', 'ENSG00000124491', 'ENSG00000163694', 'ENSG00000165025', 'ENSG00000185811']",1.0
