author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
Alveolar_Type1,0.5412337262457938,0.1867203692668764,0.598105814438133,764
Alveolar_Type2,0.44043296967671824,0.2024592501271441,0.509651091765547,4676
B_cells,0.6616484166024973,0.15250894099738438,0.7051151604957365,1551
Blood_vessel,0.6164229103723076,0.12357958445383846,0.6482102610877329,2694
Ciliated,0.9180079835539178,0.02303516454984425,0.9240982296148577,466
DC_1,0.29879941716423847,0.2307320565742595,0.38553537583259156,163
DC_2,0.17634440911968832,0.2508887274598789,0.23671806562279785,1605
DC_activated,0.49385325779425904,0.24767140703708027,0.5885905034004377,122
DC_Monocyte_Dividing,-0.37676804677599374,0.21571706434739646,-0.3149821485757954,242
DC_plasmacytoid,-0.40279649054450556,0.24444952403162137,-0.29037495944963787,46
Fibroblast,0.46731077857289904,0.19049336957089247,0.524923434448425,4623
Lymph_vessel,0.8565528946078522,0.10594516904901716,0.8765146068366643,337
Macrophage_Dividing,0.6266648016063062,0.24147222769632165,0.703438645967646,94
Macrophage_MARCOneg,0.43386195114115506,0.2534325817965299,0.5449846441483013,937
Macrophage_MARCOpos,-0.14323475090948523,0.25410465496135815,-0.11776141806014834,4512
Mast_cells,0.7442716649671213,0.09209558123507564,0.7577358875365356,2911
Monocyte,0.3225348302839851,0.3117998081482983,0.4306746144479569,6067
Muscle_cells,0.7254996674694145,0.0722927899834118,0.7398550511656258,839
NK,0.029251337887909405,0.35332982809500724,0.16573591007422356,10418
NK_Dividing,0.2888510611443203,0.3263501485944007,0.3940385750185862,130
Plasma_cells,0.5521957357821855,0.3227158648073162,0.6368562012773695,287
T_CD4,0.03157518465712168,0.2422352002358078,0.07994259880157363,7211
T_CD8_CytT,0.15421639040610544,0.3229647045901992,0.28459409914650596,5755
T_cells_Dividing,0.3127161407030124,0.41386389636148746,0.5080797254714606,88
T_regulatory,0.3343795847685953,0.3096301775659706,0.4962726840636841,481
