,Cardiomyocyte,Endothelial,Fibroblast,Lymphoid,Myeloid,Neuronal,Pericyte,Smooth Muscle
ENSG00000105810,1.0864942,1.4257689,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132964,0.74511534,0.0,0.8741118,0.0,0.0,0.0,0.0,0.0
ENSG00000145996,0.96789086,1.4893169,1.5797133,1.6338798,1.3158102,1.2894769,1.457174,1.4539611
ENSG00000221869,0.0,0.0,1.8149433,0.0,0.0,0.0,1.2202574,1.336227
ENSG00000099954,0.9274287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149187,0.0,0.0,0.8736237,0.99120116,1.3664523,0.0,0.0,0.0
ENSG00000048740,2.068789,0.0,2.4931045,2.64885,2.2537067,2.2173872,0.0,0.0
ENSG00000154240,0.0,0.83722055,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143702,0.0,0.0,0.0,0.0,1.4890511,0.0,0.0,0.0
ENSG00000135837,0.9088118,0.0,0.9498857,0.0,1.1094623,0.98386014,1.1470596,0.9181516
ENSG00000111860,0.0,0.0,0.0,1.6337148,0.0,0.0,0.0,0.0
ENSG00000172292,1.5721085,0.0,0.0,0.0,0.0,0.0,1.477722,0.0
ENSG00000089101,0.8296024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197766,0.0,0.0,1.9944096,0.0,0.0,0.0,0.0,0.0
ENSG00000000971,0.0,0.0,1.707782,0.0,0.0,0.0,0.0,0.0
ENSG00000003402,1.5011287,1.7168081,1.3243558,1.5196166,1.2112437,0.0,0.0,0.0
ENSG00000106554,1.3840673,0.0,0.0,0.0,0.0,0.0,0.0,0.8859736
ENSG00000153922,0.0,0.0,0.8900011,0.0,0.86821455,0.0,1.2005073,1.7214131
ENSG00000173575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895082
ENSG00000171316,0.0,0.0,0.0,0.0,0.0,0.76717275,0.0,0.0
ENSG00000177200,1.1622372,0.0,2.0847754,0.0,1.2083548,1.5888016,1.692965,1.0538363
ENSG00000109220,0.0,0.0,1.0380902,0.0,0.0,0.0,0.0,0.0
ENSG00000134121,0.0,0.0,0.0,0.0,0.0,2.922216,0.0,0.0
ENSG00000106069,1.419676,0.0,0.0,0.0,2.511806,0.0,0.0,0.0
ENSG00000111666,1.1062367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181072,0.84083617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171310,0.0,0.0,0.0,2.7927995,2.0419226,0.0,0.0,0.0
ENSG00000131873,0.0,0.0,0.0,0.0,1.3789892,0.0,1.4923167,2.2817488
ENSG00000131730,1.4015615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074054,1.3374673,1.0785555,1.193414,1.7990187,1.2350175,1.3921351,1.2591839,1.0449717
ENSG00000163539,0.74788755,0.0,0.0,0.0,0.9807259,1.3977274,0.0,0.0
ENSG00000109572,0.7379501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069493,0.0,0.0,0.0,1.9955531,0.0,0.0,0.0,0.0
ENSG00000169504,1.1765476,1.8418331,1.077085,0.0,0.0,2.7412767,0.0,1.1955811
ENSG00000112782,1.4161198,2.3807993,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130779,0.0,0.0,0.76028574,0.0,0.0,0.0,0.0,0.0
ENSG00000165959,0.0,0.0,0.0,0.0,0.0,1.140285,2.0020337,1.2327731
ENSG00000141367,0.0,0.0,0.0,0.0,1.3501385,0.0,0.0,0.0
ENSG00000153815,0.0,1.4002551,0.0,1.9665929,2.1311827,0.0,0.0,0.0
ENSG00000184220,0.0,0.0,1.3426703,0.0,0.0,0.0,0.0,2.0130076
ENSG00000164309,3.5056353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117519,0.0,0.0,1.012413,0.0,0.0,1.4930514,0.0,1.1279411
ENSG00000111596,0.0,0.0,0.831941,0.0,0.0,1.0022612,0.77378964,0.0
ENSG00000080802,0.0,0.0,0.91223013,0.0,0.0,0.0,0.0,0.0
ENSG00000138767,0.0,1.45503,0.0,2.899501,0.0,0.0,0.0,0.0
ENSG00000106078,0.884581,0.0,0.0,0.0,0.0,1.323546,0.0,0.0
ENSG00000082438,0.0,1.3413131,0.0,0.0,0.0,0.0,1.1268566,0.0
ENSG00000164597,1.3406878,0.0,1.1124344,1.5829418,1.5915993,0.0,0.0,0.0
ENSG00000111799,0.0,0.0,1.4359386,0.0,0.0,0.0,0.0,0.0
ENSG00000204291,0.0,0.0,1.6535792,0.0,0.0,0.0,0.0,0.0
ENSG00000182871,0.0,0.0,0.0,0.0,0.0,0.0,0.8928444,1.7633793
ENSG00000082293,0.7794575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164692,0.0,0.0,1.4846797,0.0,0.0,0.0,1.0706167,0.0
ENSG00000124749,0.0,0.0,0.0,0.0,0.0,0.9401267,0.0,0.0
ENSG00000196739,0.0,0.0,0.0,0.0,0.0,0.0,1.1879172,0.0
ENSG00000215018,0.0,0.0,0.0,0.0,0.0,0.7592261,0.0,0.0
ENSG00000168542,0.0,0.0,1.210995,0.0,0.0,0.0,0.0,0.0
ENSG00000187498,0.7205019,2.353425,2.349342,0.0,0.0,1.5390846,2.5511231,3.173912
ENSG00000134871,1.2805873,2.277106,2.2575042,0.0,0.0,1.7511369,2.5112505,3.019063
ENSG00000169031,0.0,0.0,1.0808659,0.0,0.0,0.0,0.0,0.0
ENSG00000113163,0.0,0.0,0.0,0.0,0.75928676,0.0,0.0,0.0
ENSG00000081052,0.0,0.0,1.5076653,0.0,0.0,0.0,0.0,0.0
ENSG00000204262,0.0,0.0,2.0022182,0.0,0.0,1.1286929,0.0,0.0
ENSG00000080573,0.0,0.0,0.0,0.0,0.0,0.0,1.0915301,0.0
ENSG00000142156,0.0,0.0,1.4483513,0.0,0.0,0.0,0.0,0.0
ENSG00000142173,0.0,0.0,1.5225053,0.0,0.0,0.0,1.0802231,0.0
ENSG00000163359,0.0,0.0,2.412704,0.0,0.0,0.0,0.0,0.0
ENSG00000144810,0.0,0.0,1.7598802,0.0,0.0,0.0,0.0,0.0
ENSG00000158270,0.0,0.0,0.0,0.0,2.334684,0.0,0.0,0.0
ENSG00000145781,1.5054789,0.0,0.0,0.0,1.2348423,0.0,0.0,0.0
ENSG00000109472,0.0,0.0,0.0,0.0,0.0,0.0,1.7380133,1.9828234
ENSG00000107864,0.78969216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113742,2.064982,0.0,0.0,0.0,1.2452252,0.0,0.0,0.0
ENSG00000106034,1.8297478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139117,0.0,1.6484729,0.0,0.0,1.3554553,0.0,0.0,0.0
ENSG00000104324,0.0,0.0,1.2195845,0.0,1.2829381,1.2501796,0.0,0.0
ENSG00000111605,0.0,0.0,0.95056677,0.0,0.0,0.0,0.9713459,0.8277247
ENSG00000106066,0.0,0.0,0.0,0.0,1.6839752,0.0,0.0,0.0
ENSG00000203710,0.0,0.0,0.0,0.0,1.3552418,0.0,0.0,0.0
ENSG00000169372,1.8578954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182158,0.0,0.0,1.1229237,0.0,0.0,1.3366392,1.1025615,1.3301673
ENSG00000146592,0.0,1.6531521,1.9014868,0.0,0.0,2.3320336,0.0,0.0
ENSG00000005339,0.0,0.0,1.0403336,1.1139107,0.0,0.0,0.9783881,0.0
ENSG00000095794,0.0,0.0,0.0,0.0,1.369617,0.0,0.0,0.0
ENSG00000150938,0.0,1.6684334,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103196,0.0,0.0,0.0,0.0,0.0,0.0,1.8759317,3.11866
ENSG00000140577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3853631
ENSG00000109846,0.93946195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112297,0.0,0.0,0.0,1.213234,0.0,0.0,0.0,0.0
ENSG00000080200,0.0,1.2440814,1.1909373,0.0,0.0,0.0,0.0,0.0
ENSG00000182578,0.0,0.0,0.0,0.0,0.98993,0.0,0.0,0.0
ENSG00000147408,1.0632389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113712,0.9563985,0.0,1.113223,0.0,0.9313252,0.0,0.0,1.5015364
ENSG00000175029,0.0,1.0366203,0.0,0.0,0.0,0.0,1.7360209,1.9033109
ENSG00000044115,1.7156851,2.0817857,1.6409688,0.0,1.3246598,2.4949975,1.5146155,2.1038537
ENSG00000183230,3.855325,0.0,0.0,0.0,0.0,0.0,0.0,2.6595104
ENSG00000168036,0.0,1.4137607,0.0,0.0,1.1517737,0.0,0.0,1.0243335
ENSG00000169862,0.94935155,0.0,0.0,0.0,0.0,2.210851,0.0,0.0
ENSG00000164733,0.0,0.0,0.0,0.0,2.3279023,0.0,0.0,0.0
ENSG00000055130,0.0,0.0,0.977353,0.0,0.0,0.0,1.1102804,0.91186774
ENSG00000036257,0.0,0.0,0.9338486,0.0,0.0,0.0,0.74988604,0.0
ENSG00000257923,1.834408,1.0969484,2.0065942,0.0,1.6296607,0.0,1.2663202,1.6871982
ENSG00000107562,0.0,0.0,0.7530215,0.0,0.0,0.0,0.0,0.0
ENSG00000147113,0.0,1.3177092,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071967,0.0,0.0,1.2064636,0.0,0.0,0.0,0.0,0.0
ENSG00000108669,0.0,1.7871908,0.0,2.2673995,1.9183526,0.0,0.0,0.0
ENSG00000008256,0.0,0.0,0.7111459,0.0,0.0,0.0,1.3463924,0.0
ENSG00000115165,0.0,0.0,0.0,1.6425722,0.0,0.0,0.0,0.0
ENSG00000100592,1.144536,0.0,1.2650858,0.0,0.0,0.0,0.0,0.0
ENSG00000146122,0.0,0.0,0.0,0.0,0.0,0.0,1.0377963,0.8242125
ENSG00000173406,0.81200856,0.0,0.0,0.0,0.0,1.1662537,0.0,0.0
ENSG00000136848,0.0,1.5139239,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235244,1.8196712,0.0,0.71552515,0.0,0.0,0.0,0.0,0.0
ENSG00000196730,0.0,0.0,0.0,0.0,1.3094578,0.0,0.0,0.0
ENSG00000035664,1.0564604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143164,1.0917267,0.0,1.091201,0.0,0.0,0.0,0.0,0.0
ENSG00000164465,0.0,0.0,0.0,0.0,0.0,0.0,1.9522195,0.0
ENSG00000133083,0.0,0.0,2.010668,0.0,0.0,0.0,0.0,0.0
ENSG00000011465,0.0,0.0,2.8350978,0.0,0.0,0.0,0.0,0.0
ENSG00000162733,0.0,0.0,1.1514778,0.0,0.0,0.0,0.0,0.0
ENSG00000100201,1.6153305,1.7718323,1.7116759,1.9753652,1.5205936,2.0773444,1.7990888,1.79176
ENSG00000108654,0.7351411,1.5269804,1.5899658,1.5804796,1.3174101,1.0389155,1.3550282,1.5269812
ENSG00000119522,0.0,0.0,1.3418868,0.0,2.1250448,0.0,1.484086,0.0
ENSG00000146966,0.0,0.0,0.0,0.0,0.0,1.2183251,1.6542629,0.0
ENSG00000105339,0.0,0.0,0.0,0.0,1.1851898,0.0,0.0,0.0
ENSG00000174485,1.0305524,0.0,1.3580785,1.6822965,1.4475216,0.7409539,0.0,0.0
ENSG00000137145,0.0,0.0,1.064606,0.0,1.2714667,0.0,0.0,0.0
ENSG00000184014,0.0,0.0,1.1423153,0.0,1.1377583,0.0,1.1973925,0.0
ENSG00000170456,1.5439905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175084,1.6891749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077044,0.9116956,0.0,0.0,0.0,1.4072043,0.0,1.2801182,1.4786365
ENSG00000058866,0.783021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102780,0.0,1.5412444,0.0,0.0,0.0,0.0,1.138407,1.5335028
ENSG00000131504,0.8160333,0.0,0.0,1.6337148,0.0,0.0,0.0,0.0
ENSG00000147202,0.70705676,1.5013998,1.8014076,1.3546052,1.7280437,0.0,2.2531729,1.8853916
ENSG00000100697,0.0,0.0,1.149485,0.0,1.1218756,1.0520746,0.0,0.0
ENSG00000160305,0.0,0.0,0.0,1.5853986,0.0,0.0,0.0,0.0
ENSG00000066084,1.226436,0.0,0.0,0.0,1.4757667,1.2336332,0.0,0.0
ENSG00000151240,1.949691,0.0,0.9079722,0.0,0.0,2.3467739,0.0,1.3388169
ENSG00000231672,0.0,0.0,0.0,0.0,1.8258379,0.0,0.0,0.0
ENSG00000162946,0.0,0.0,0.0,0.0,1.4399809,0.0,0.0,0.0
ENSG00000164741,1.4112542,1.6144165,2.3335605,0.0,0.0,3.2256205,4.7354736,3.8218315
ENSG00000231607,0.0,0.0,0.0,1.6003897,1.9579203,1.2506242,0.0,0.0
ENSG00000075711,0.9428452,0.0,1.162426,0.9102981,0.0,1.0917267,0.9056836,0.0
ENSG00000150672,2.6428146,0.0,1.5365739,0.0,0.0,0.0,0.0,0.0
ENSG00000198947,3.8693528,0.0,1.5686398,0.0,0.84882534,2.2667017,2.205175,2.842295
ENSG00000172869,0.0,0.0,0.0,0.0,1.0672269,0.0,0.0,0.0
ENSG00000104093,0.0,0.0,0.0,0.0,1.9041162,0.0,0.0,0.0
ENSG00000136770,0.0,0.0,1.1059998,1.2438183,0.0,0.0,0.0,1.2434714
ENSG00000101152,0.0,0.0,0.0,0.0,0.86239696,0.0,0.0,0.0
ENSG00000079805,0.0,0.0,0.0,0.0,1.118258,0.0,0.0,0.0
ENSG00000150760,0.0,2.2388175,1.667125,0.0,0.0,0.0,1.3913405,1.2454033
ENSG00000135905,0.0,0.0,0.0,2.3071437,0.0,0.0,0.0,0.0
ENSG00000147251,0.0,0.0,0.0,1.3370717,1.6724031,0.0,0.0,0.0
ENSG00000134516,0.0,0.0,0.0,2.0081048,2.2474127,0.0,0.0,0.0
ENSG00000088538,1.389924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128512,1.113223,2.6773412,1.0730798,0.0,2.8977642,0.0,0.0,0.0
ENSG00000147459,1.1966265,0.0,0.0,0.0,0.0,2.0295737,0.0,0.0
ENSG00000116641,0.0,0.0,0.0,0.0,0.0,1.4288986,0.0,0.0
ENSG00000107099,0.0,0.0,0.0,1.9643049,1.7411581,0.0,0.0,0.0
ENSG00000088387,0.0,2.1947396,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205683,2.390236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248079,1.1457415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229358,0.8966936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177990,1.3220813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189212,1.1932139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188641,1.0737772,1.5867884,2.3087735,2.3761878,2.9087996,1.7910306,1.9132895,1.1652677
ENSG00000092964,0.0,0.0,1.2110364,0.0,0.0,0.9005354,1.2647665,0.0
ENSG00000177103,0.0,0.0,0.0,0.0,0.0,0.0,1.4597057,0.0
ENSG00000111817,0.0,0.0,0.0,0.0,0.9778185,0.0,0.0,0.0
ENSG00000151914,2.919653,1.688815,2.3582788,0.0,1.1495588,3.532886,1.761176,1.5045259
ENSG00000134769,2.6617687,0.0,0.0,0.0,1.5725625,1.1770133,0.0,0.0
ENSG00000141627,0.86925673,1.3797677,1.422894,1.6258011,1.2139826,0.9254476,1.3497152,0.9931456
ENSG00000158560,1.5543073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157540,1.3614136,1.3009338,1.3361222,1.8270624,1.5451503,1.2866246,1.6881859,1.56275
ENSG00000164330,0.0,1.5110965,2.6073318,0.0,0.0,0.0,2.69635,2.4345212
ENSG00000221818,0.0,0.0,1.7797432,0.0,0.0,0.0,2.3149862,1.7439275
ENSG00000117298,0.0,0.0,0.7418747,0.0,0.0,0.0,1.0127478,0.86933994
ENSG00000121310,0.77365685,0.0,0.8736644,0.0,0.0,0.0,0.0,0.0
ENSG00000151617,0.0,0.0,0.0,0.0,0.0,0.0,1.2775927,1.5815518
ENSG00000136160,0.0,0.0,0.0,0.0,0.0,0.0,1.6266168,0.9012795
ENSG00000102189,0.71302325,0.0,0.87570214,0.0,0.0,0.0,0.0,0.0
ENSG00000115380,0.0,0.0,0.9704796,0.0,0.0,0.0,0.0,0.0
ENSG00000184349,2.2922611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132294,0.0,0.0,0.0,0.0,1.0131428,0.0,0.0,0.0
ENSG00000172889,0.0,1.5893446,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164318,0.0,0.0,0.0,0.0,0.0,0.0,3.0474372,1.6144166
ENSG00000146648,0.0,0.0,2.2215667,0.0,0.0,0.0,0.0,0.0
ENSG00000135766,0.8726088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115504,0.0,0.0,1.2482281,0.0,0.0,3.2638838,0.0,0.0
ENSG00000075151,0.82601225,1.8303485,1.5259937,1.4376504,2.506208,0.0,1.4640336,1.2201312
ENSG00000120690,1.22169,0.0,1.3988752,1.6706243,1.5810916,0.0,0.0,0.0
ENSG00000109381,1.1743028,1.5434114,1.8543537,0.0,1.9934231,1.609758,1.3250654,1.2704518
ENSG00000118985,2.1242876,0.0,1.3087672,0.0,1.0885152,0.7646477,1.1264347,3.2867365
ENSG00000155849,0.0,2.3754728,1.3129228,2.2698865,2.5838013,2.4535723,0.0,0.0
ENSG00000012660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531867
ENSG00000170571,0.0,0.0,0.0,1.8294013,1.148896,0.0,0.0,0.0
ENSG00000164035,0.0,2.294915,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132205,0.0,0.0,0.0,0.0,0.95008117,0.0,0.0,0.0
ENSG00000143924,0.0,0.0,0.0,2.7006161,0.0,0.0,0.9921676,0.0
ENSG00000134531,0.0,1.1358175,0.81490904,0.0,0.0,0.0,0.0,0.0
ENSG00000154380,0.876602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106991,0.0,1.5537679,0.824535,0.0,0.0,0.0,0.0,0.0
ENSG00000132199,0.69414866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120658,1.1949375,0.0,0.0,0.0,0.0,0.0,1.4175398,0.0
ENSG00000138792,0.0,0.0,0.0,0.0,0.0,0.0,2.3632483,2.694728
ENSG00000116016,0.0,2.387057,1.2302799,0.0,0.0,0.0,1.5804023,2.0319126
ENSG00000159023,0.8020749,0.0,0.0,1.8103349,0.0,0.0,0.0,0.0
ENSG00000079819,0.0,1.3365357,1.8817267,0.0,0.0,2.4527745,1.5450051,0.0
ENSG00000082397,0.0,0.0,0.0,0.0,2.721726,0.0,0.0,0.0
ENSG00000129595,0.0,1.922287,0.0,0.0,0.0,0.0,1.4155881,0.0
ENSG00000120616,0.7213974,0.0,0.7215606,1.4167124,0.0,0.0,0.0,0.0
ENSG00000044524,0.0,0.0,0.0,0.0,0.0,0.0,1.3104457,0.0
ENSG00000085832,0.81985205,0.0,1.2291666,1.7444146,1.8531997,1.0659769,0.74956304,0.0
ENSG00000151491,0.0,0.0,2.2681756,0.0,0.0,0.0,3.596705,2.7739031
ENSG00000178568,2.3140159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112851,0.8231349,0.0,1.1096666,1.5908222,1.3221824,1.3321052,0.0,0.0
ENSG00000082805,1.5707992,1.9145212,1.6356237,0.0,1.4748564,1.4756366,1.7082446,1.4930515
ENSG00000157554,0.0,1.6002483,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196482,2.1596475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117868,1.4611027,2.2542791,1.3290339,1.5492322,0.0,1.1102121,1.7997905,2.370181
ENSG00000140374,0.7040735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171503,0.7636976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134954,0.0,1.7674901,0.0,2.8160625,0.0,0.0,1.3039566,0.0
ENSG00000157557,0.0,1.159827,0.0,0.0,0.0,0.0,0.0,0.78184116
ENSG00000139083,0.74747765,1.5160007,1.1724521,1.2395294,2.4495983,0.0,1.2012382,2.6115932
ENSG00000166979,0.0,2.1387987,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067208,1.0304365,0.0,1.228312,0.0,1.535787,1.0357401,0.95738626,1.0317765
ENSG00000196405,0.0,0.0,0.0,0.88196754,0.0,0.0,0.0,0.0
ENSG00000131558,1.4862437,1.628096,1.7447069,2.0449438,2.0672798,1.5909766,1.717089,1.6138525
ENSG00000144036,2.8845756,1.5672873,1.3427746,0.0,1.6582652,1.5065712,1.5725625,1.3796802
ENSG00000182197,0.0,2.3323696,2.5207677,0.0,0.0,1.4632677,0.0,0.0
ENSG00000112319,1.5719573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124491,0.0,0.0,0.0,0.0,4.065999,0.0,0.0,0.0
ENSG00000185010,0.0,2.5426006,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185104,1.6139331,1.3711501,1.3235462,1.7502849,1.245049,1.505479,1.5412444,1.4006016
ENSG00000169122,0.0,0.0,1.1423154,0.0,0.0,0.0,0.8802211,0.79782975
ENSG00000112584,0.6937227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122591,0.0,0.0,0.0,0.0,0.0,1.5684893,0.0,0.0
ENSG00000135842,1.9345961,0.0,0.0,1.781316,0.0,1.3198158,0.0,0.0
ENSG00000138640,0.0,0.0,0.8512795,0.0,1.6744845,0.0,1.7379167,0.0
ENSG00000031003,1.1039742,0.0,0.0,0.0,0.8976846,0.0,0.0,0.0
ENSG00000164142,1.4900489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113391,0.8547961,1.1242197,1.654434,1.8469658,1.2618093,1.3238497,1.3012257,0.0
ENSG00000164125,0.0,0.0,1.4119387,0.0,0.0,0.0,0.0,0.0
ENSG00000108021,0.0,0.0,1.1101439,0.0,0.0,0.0,0.99280846,0.0
ENSG00000108950,0.0,0.0,0.0,0.0,1.5383663,0.0,0.0,0.0
ENSG00000047346,0.7473899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164970,0.0,1.0708687,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112773,0.7584107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197872,0.0,0.0,0.0,0.0,1.57514,0.0,0.0,0.0
ENSG00000153310,0.0,0.0,0.0,2.0525475,1.9628131,0.0,0.0,0.0
ENSG00000083857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862658
ENSG00000077942,0.0,0.0,1.1528848,0.0,0.0,0.0,0.0,0.0
ENSG00000140092,0.0,0.0,1.421402,0.0,0.0,0.0,0.0,0.0
ENSG00000166147,0.0,0.0,2.776784,0.0,0.0,0.0,0.0,0.0
ENSG00000145743,1.7687497,0.0,0.99894404,1.6896293,0.96096647,0.0,0.0,0.0
ENSG00000108306,0.81949687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183580,1.6358871,2.633669,2.407381,0.0,0.0,0.0,0.0,0.0
ENSG00000138081,0.8534399,0.0,1.0859089,0.0,1.5092413,1.2506242,0.8441124,0.90573484
ENSG00000156804,1.0966163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072803,0.9345052,0.0,0.0,0.0,0.8044232,0.0,0.0,0.0
ENSG00000109670,1.6427319,1.382612,0.0,1.7495055,1.3106446,0.0,0.0,0.0
ENSG00000157107,0.0,0.0,0.0,0.0,1.395211,0.0,0.0,0.0
ENSG00000137478,1.385807,2.004438,0.0,0.39519113,2.9039643,0.0,0.0,1.4214134
ENSG00000151422,0.7535273,1.3395429,1.6578066,0.0,1.6979609,1.6877365,1.5009933,1.4905161
ENSG00000073712,0.0,1.0129712,0.82554317,0.0,0.0,0.0,1.3500855,0.7342408
ENSG00000139132,0.9690565,1.211906,0.0,0.0,2.0060046,0.0,0.0,0.0
ENSG00000114279,3.720685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140285,0.0,0.0,1.6346678,0.0,0.0,0.0,0.0,0.0
ENSG00000077782,0.0,0.0,1.1059998,0.0,0.0,0.0,0.0,0.0
ENSG00000189283,2.518292,0.0,0.0,0.0,2.1995273,0.0,0.0,0.0
ENSG00000115641,3.2407885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134775,2.381754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182263,0.0,0.0,0.0,0.0,0.0,2.764125,0.8132379,0.0
ENSG00000118407,2.3807993,0.0,1.5331466,0.0,0.0,0.0,1.0398605,2.110411
ENSG00000168386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082998
ENSG00000096060,1.1026957,0.0,1.4254087,2.097925,2.1547608,0.8089216,0.0,0.0
ENSG00000151702,0.0,2.0202518,0.0,1.7163401,1.6298256,0.0,0.0,0.0
ENSG00000196924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1196474
ENSG00000136068,0.0,1.6305683,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102755,0.0,4.035887,0.0,0.0,0.0,0.0,1.7181206,0.0
ENSG00000248905,0.0,0.0,0.0,0.0,2.6074288,0.0,0.0,0.0
ENSG00000157827,0.0,1.6629548,0.8930144,0.0,1.6793475,1.2404019,0.0,0.0
ENSG00000094963,0.0,0.0,1.5233934,0.0,0.0,0.0,0.0,0.0
ENSG00000115414,0.0,0.0,1.0004094,0.0,0.0,0.0,0.0,0.0
ENSG00000187239,0.0,0.0,0.0,2.2639163,1.7067668,0.0,1.1749985,1.1475053
ENSG00000137942,1.1127084,0.0,0.0,0.0,0.0,0.0,1.1880758,0.0
ENSG00000109920,0.7400932,0.0,0.8547961,0.0,0.0,0.0,0.7718068,0.0
ENSG00000102531,2.098582,0.0,1.0438378,0.0,1.4260092,1.2900491,1.1469864,1.1035038
ENSG00000075420,2.1651092,2.113924,3.3467293,1.693872,2.037849,2.6798115,2.4639182,1.9278302
ENSG00000052795,2.211801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188352,0.9820291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695647
ENSG00000198815,0.75965106,0.0,0.0,0.0,0.0,1.1312463,0.0,0.0
ENSG00000053254,1.3033705,1.1838124,1.0684167,1.7063053,1.5588852,0.0,0.0,0.0
ENSG00000150907,0.8520497,1.3641715,1.5752919,1.7083441,0.0,2.7012632,0.0,0.0
ENSG00000118689,1.100215,0.0,1.9378113,0.0,1.9665922,1.0289898,1.0225624,1.5927483
ENSG00000114861,1.893575,1.6962304,1.780529,2.9021664,2.523684,1.3144143,1.6462724,1.4470296
ENSG00000128573,0.0,0.0,2.0437727,0.0,0.0,0.0,0.0,0.0
ENSG00000172159,0.0,0.0,0.0,0.0,0.0,0.0,3.2914815,0.0
ENSG00000151474,0.0,1.6869287,0.9404596,0.0,2.1782103,2.4333336,0.0,1.324154
ENSG00000114541,0.0,0.0,0.0,0.0,3.0032525,0.0,0.0,0.0
ENSG00000171877,0.0,0.0,0.0,0.0,0.0,2.6040797,0.0,0.0
ENSG00000073910,1.6249772,0.0,0.0,0.0,0.0,0.0,1.196949,1.1083393
