organ,first_author,year,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
heart_plus_pericardium,Selewa,2023,10.1038/s41467-023-40505-5,Single-cell genomics improves the discovery of risk variants and genes of atrial fibrillation,Single cell RNA-seq of human heart cells,Nat Commun,https://cellxgene.cziscience.com/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9,https://cellxgene.cziscience.com/e/2e9d2f32-4cfb-49b5-b990-cbf4c241214e.cxg/,https://datasets.cellxgene.cziscience.com/be79f881-f0aa-482f-bdfc-059e42a8bcce.h5ad,author_cell_type,X_umap,49359,8,0.7236725083574709,0.6657188539735199,0.15060377648604753,0.9290855161516145,0.8907976073003172,8
