,ASDC,BFU-E,Basophilic Erythroblast,CD14 Mono,CD16 Mono,CD4 Central Memory,CD4 Effector Memory,CD4 Naive,CD4 Regulatory,CD8 Central Memory,CD8 Effector Memory 1,CD8 Effector Memory 2,CD8 Naive,CD8 Tissue Resident Memory,CFU-E,CLP,Cycling Progenitor,Early GMP,Early ProMono,EoBasoMast Precursor,GMP-Cycle,GMP-Mono,GMP-Neut,HSC,Immature B,LMPP,Large Pre-B,Late ProMono,MEP,MLP,MLP-II,MPP-MkEry,MPP-MyLy,Mature B,Megakaryocyte,Megakaryocyte Precursor,NK,NK CD56high,NK Proliferating,Orthochromatic Erythroblast,Plasma Cell,Polychromatic Erythroblast,Pre-ProB,Pre-cDC,Pre-pDC,Pre-pDC Cycling,Pro-B Cycling,Pro-B VDJ,Pro-Erythroblast,Small Pre-B,Stromal,T Proliferating,cDC1,cDC2,pDC
ENSG00000121410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000094914,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853218308201542,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000087884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127837,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9365721069000386,0.0,0.9285287073364964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339117341571384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342520689522779,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149313,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9855374296506246,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000275700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834627696761379,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135776,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830539336910954,0.0,0.0,0.0,0.0,0.0,0.0,0.9645431968900893,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164163,0.0,0.9273157152864668,0.9374545128257187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339037206437852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408375764334643,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204574,0.0,0.0,0.9469888905684153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510160419676039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558471032866726,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114779,0.0,0.8192999131149716,0.7962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8241523272461362,0.0,0.8083634873231252,0.8125593077253412,0.0,0.0,0.0,0.0,0.0,0.8376952211062113,0.0,0.8261901173326704,0.0,0.0,0.8330594400564829,0.0,0.0,0.8346993404406088,0.8335970794713056,0.0,0.0,0.8183465202649435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8072667784161038,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146386,0.43620874594759057,0.46960445245107013,0.0,0.0,0.5066413603447102,0.0,0.0,0.0,0.482767633817814,0.0,0.0,0.0,0.0,0.0,0.43431363723896166,0.4656470462127968,0.5119052363766564,0.5417496848989416,0.46400145027372575,0.486454133634214,0.5264182521237267,0.5314377137908229,0.5431305589499297,0.0,0.0,0.4900815221998427,0.4309119427645648,0.0,0.4827677000451971,0.4794890648788876,0.4740604857603709,0.46359180631460967,0.45226631230778164,0.0,0.0,0.6151701454763059,0.0,0.0,0.43834801183806527,0.0,0.0,0.0,0.5321235557397207,0.4641617790416435,0.5138298990549864,0.46390817562739056,0.5035562349690331,0.0,0.42592592592592593,0.0,0.0,0.5475252966086069,0.44461453181725963,0.44328314286691173,0.43358301122983295
ENSG00000146109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405368710005725,0.9412405634367907,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.9286164762797179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466821584436629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000257698,0.0,0.7592839775262056,0.6862653151706413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536228188761959,0.6673040864644227,0.6835507960231216,0.720773066635485,0.0,0.7638143963283963,0.719631681839625,0.7067128441951893,0.7287937259232556,0.0,0.0,0.6992990495981993,0.0,0.0,0.770678483777576,0.6709275223590709,0.6829041904873319,0.6791296711674443,0.0,0.0,0.0,0.6693789638854839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7055357893308004,0.6666666666666666,0.0,0.0,0.7086592592574932,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000060971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167315,0.0,0.0,0.9145510273951071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981605724052146,0.0,0.8912842604849074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002572982399552,0.9045805368158553,0.0,0.0,0.9154491258992089,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117054,0.0,0.8462933268811967,0.8367649029802393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8563571450886903,0.0,0.8404921911380909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8738848820880607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8465522748452646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8357176869003861,0.8909734299889317,0.0,0.8466291217892258,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122971,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837305788640622,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072778,0.0,0.0,0.8611153838811098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8361497929802647,0.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8219480680094825,0.0,0.0,0.0,0.0,0.8478232390350766,0.821153148456856,0.0,0.8205308969374057,0.0,0.8265446027119955,0.0,0.0,0.8676775925689273,0.0,0.917170461681154,0.0,0.840969772250564,0.0,0.0
ENSG00000072818,0.0,0.0,0.0,0.0,0.0,0.8028992348247104,0.7975706149030615,0.7975573572847579,0.8051956141436541,0.814716766277949,0.0,0.0,0.8161882702951078,0.0,0.0,0.0,0.7233941190772586,0.7222670769249951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752152387742643,0.0,0.0,0.0,0.7337909892753318,0.7752609628218191,0.7432275712490082,0.7358644946857735,0.0,0.0,0.0,0.0,0.825784753870081,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.751638408060427,0.0,0.0,0.0
ENSG00000075239,0.0,0.0,0.9601876382474546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9503140714433458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.9566239239992919,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688948481171219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797673092948066,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9817960692776574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100813,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967248468487351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717833951667503,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100412,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986921403143141,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112304,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9701833614596614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696685031608299,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143727,0.5167551195179975,0.5282581194683358,0.5486794952993039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206907027297549,0.5372678769959344,0.5266626124028806,0.5157172845469581,0.0,0.5023145156878012,0.5,0.0,0.0,0.0,0.0,0.5182405930978281,0.6239691376686096,0.0,0.5271490735036356,0.517624807578546,0.5140799736535108,0.0,0.0,0.0,0.6805995371606615,0.5727806124422286,0.0,0.0,0.5821947742391516,0.579952131818842,0.0,0.5868992054903949,0.6238660094914613,0.5068090094460381,0.531464546918869,0.5350617832607694,0.6528903091395343,0.6016633676158057,0.54498659019117,0.0,0.0,0.578299465002837,0.5000067397400185,0.0,0.0
ENSG00000111644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154930,0.0,0.0,0.9823775501162918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075624,0.16988835401005214,0.05176694525612725,0.038648896747165255,0.18919037779172262,0.2347085310353173,0.07151266711729544,0.062414850349779484,0.04946611545704029,0.1611571709314982,0.07219141390588549,0.10253776002813268,0.11069288187556797,0.06049239856225473,0.08422211805979411,0.039601906582161235,0.03885832208174246,0.03671680997919153,0.026168200704786513,0.16467980212635464,0.01975974992469505,0.02193571682329531,0.048622720771365695,0.016089716443309077,0.011335561672846476,0.049997573649441754,0.01989725452882272,0.18531363319467614,0.20772732187200477,0.02513238125377231,0.04356664088037279,0.09857020002824289,0.01310834840491966,0.012545851645646271,0.03807648795622366,0.26393952855357417,0.14498805447861,0.1524104487012934,0.1126143546016128,0.23020348063221685,0.0,0.003925356600019667,0.01908732674739979,0.06568893238350197,0.19300420858241893,0.08049582110510932,0.13617306616571215,0.1573731866147783,0.05595645198115596,0.03937458771246451,0.15974363684654236,0.04229138515613697,0.2765047075571837,0.2731703519821167,0.22734294555805348,0.08938347079135754
ENSG00000184009,0.24554221276883725,0.1423946354124281,0.037037037037037035,0.09203503639609725,0.09755080827960262,0.0788438441576781,0.07534504819799352,0.07342239552074009,0.16798021616759123,0.0739440608907629,0.07863499500133374,0.08078097082950451,0.08056438852239538,0.076723360353046,0.09227927967354103,0.3056924663208149,0.14597243622497277,0.17902265544290896,0.16852839125527275,0.14147008458773294,0.12645971333539044,0.18067044681972927,0.12703300405431678,0.1312992098154845,0.058249040886207866,0.18685036014627526,0.2783810297648112,0.15460163906768518,0.18380850222375658,0.26898196118849294,0.34170706956474867,0.16797193553712633,0.14833332984535783,0.05584122295732851,0.12905555190863433,0.2061520152621799,0.10924249335571572,0.10119648332949038,0.15141179605766578,0.0,0.04907211771717778,0.0,0.30245134124049433,0.2050793888392272,0.29607357691835473,0.29546566473113167,0.2572699884573619,0.261674259547834,0.04568738628316809,0.2812840187991107,0.11084957586394416,0.2569694287247128,0.22113947294376515,0.14941749970118204,0.15513016559459544
ENSG00000136518,0.0,0.0,0.9187639918592241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9014204287970508,0.0,0.8900030961743107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8958867788314819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9062130517429776,0.0,0.917677648641445,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845782054795159,0.9656861336142929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0
ENSG00000130402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824016524685754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131966,0.0,0.0,0.9448935731693551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500597814718882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9505402136732031,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138071,0.642710225449668,0.5284620744210703,0.5185185185185185,0.6836480012646428,0.6646451939035345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5271192159917619,0.0,0.5289797893276921,0.5310398042201996,0.7066878919248227,0.0,0.5596818206486879,0.605681120245545,0.5334662386664638,0.0,0.0,0.0,0.6148349775208367,0.7242472922360456,0.0,0.0,0.5685142830566123,0.0,0.0,0.0,0.0,0.555544411694562,0.0,0.0,0.6184473368856642,0.0,0.0,0.0,0.553422028267825,0.6743994807755506,0.5841619405481551,0.617753302609479,0.5901606612735324,0.0,0.5259162739471153,0.0,0.0,0.6183681178975988,0.5977407848393476,0.6585376428233253,0.6160814188144825
ENSG00000115091,0.6617819898658328,0.5423385070429908,0.554635305095602,0.0,0.6456701236742514,0.0,0.0,0.0,0.5960656923276407,0.0,0.0,0.0,0.0,0.0,0.5326195469609013,0.0,0.5283118331873858,0.5257508975488169,0.0,0.5207095642884573,0.5185185185185185,0.0,0.0,0.0,0.0,0.5195904892903788,0.6089142428504096,0.0,0.5222547495806659,0.0,0.5670251316494412,0.0,0.0,0.0,0.615826772318946,0.6338155269622803,0.0,0.0,0.6692611277103424,0.0,0.0,0.569702293033953,0.5360518605620773,0.6337141869244752,0.5703233557718771,0.6016914204314903,0.599113447798623,0.0,0.5424015102563081,0.0,0.0,0.734207456862485,0.6855096485879686,0.6110424366262224,0.0
ENSG00000132744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987275837748139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859608346665347,0.780838711394204,0.7877397228170324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7953399695731975,0.7777777777777778,0.0,0.0,0.8467464546362559,0.8315761023097568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8682334456178877,0.0,0.835759276593173,0.8396456506517198,0.828499444105007,0.8335233154120268,0.0,0.0,0.0,0.7834555451516751,0.0,0.0,0.0
ENSG00000042980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
