reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,A Balanced Bone Marrow Reference Map of Hematopoietic Development,A (Balanced) Bone Marrow Reference Map of Hematopoietic Development,263159,263159,AuthorCellType,X_umap,Zeng,Blood Cancer Discovery,2025,10.1158/2643-3230.BCD-24-0342,https://cellxgene.cziscience.com/collections/f6c50495-3361-40ed-a819-fb9644396ed9,https://cellxgene.cziscience.com/e/cd2f23c1-aef1-48ae-8eb4-0bcf124e567d.cxg/,bone marrow,normal,f6c50495-3361-40ed-a819-fb9644396ed9,9a6e4ed8-0a82-41bd-8f21-d0b392e52732,cd2f23c1-aef1-48ae-8eb4-0bcf124e567d,96c26450-ad18-4e43-8ec6-c84331bba832,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/96c26450-ad18-4e43-8ec6-c84331bba832.h5ad,UBERON:0002371,EFO:0009899 | EFO:0009922,CL:0000037 | CL:0000038 | CL:0000049 | CL:0000050 | CL:0000051 | CL:0000084 | CL:0000451 | CL:0000549 | CL:0000550 | CL:0000552 | CL:0000553 | CL:0000556 | CL:0000557 | CL:0000559 | CL:0000623 | CL:0000785 | CL:0000786 | CL:0000792 | CL:0000816 | CL:0000826 | CL:0000837 | CL:0000895 | CL:0000900 | CL:0000904 | CL:0000905 | CL:0000907 | CL:0000909 | CL:0000913 | CL:0000938 | CL:0000954 | CL:0000957 | CL:0000990 | CL:0001054 | CL:0001058 | CL:0002010 | CL:0002028 | CL:0002032 | CL:0002048 | CL:0002397 | CL:0010001,PATO:0000461,HsapDv:0000113 | HsapDv:0000118 | HsapDv:0000120 | HsapDv:0000122 | HsapDv:0000123 | HsapDv:0000124 | HsapDv:0000125 | HsapDv:0000126 | HsapDv:0000129 | HsapDv:0000130 | HsapDv:0000133 | HsapDv:0000135 | HsapDv:0000137 | HsapDv:0000140 | HsapDv:0000141 | HsapDv:0000144 | HsapDv:0000146 | HsapDv:0000149 | HsapDv:0000150 | HsapDv:0000151 | HsapDv:0000152 | HsapDv:0000153 | HsapDv:0000154 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000210 | HsapDv:0000226 | HsapDv:0000227 | HsapDv:0000266,PATO:0000383 | PATO:0000384,TRUE,45,"""UBERON:0002371: 263","159""","""EFO:0009899: 251",008; EFO:0009922: 12,"151""","""CL:0000895: 24",bone_marrow,bone_marrow_Zeng_2025,AuthorCellType,55,263159,0.4451513286429538,0.44538713630586757,0.259635095271291,27,15,13,0.5495882563551736,0.5372793553931252
