,Antigen presenting cell (RPS high),B cell (Plasmocyte),Dendritic cell,Endothelial cell (APC),Fibroblast,Macrophage,Mast cell,Monocyte,Smooth muscle cell,Stromal cell,T cell,Ventricle cardiomyocyte
ENSG00000142541,0.0,2.5510323,3.0090346,2.8843477,0.0,2.3924584,3.0397854,2.5137796,0.0,2.9243014,2.941133,3.0878437
ENSG00000147604,3.792878,2.7891493,2.601533,0.0,0.0,2.5359092,3.257382,2.803625,0.0,2.2359655,2.4217234,0.0
ENSG00000169442,4.4123907,0.0,0.0,0.0,0.0,0.0,0.0,3.2936254,0.0,0.0,2.9037294,0.0
ENSG00000162511,0.0,0.0,2.478969,0.0,0.0,2.1796417,1.2961677,2.5826845,0.0,0.0,0.0,0.0
ENSG00000185885,0.0,0.0,0.0,2.876409,0.0,0.0,0.0,0.0,0.0,0.0,2.6293778,0.0
ENSG00000109099,0.0,0.0,0.0,0.0,2.2257714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166482,0.0,0.0,0.0,0.0,2.9318345,0.0,0.0,0.0,0.0,2.6745024,0.0,0.0
ENSG00000101608,0.0,2.4153492,0.0,2.9352024,0.0,0.0,1.4334875,2.5946531,0.0,0.0,3.2973824,2.7355297
ENSG00000125740,0.0,0.0,0.0,0.0,0.0,0.0,3.244988,0.0,0.0,0.0,0.0,1.2170621
ENSG00000221983,0.0,0.0,2.3825824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2170621
ENSG00000164111,0.0,0.0,0.0,0.0,2.2094433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9160256,0.0
ENSG00000115380,0.0,0.0,0.0,0.0,2.6976905,0.0,0.0,0.0,0.0,2.1876948,0.0,0.0
ENSG00000156482,3.1220112,2.2724578,2.784861,2.8227344,2.5906234,2.5147595,3.033424,2.6776743,0.0,2.3589442,2.898817,0.0
ENSG00000159403,0.0,0.0,0.0,0.0,3.0745797,0.0,0.0,0.0,0.0,3.0914266,0.0,0.0
ENSG00000136156,3.0618289,0.0,0.0,0.0,2.646711,2.409798,0.0,0.0,0.0,2.7934875,0.0,0.0
ENSG00000135916,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142669,0.0,0.0,2.784861,0.0,0.0,2.9891067,0.0,3.1644533,0.0,0.0,2.9882152,0.0
ENSG00000234745,4.1908045,2.9127007,2.9036927,3.8496585,0.0,3.570724,1.4625659,3.2905097,2.5957854,0.0,3.283688,0.0
ENSG00000101955,0.0,0.0,0.0,0.0,2.1916704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163453,0.0,0.0,0.0,0.0,1.3522553,0.0,0.0,0.0,3.2204132,0.0,0.0,0.0
ENSG00000184076,0.0,1.9329935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0515575
ENSG00000178741,0.0,2.454301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732705
ENSG00000164692,0.0,0.0,0.0,0.0,2.3787775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161970,0.0,2.454301,2.6285357,0.0,0.0,0.0,0.0,2.5190125,0.0,0.0,0.0,2.6992435
ENSG00000143947,3.731297,3.1035366,2.3816903,2.5787208,0.0,2.5911927,3.2593374,2.4778533,0.0,0.0,2.9900036,0.0
ENSG00000185088,3.0618289,2.2724578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140264,3.8655386,3.0628002,0.0,0.0,0.0,2.9855301,2.9390268,3.0220413,0.0,0.0,0.0,1.4821815
ENSG00000211592,0.0,7.9409966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197958,0.0,0.0,1.9676502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149273,0.0,2.4153492,2.933516,0.0,0.0,0.0,1.2961677,0.0,0.0,2.293414,3.1942647,0.0
