author_cell_type,mean,std,median,count,q1,q3,f_score
Mast cell,0.8899704090143096,0.04892269565422928,0.9106976263943363,14,0.8914700583700876,0.9190439957950272,0.945945945945946
B cell (Plasmocyte),0.8420723020168722,0.05039238199296103,0.8664926712755512,5,0.799406279624474,0.8837501473838008,0.9523809523809524
T cell,0.5769984592924415,0.34157567341706296,0.7156701539358885,142,0.598302023178748,0.7477603458840049,0.7167235494880546
Antigen presenting cell (RPS high),0.6243268163578752,0.09396126647897028,0.6650969557284503,5,0.5710956654992828,0.6940642635870985,0.8823529411764706
Ventricle cardiomyocyte,0.498438006163885,0.19952356727904585,0.6220628556946066,8,0.2997164892518769,0.6504400618537314,0.9722222222222222
Endothelial cell (APC),0.4132284278472781,0.32298310032833305,0.527343782927628,183,0.4120987035349678,0.587488212615966,0.4340836012861736
Stromal cell,0.4263957739843662,0.22122768733205672,0.5057841603851067,458,0.3919209486268928,0.5614455719205909,0.8837111670864819
Macrophage,0.1854662113784052,0.35201709532254366,0.3528630848255946,677,-0.0189025011947996,0.4570359834429673,0.7199576495500265
Smooth muscle cell,0.2161082735782237,0.2978403670560774,0.33771591312666205,984,0.13516727512097612,0.4141882150694272,0.8572247706422018
Monocyte,0.2061576644882419,0.26002547800799963,0.29505363486262154,226,0.09035844104284976,0.3983252324545209,0.5405405405405406
Fibroblast,0.04333499597735065,0.3436912940201769,0.2125771742011634,28,-0.27808050196918166,0.35015285993000916,0.4545454545454545
Dendritic cell,-0.14618366718383283,0.33079131832579717,-0.1295709544417872,45,-0.4528408019618202,0.1661060191033399,0.3529411764705882
