,Antigen presenting cell (RPS high),B cell (Plasmocyte),Dendritic cell,Endothelial cell (APC),Fibroblast,Macrophage,Mast cell,Monocyte,Smooth muscle cell,Stromal cell,T cell,Ventricle cardiomyocyte
ENSG00000142541,0.0,0.27970578453757544,0.32853361151435156,0.3104157231070779,0.0,0.2727272727272727,0.33440658721056854,0.2771147706291892,0.0,0.31486903537403454,0.3172291571443731,0.3447656848213889
ENSG00000147604,0.5531029051000421,0.4080117778344588,0.38498744097622956,0.0,0.0,0.37848237427798187,0.4796354282986034,0.4101295904679732,0.0,0.36363636363636365,0.3706095272844488,0.0
ENSG00000169442,0.8723150491714478,0.0,0.0,0.0,0.0,0.0,0.0,0.8289435397494923,0.0,0.0,0.8181818181818182,0.0
ENSG00000162511,0.0,0.0,0.7816255526109175,0.0,0.0,0.7641209038821134,0.7272727272727273,0.7903950322758068,0.0,0.0,0.0,0.0
ENSG00000185885,0.0,0.0,0.0,0.9168983481147073,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0
ENSG00000109099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166482,0.0,0.0,0.0,0.0,0.9170701557939703,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
ENSG00000101608,0.0,0.5824099291454662,0.0,0.6247983033006842,0.0,0.0,0.5454545454545454,0.5924206917936151,0.0,0.0,0.6660099463029341,0.6040471250360663
ENSG00000125740,0.0,0.0,0.0,0.0,0.0,0.0,0.965903721072457,0.0,0.0,0.0,0.0,0.9090909090909091
ENSG00000221983,0.0,0.0,0.9535621458833868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091
ENSG00000164111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000115380,0.0,0.0,0.0,0.0,0.9262771823189475,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
ENSG00000156482,0.3024806434457952,0.18181818181818182,0.23110564730384134,0.237762835892764,0.20377529209310358,0.1962102001363581,0.282110485163602,0.2148832462050698,0.0,0.18515119769356467,0.2529965747486461,0.0
ENSG00000159403,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9095863212238658,0.0,0.0
ENSG00000136156,0.7669249068606984,0.0,0.0,0.0,0.7354102080518549,0.7272727272727273,0.0,0.0,0.0,0.7445358037948608,0.0,0.0
ENSG00000135916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142669,0.0,0.0,0.7272727272727273,0.0,0.0,0.7335116592320529,0.0,0.7482781301845204,0.0,0.0,0.7334592775865034,0.0
ENSG00000234745,0.4822142936966636,0.3281603022055192,0.327486206184734,0.43632958152077417,0.0,0.3993988470597701,0.2727272727272727,0.36373599009080365,0.31241466240449384,0.0,0.36298076672987506,0.0
ENSG00000101955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163453,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9618271643465216,0.0,0.0,0.0
ENSG00000184076,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942414099519903
ENSG00000178741,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183525930751454
ENSG00000164692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161970,0.0,0.7272727272727273,0.7370866211977872,0.0,0.0,0.0,0.0,0.72960810769688,0.0,0.0,0.0,0.7439737482504412
ENSG00000143947,0.5277699882333929,0.4368145303292708,0.36363636363636365,0.3741383281621066,0.0,0.3754004727710377,0.4593899900263006,0.3671644546768882,0.0,0.0,0.4223336902531711,0.0
ENSG00000185088,0.9325282086025585,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140264,0.682707277211276,0.5995470773090016,0.0,0.0,0.0,0.5926473790949042,0.5905172445557334,0.5953722054308112,0.0,0.0,0.0,0.5454545454545454
ENSG00000211592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149273,0.0,0.6830768801949241,0.7229992638934742,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.6758936806158586,0.7456108981912787,0.0
ENSG00000019582,0.6711873087016019,0.0,0.7368236888538707,0.6404702500863508,0.0,0.6467677625742826,0.0,0.6363636363636364,0.0,0.0,0.0,0.0
ENSG00000168209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173812,0.6330422108823602,0.5126641988754272,0.0,0.4912316582419656,0.0,0.5073800683021545,0.5520063963803378,0.5010123307054694,0.0,0.0,0.0,0.45454545454545453
ENSG00000077942,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122862,0.47705057534304535,0.45454545454545453,0.48451699993827124,0.0,0.0,0.4703206419944763,0.5814387635751204,0.528155809099024,0.0,0.0,0.4721998301419345,0.0
ENSG00000174021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137818,0.5221299149773337,0.43413725766268646,0.42509960586374457,0.0,0.36363636363636365,0.42854978279633954,0.0,0.4364535916935314,0.0,0.0,0.4379936294122176,0.46571656790646637
ENSG00000118680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000132475,0.5758970759131692,0.6396837180311029,0.0,0.0,0.0,0.5454545454545454,0.6805807731368325,0.5568293116309426,0.0,0.0,0.5690225687893954,0.0
ENSG00000100097,0.0,0.7596722461960532,0.0,0.0,0.0,0.7634579539299011,0.7272727272727273,0.0,0.8072175112637606,0.0,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000233276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167779,0.0,0.0,0.0,0.0,0.9241947423328053,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
ENSG00000167283,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9143743406642567
ENSG00000172757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000184009,0.0,0.0,0.667387371713465,0.7031800096685236,0.0,0.7176672653718428,0.6363636363636364,0.0,0.0,0.7030453898689963,0.0,0.0
ENSG00000241468,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9196484088897705
ENSG00000232112,0.8327208215540106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8257911909710277
ENSG00000125743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000204287,0.7201869650320574,0.0,0.7095701152628119,0.6363636363636364,0.0,0.6553678404201161,0.0,0.6479870080947876,0.0,0.0,0.0,0.0
ENSG00000178980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.9292360977693037
ENSG00000130255,0.0,0.225579711523923,0.30730449611490424,0.3021755706180226,0.18181818181818182,0.22443533485585992,0.26529405875639483,0.2386936220255765,0.2525351751934398,0.24789707227186722,0.3129346587441184,0.0
ENSG00000156508,0.5123851136727766,0.45454545454545453,0.48645861040462146,0.4714930328455838,0.0,0.4927671226588162,0.48212640393864026,0.4662655104290355,0.0,0.0,0.0,0.0
ENSG00000203747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000108107,0.0,0.0,0.952466758814725,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
ENSG00000127184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.9384405721317638
ENSG00000173660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000136810,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000118515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000154723,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.8551200790838762,0.0,0.0,0.8957475586370989
ENSG00000165949,0.0,0.0,0.0,0.8858952034603466,0.0,0.0,0.0,0.0,0.0,0.8584439917044207,0.0,0.8181818181818182
ENSG00000105640,0.6746971227905967,0.6369206309318542,0.6535069021311674,0.0,0.0,0.0,0.6925040483474731,0.6363636363636364,0.0,0.0,0.0,0.0
ENSG00000125730,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000087502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000160789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175899,0.0,0.0,0.0,0.8796205791560087,0.0,0.0,0.0,0.0,0.85774150761691,0.0,0.0,0.8181818181818182
ENSG00000122406,0.9427044716748324,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000100316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144713,0.0,0.12016198309985074,0.22368678179654208,0.2058007988062772,0.12633425539190118,0.16169763153249567,0.22435327551581644,0.17239988392049616,0.15878487175161188,0.16669310764832931,0.22368994084271518,0.09090909090909091
ENSG00000198467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000067225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000111341,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.9166930426250804,0.0,0.0
ENSG00000173372,0.0,0.0,0.9090909090909091,0.0,0.0,0.9221045103940096,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167526,0.8975706696510315,0.0,0.8406113711270419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182
ENSG00000067560,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197956,0.6059030619534579,0.0,0.0,0.0,0.5527671521360223,0.5422944101420316,0.45454545454545453,0.5569039637392218,0.0,0.5709093375639482,0.0,0.46107168089259754
ENSG00000198755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000185201,0.9618147719990123,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
ENSG00000180879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196154,0.7692315957762978,0.0,0.6725322008132935,0.0,0.6459616043350913,0.0,0.0,0.7203456109220331,0.0,0.6363636363636364,0.0,0.0
ENSG00000156411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000187514,0.5988050915978171,0.0,0.5454545454545454,0.5542279969562184,0.0,0.5496511459350586,0.6126433502544056,0.0,0.0,0.0,0.5634083097631281,0.0
ENSG00000143771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000127922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
