,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
ENSG00000197756,0.0,2.0344222,1.4829661,1.3328241,1.9327343,1.6298286,1.6703569,1.8562305,1.913864,1.6945957,0.0,0.0,0.6395042,1.0550245,1.3056216,1.5727137
ENSG00000115461,0.0,0.0,0.0,1.6272738,0.0,0.0,0.0,0.0,0.0,1.8476254,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163466,0.0,0.0,0.0,0.0,0.0,0.8973479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127838,0.0,0.0,0.0,0.0,0.0,1.2696295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24848336,0.0,0.0
ENSG00000123983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83492076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15857181,0.0,0.0
ENSG00000135916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1777903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187514,0.0,2.635212,2.7300396,1.6100782,2.0461845,3.1941495,2.194031,1.3474978,2.2734733,2.565873,0.0,1.7786114,0.0,0.726819,1.9130434,2.2539356
ENSG00000115468,0.0,0.0,0.0,0.0,0.0,1.39993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115648,0.0,0.0,0.0,0.0,0.75587875,0.0,0.0,0.89484996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172428,0.0,0.0,0.0,0.0,0.69382614,0.9531374,0.0,0.89212084,0.0,0.0,0.0,0.0,0.0,0.4744944,0.0,0.0
ENSG00000115677,0.0,0.0,0.0,0.0,0.6671047,0.0,0.0,1.2518709,0.0,0.0,0.0,0.0,0.0,0.46006718,0.0,0.0
ENSG00000254999,0.0,0.0,0.0,0.0,0.86879516,1.0552771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34271264,0.0,0.0
ENSG00000144713,1.9920893,3.549673,2.8187745,2.6805496,3.0172,2.8586311,2.808561,2.908868,3.2371025,2.7862883,1.8050699,2.0280976,1.9336257,2.1226137,2.3678544,3.11994
ENSG00000163520,0.0,0.0,0.0,1.3977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14146042,0.0,0.0
ENSG00000174748,1.9571366,2.9700782,2.4626076,2.401844,3.0811152,2.7550979,2.6492946,2.7894237,2.808561,2.4870176,1.8716896,1.7423296,1.9493465,2.2032256,2.4406772,2.488704
ENSG00000144674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12019684,0.0,0.0
ENSG00000168028,0.26391962,1.9867074,1.4544008,1.5561739,1.9826916,1.8974137,1.8672471,1.9151379,1.7500885,1.5817051,0.0,0.0,0.8475456,1.1708521,1.3186111,1.8535022
ENSG00000188846,1.810975,3.1319032,2.1854599,2.3223517,2.7649114,2.66089,2.3340511,2.6358926,2.7609472,2.387955,1.7418869,1.8194573,1.7886416,1.961809,2.2167053,2.6264513
ENSG00000181061,0.0,0.0,0.0,0.0,0.0,1.2080609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000011198,0.0,0.0,0.0,0.0,0.56600046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000012223,0.0,0.0,0.0,0.0,2.159323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232112,0.0,1.2469013,0.0,0.0,1.0274715,1.628311,0.0,1.1848351,0.94538796,0.0,0.0,0.0,0.0,0.61926347,0.0,1.4000249
ENSG00000010256,0.0,0.0,0.0,0.0,0.0,0.80715543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16157591,0.0,0.0
ENSG00000178057,0.0,0.0,0.0,0.0,0.0,1.2456877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067560,0.0,0.0,1.096882,0.0,0.71560633,1.1518655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003782,0.0,0.0
ENSG00000114353,0.0,0.0,0.21002178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068001,0.0,0.0,1.7265224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162244,1.9232583,3.224841,2.4360251,2.4265637,2.8756373,2.6497233,2.7354155,2.7292104,3.0104094,2.5708776,1.8118353,2.066635,1.8769543,1.9941705,2.267982,2.6486435
ENSG00000168268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17625743,0.0,0.0
ENSG00000114902,1.1434081,0.0,0.0,0.0,1.0479689,1.1488976,0.0,1.0336117,0.0,0.0,0.0,0.0,0.0,0.8739432,0.0,0.0
ENSG00000113811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19235651,0.0,0.0
ENSG00000168374,0.0,0.0,0.0,0.0,0.67914724,0.0,0.0,0.6727878,0.0,0.0,0.0,0.0,0.0,0.25692323,0.0,0.0
ENSG00000198643,0.0,0.0,0.0,0.0,1.506027,0.0,0.0,2.042701,0.0,0.0,0.0,0.0,0.0,0.86627793,0.0,0.0
ENSG00000144746,0.0,0.0,0.0,0.0,0.66065884,1.1899512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17546058,0.0,0.0
ENSG00000114861,0.0,0.0,0.0,0.0,0.0,1.3747814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114354,0.0,0.0,0.0,0.0,0.0,0.76208854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114391,1.7056673,2.7477484,2.0840929,2.1752481,2.488017,2.3942676,2.1524606,2.368173,2.5940526,2.279514,1.6955519,1.8881943,1.7149686,1.8257177,1.9845122,2.3319497
ENSG00000144802,0.0,0.0,0.0,0.0,0.65342057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114573,0.0,0.0,0.0,0.0,0.0,1.2219974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181722,0.0,0.0,0.0,1.2892863,0.0,1.1394808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15641446,0.0,0.0
ENSG00000065518,0.0,0.0,0.0,0.0,0.74575543,1.1531899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39403456,0.0,0.0
ENSG00000065534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2403166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169714,0.0,0.0,0.0,0.0,0.61231947,0.9157233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26383558,0.0,0.0
ENSG00000184897,0.0,0.0,0.0,0.0,0.0,1.1789825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114125,0.0,0.0,0.0,0.0,0.0,0.8973479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169908,0.0,0.0,0.0,0.0,0.6638993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082996,0.0,0.0,0.0,0.0,0.0,0.9918348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19263528,0.0,0.0
ENSG00000120742,1.0535419,1.033771,0.0,0.0,1.3295958,1.3772156,0.8033664,1.489716,0.0,0.0,0.0,0.0,0.44088888,1.2232534,0.9727129,0.0
ENSG00000114850,0.0,0.0,0.0,0.0,0.8430969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696879,0.0,0.0
ENSG00000163660,0.0,0.0,0.0,0.0,0.8968657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008952,0.0,0.0,0.0,0.0,0.7140225,0.0,0.0,1.4224161,0.0,0.0,0.0,0.0,0.0,0.6362398,0.0,0.0
ENSG00000163584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20812222,0.0,0.0
ENSG00000136521,0.0,0.0,0.0,0.0,0.0,0.42614055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24104328,0.0,0.0
ENSG00000161203,0.0,0.0,0.0,0.0,0.0,1.3440568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16484869,0.0,0.0
ENSG00000156976,0.0,1.168541,0.0,0.0,0.59917474,1.2206688,0.0,0.0,1.0737768,0.0,0.0,0.0,0.0,0.23654607,0.0,0.0
ENSG00000189058,0.0,0.0,0.0,5.1536894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176945,0.0,0.0,0.0,0.0,0.0,0.33594802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543223,0.0,0.0
ENSG00000182899,1.7265291,2.982501,2.347629,2.3120446,2.653148,2.7387834,2.3323696,2.5661106,2.7053788,2.391105,1.7098286,1.8020551,1.7603782,1.7987674,2.1621242,2.5018032
ENSG00000169020,0.0,0.0,0.0,0.0,0.78613055,0.0,0.0,0.83900374,0.0,0.0,0.0,0.0,0.0,0.5022722,1.0040258,0.0
ENSG00000163956,0.0,0.0,0.0,0.0,0.7827629,0.0,0.0,0.93936664,0.0,0.0,0.0,0.0,0.0,0.41916928,0.0,0.0
