,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
ENSG00000179010,0.0,0.0,0.0,0.0,0.0,1.1088746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071127,0.0,0.0,0.0,0.0,0.0,1.2401521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109684,0.0,0.0,0.0,0.0,0.0,1.1809397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109610,0.0,0.0,0.0,1.2372675,0.0,0.0,0.0,0.0,0.0,1.2871939,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163682,1.5212245,2.8385458,2.2272925,2.1715672,2.4392633,2.3952556,2.2605755,2.3292258,2.6960924,2.2894168,1.6347344,1.3748447,1.5530822,1.5670321,1.9555727,2.3343318
ENSG00000163683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19736855,0.0,0.0
ENSG00000109180,0.0,0.0,0.0,0.0,0.56987375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23946568,0.0,0.0
ENSG00000145247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17114952,0.0,0.0
ENSG00000163453,0.0,0.0,0.0,3.3257809,0.0,0.0,0.0,0.0,0.0,3.2641258,0.0,2.012702,0.0,0.0,0.0,0.0
ENSG00000087128,0.0,0.0,0.0,0.0,0.0,1.385323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126549,7.141728,6.6595917,6.9802685,6.8716807,7.477256,6.4735184,7.172358,6.590998,6.7460966,7.0320992,7.3769298,7.220553,7.5283256,7.6570654,7.1695585,7.173166
ENSG00000205649,7.10587,6.790428,7.1423397,6.978701,6.0783997,6.451602,7.1862273,6.4952974,6.8573837,7.1658125,7.3937387,7.3960633,7.3619204,7.7033367,7.1514015,7.244238
ENSG00000126550,6.775769,6.250002,6.602217,6.4809394,5.530217,6.105017,6.7372184,6.187452,6.3613625,6.582569,6.936658,6.845933,7.0621614,7.1029434,6.77981,6.781005
ENSG00000187533,2.3584015,2.0715933,2.3104074,2.152965,3.3019283,2.120438,2.3852644,1.8845624,2.0983953,2.2296338,2.684783,2.6106663,3.0914245,2.846361,2.3145075,2.5168512
ENSG00000109205,0.0,0.0,0.0,0.0,1.7854356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6442552,0.0,0.0
ENSG00000181617,2.0177162,1.8037412,2.079179,2.0202518,3.519495,1.4304109,2.1706495,1.8444805,2.0800982,2.2384431,2.412826,2.4364958,2.7388825,1.5379356,2.2214782,2.3444977
ENSG00000171201,6.0206213,5.608137,5.9939613,5.8348856,5.1204634,5.4421325,6.0644937,5.557341,5.724403,5.948391,6.2909594,6.277664,6.429282,6.7617874,6.0320387,6.113451
ENSG00000171195,2.0839849,1.9167485,2.0489569,2.2455857,5.0775156,1.9327416,2.222875,2.5849342,2.0512173,2.1808019,2.5931993,1.9700567,2.7911055,1.9628464,2.3940413,2.4496949
ENSG00000132465,4.5657835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17668518,0.0,0.0
ENSG00000081041,0.0,0.0,0.0,0.0,1.2336552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118816,0.0,1.3016167,0.0,1.2139817,1.3215775,1.7834978,0.0,1.2400527,1.3563104,0.99232715,0.0,0.0,0.0,0.44894117,0.0,0.0
ENSG00000138772,0.0,0.0,0.0,0.0,0.768049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15224831,0.0,0.0
ENSG00000152795,0.0,1.1567552,0.0,0.0,0.867455,0.33594802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2103499,0.0,0.0
ENSG00000152583,0.0,0.0,2.762336,2.088418,0.0,0.0,0.0,0.0,0.0,3.1233947,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19235651,0.0,0.0
ENSG00000164032,0.0,0.0,0.0,0.0,0.76099867,1.4096546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261281,0.0,0.0
ENSG00000138821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22643664,0.0,0.0
ENSG00000109332,0.0,0.0,0.0,0.0,0.6597097,1.1728516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18108995,0.0,0.0
ENSG00000109475,2.3251245,3.6699085,2.933095,2.822734,3.3848553,3.0538206,3.0433328,3.1274507,3.47525,2.9585702,1.9489012,2.365983,2.0648468,2.1326015,2.561173,3.1584976
ENSG00000198856,0.0,0.0,0.0,0.0,0.5768708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22560553,0.0,0.0
ENSG00000269893,0.0,1.1818566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164096,0.0,0.0,0.0,0.0,0.26150444,0.8973479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999924,0.0,0.0
ENSG00000164111,0.0,0.0,0.0,0.0,0.870103,0.0,0.0,0.92333823,0.0,0.0,0.0,0.0,0.0,0.27941188,0.0,0.0
ENSG00000164056,0.0,0.0,0.0,1.3355024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109390,0.0,0.0,0.0,0.0,0.61635137,1.3449397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38802624,0.0,0.0
ENSG00000145425,2.0426254,3.4328375,2.5843675,2.5815396,3.1158118,2.9686093,2.8732533,2.9664576,3.2355373,2.866975,1.8845624,2.161439,1.9846472,2.2065697,2.468224,2.9323936
ENSG00000109654,0.0,0.0,0.0,0.0,0.66989017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729387,0.0,0.0
ENSG00000145423,0.0,0.0,0.0,1.6213841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4397345,1.6996939,1.7438302,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7830207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129128,0.0,0.0,0.0,0.0,0.6271855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40216753,0.0,0.0
ENSG00000154556,0.0,0.0,0.0,0.0,0.0,1.4059243,0.0,0.7629333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15874839,0.0,0.0
ENSG00000145494,0.0,0.0,0.0,0.0,0.7885448,1.4059243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52080774,0.0,0.0
ENSG00000113387,0.0,0.0,0.0,0.0,0.89850247,1.2745659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3845963,0.0,0.0
ENSG00000113594,0.0,0.0,1.8081968,0.0,0.0,0.0,0.0,0.0,1.2133166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145592,1.7577925,2.747291,2.161758,2.0485642,2.5756946,2.171197,2.5214705,2.6257577,2.5279164,2.1366544,1.605682,1.7325437,1.7293775,1.7924542,1.9244493,2.3326497
ENSG00000250722,0.0,1.1855072,0.0,2.261987,0.0,1.1437731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151882,0.0,0.0,0.0,0.0,2.0528464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3340819,0.0,0.0
ENSG00000067113,0.0,0.0,1.4431832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134352,0.0,0.0,0.0,0.0,0.5808848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152931,0.0,0.0,0.0,0.0,0.62338936,0.0,0.0,0.8010585,0.0,0.0,0.0,0.0,0.0,0.42609414,0.0,0.0
ENSG00000131711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145741,0.0,1.9761055,1.5880265,1.3915675,1.8678973,1.7791665,1.4957324,1.4716157,1.7619747,1.6945957,0.0,0.0,0.0,0.9234984,1.2905741,1.6178102
ENSG00000164346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181299,0.0,0.0
ENSG00000171530,0.0,0.0,0.0,0.0,0.6828322,1.1531899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23414236,0.0,0.0
ENSG00000186468,1.9581813,3.2855353,2.652313,2.6432087,3.0025692,2.7829618,2.9114668,2.8453426,3.0871727,2.6864786,1.8831583,1.8673453,1.8790585,2.0275273,2.4390845,2.883949
ENSG00000174695,0.0,0.0,0.0,0.0,0.0,1.1518655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127184,0.7874324,1.8401775,1.3045435,1.2813385,1.7183084,2.1987772,1.3569525,1.7955194,1.5673623,1.5677377,0.0,0.0,0.9740058,1.2585369,1.9393443,1.3834511
ENSG00000118985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27989992,0.0,0.0
ENSG00000145730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8569365,0.0,0.0,0.0,0.0,0.0,0.1939187,0.0,0.0
ENSG00000129625,0.0,0.0,0.0,0.0,0.8993951,1.1394808,0.0,0.76214004,0.0,0.0,0.0,0.0,0.0,0.5745535,0.0,0.0
ENSG00000177879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20404382,0.0,0.0
ENSG00000064651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82241887,0.0,0.0,0.0,0.0,0.0,0.17057592,0.0,0.0
ENSG00000169567,0.0,1.7487161,1.3781006,0.0,1.5854559,1.7946115,1.1277033,1.5093099,1.6489818,0.0,0.0,0.0,0.0,0.96677876,1.7202821,0.0
ENSG00000164405,0.0,1.0771524,0.0,0.0,1.3680978,1.5001979,0.0,1.5178756,1.173608,0.0,0.0,0.0,0.0,0.87500817,1.6407208,0.0
ENSG00000213585,0.0,0.0,0.0,0.0,0.50621355,1.2456877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33970326,0.724013,0.0
ENSG00000113558,0.0,1.5057518,1.0747924,1.261401,1.2834408,2.017235,0.0,0.9998661,1.6233417,1.4372827,0.0,0.0,0.0,0.35220444,1.2342372,0.0
ENSG00000119048,0.0,0.0,0.0,0.0,0.0,1.2067323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069011,0.0,1.095254,0.0,0.0,0.8115334,1.4101447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18860836,0.0,0.0
ENSG00000249082,0.0,0.0,0.0,0.0,0.0,0.9080705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113648,0.0,0.0,0.0,0.0,0.0,0.9531374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145824,0.0,0.0,0.0,3.263521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120738,0.0,1.5985065,0.0,0.0,1.3170602,1.3042235,0.0,1.2231264,0.0,1.6322217,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170476,1.6447619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120306,0.0,0.0,0.0,0.0,0.0,1.0904864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0396161,0.0
ENSG00000170458,0.0,0.0,0.0,0.0,0.8824463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131495,0.0,0.0,0.0,0.0,0.66364974,0.4712074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648512,0.0,0.0
ENSG00000131507,0.0,0.0,0.0,0.0,0.78717256,1.192919,0.0,0.82514673,0.0,0.0,0.0,0.0,0.0,0.48553187,0.0,0.0
ENSG00000178776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5280484,0.0,0.0
ENSG00000113712,0.0,0.0,0.0,0.0,0.0,1.1437731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000019582,0.0,0.0,3.1332777,0.0,1.7552739,0.0,4.1162987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164587,1.8349098,3.073962,2.2934117,2.2410672,2.8480008,2.7377288,2.5693173,2.767278,2.7412767,2.4384074,1.766612,1.632128,1.7180268,1.713768,2.185228,2.6309242
ENSG00000113140,0.0,0.0,1.374119,0.0,0.0,0.0,0.0,0.0,0.0,1.216985,0.0,1.7787982,0.0,0.0,0.0,0.0
ENSG00000177556,0.0,0.0,0.0,0.0,0.8518969,1.4548498,0.0,0.78802127,0.0,0.0,0.0,0.0,0.0,0.26354188,0.0,0.0
ENSG00000168269,0.0,0.0,0.0,0.0,0.0,1.1899512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181163,0.0,1.6261246,0.0,0.0,1.2093433,1.3020644,0.0,0.8880602,1.4471484,0.0,0.0,0.0,0.0,0.5114754,0.0,0.0
ENSG00000120129,0.0,2.3618698,1.8056433,1.4602133,2.400166,2.283392,1.6230149,1.8324765,0.9831267,1.5245867,0.0,0.0,0.0,0.6360934,1.727346,1.8202344
ENSG00000113732,0.0,0.9639628,0.0,0.0,0.90647435,1.4129072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3967003,0.0,0.0
ENSG00000146066,0.0,0.0,0.0,0.0,0.7751795,1.1796153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30986428,0.0,0.0
ENSG00000175416,0.0,0.0,0.0,0.0,0.0,1.1518655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169230,0.0,0.0,0.0,0.0,0.6610582,0.33594802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43715155,0.0,0.0
ENSG00000169223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17692967,0.0,0.0
ENSG00000184840,0.0,0.0,0.0,0.0,0.6262429,0.0,0.0,0.72481936,0.0,0.0,0.0,0.0,0.0,0.34580657,0.0,0.0
ENSG00000169045,0.0,0.0,0.0,0.0,0.0,0.33594802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127022,0.0,0.0,0.0,0.0,1.0396261,0.0,0.0,0.94184166,0.0,0.0,0.0,0.0,0.0,0.7427108,0.0,0.0
ENSG00000161011,0.0,0.0,0.0,0.0,0.84139895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20431992,0.0,0.0
ENSG00000161055,0.0,0.0,0.0,0.0,4.6506166,0.0,0.0,3.1096535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204628,0.54253155,2.47669,1.7556105,1.8133311,2.1349874,2.1616344,1.929212,2.1043167,2.218847,1.7140973,0.0,0.97715366,0.8847779,1.2306801,1.5907205,1.7380133
ENSG00000164379,0.0,1.2272083,0.0,0.0,0.7901543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054598,0.0,0.0,0.0,0.0,0.8802628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18220496,0.0,0.0
ENSG00000112699,0.0,0.0,0.0,0.0,1.4330361,0.0,0.0,0.78665084,0.0,0.0,0.0,0.0,0.0,0.5802085,0.0,0.0
ENSG00000021355,0.0,0.0,0.0,0.0,0.915215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16145565,0.0,0.0
ENSG00000111843,0.0,0.0,0.0,0.0,0.5333296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17457615,0.0,0.0
ENSG00000137210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14869638,0.0,0.0
ENSG00000206503,0.0,0.0,1.8167746,0.0,0.8034016,1.2735027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6472869
ENSG00000204592,0.0,0.0,2.4496949,0.0,0.5770767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5864791
ENSG00000196230,0.0,0.0,0.0,0.0,0.0,1.1809397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137331,0.0,1.3236495,0.0,0.0,1.0050805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25110507,0.0,0.0
ENSG00000204525,0.0,0.0,1.9529718,0.23606922,1.1389847,1.3386374,0.6203608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8512362
ENSG00000234745,1.343375,1.2923436,3.1252215,1.6916993,1.7606337,1.9734471,1.9524529,1.098879,1.3721381,1.7556105,0.0,1.3901129,0.0,0.2626993,1.6345484,2.6159077
ENSG00000204472,0.0,0.0,0.0,0.0,0.0,0.0,1.6375397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213722,0.0,0.0,0.0,0.0,0.0,0.8973479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213719,0.0,0.0,0.0,0.0,0.86851364,0.76208854,0.0,0.8880602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204389,0.0,0.0,0.0,0.0,0.41109508,1.0042194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32779008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204287,0.0,0.0,1.7697421,0.0,0.5973512,0.0,3.4484203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198502,0.0,0.0,1.7528441,0.0,0.0,0.0,2.5090344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196126,0.0,0.0,1.8116156,0.0,0.7029152,0.0,2.8593612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196735,0.0,0.0,0.0,0.0,0.0,0.0,1.4986947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179344,0.0,0.0,0.0,0.0,0.0,0.0,1.9110774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204257,0.0,0.0,0.0,0.0,0.0,0.0,1.5185714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231389,0.0,0.0,1.3794338,0.0,0.0,0.0,3.276058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000223865,0.0,0.0,0.0,0.0,0.0,0.0,2.9072304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231500,2.4382749,3.7386546,2.7939384,2.8091471,3.2801456,3.108071,3.0139322,3.1665106,3.3972185,2.8197627,2.180861,1.9820893,2.1973667,2.3320525,2.6821346,3.2384744
ENSG00000112514,0.0,0.0,0.0,0.0,0.9677395,1.39993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36364123,0.0,0.0
ENSG00000137288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21227258,0.0,0.0
ENSG00000124614,0.0,1.9983535,1.5098591,1.3798789,1.8891238,1.696139,1.8228403,1.8798422,1.8161277,1.5419658,0.0,1.3308996,0.819793,1.2576331,1.3070608,1.809477
ENSG00000124664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7203449,0.0,0.0,0.0,0.0,0.0,0.19226748,0.0,0.0
ENSG00000198755,1.2131505,2.6807623,1.6807673,1.7204704,2.1968942,2.1993213,1.8293965,1.9432747,2.478969,1.8445927,0.0,0.2771081,1.005156,1.2147772,1.6052946,1.9503806
ENSG00000096060,0.0,0.0,1.1154239,1.1361046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24439996,0.0,0.0
ENSG00000112081,0.0,0.0,0.0,0.0,0.7205401,0.42614055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137409,0.0,0.0,0.0,0.0,0.6556065,1.0170178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30506244,0.0,0.0
ENSG00000112667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20848367,0.0,0.0
ENSG00000137207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15669936,0.0,0.0
ENSG00000180992,0.0,0.0,0.0,0.0,0.0,1.1809438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000096384,0.0,1.7697101,0.0,0.0,0.9552655,1.3882315,0.0,0.8433555,1.3886238,0.0,0.0,0.0,0.0,0.3839833,0.0,0.0
ENSG00000096006,0.7352562,0.0,0.0,0.0,3.288412,0.0,0.0,2.4292338,0.0,0.0,1.3438194,0.0,1.8626368,1.1213273,0.89199334,0.0
ENSG00000151914,0.0,1.4608144,0.0,0.0,0.0,0.0,0.0,0.0,1.8293965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156508,2.8860703,4.1432123,3.5397193,3.4932377,4.0985937,3.8683507,3.7412884,3.8697066,4.1735625,3.6306593,2.8268769,2.9769447,2.96844,3.0512574,3.5852506,3.6893532
ENSG00000112695,0.0,1.424809,0.9133906,0.0,1.4008095,2.1812341,0.0,1.5903544,1.3394389,1.3888497,0.0,0.0,0.0,0.9235314,1.7688005,0.0
ENSG00000196586,0.0,0.0,0.0,0.0,0.0,0.9080705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118418,0.0,0.0,0.0,0.0,0.7160865,1.044994,0.0,0.0,1.07581,0.0,0.0,0.0,0.0,0.23408179,0.0,0.0
ENSG00000198478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27795017,0.0,0.0
ENSG00000005700,0.0,0.0,0.0,0.0,0.75587875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146278,0.0,0.0,0.0,0.0,0.7184762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000025039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20747219,0.0,0.0
ENSG00000272398,0.0,0.0,0.0,0.0,1.946408,1.2067323,0.0,1.6039143,0.0,0.0,0.0,0.0,0.0,0.7762448,1.4745214,0.0
ENSG00000025796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31876767,0.0,0.0
ENSG00000112335,0.0,0.0,0.0,0.0,0.6914031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000495,0.0,0.0
ENSG00000135535,0.0,0.0,0.0,0.0,0.80116224,1.1518655,0.0,0.9548227,0.0,0.0,0.0,0.0,0.0,0.28100434,0.0,0.0
ENSG00000111832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22643664,0.0,0.0
ENSG00000183807,0.0,0.0,0.0,0.0,0.0,1.3562956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173612,0.0,0.0,0.0,0.0,0.0,1.4051964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111907,0.0,0.0,0.0,0.0,1.020373,0.0,0.0,0.95778185,0.0,0.0,0.0,0.0,0.0,0.8573529,0.0,0.0
ENSG00000111906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23654607,0.0,0.0
ENSG00000111912,0.0,0.0,0.0,0.0,0.0,0.9368516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3144143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118523,0.0,0.0,0.0,1.6181343,0.0,0.0,0.0,0.0,2.33181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112306,2.3853867,3.7856088,3.0350482,2.8961198,3.484251,3.3485606,3.2443767,3.4536026,3.3680685,2.9436815,2.4507837,2.4813466,2.350343,2.4748027,2.8501644,3.4980605
ENSG00000118515,0.0,1.2331161,0.5586639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112378,0.0,1.8175662,0.0,0.0,1.3527384,1.3772156,0.0,1.1848351,1.2594097,0.0,0.0,0.0,0.0,0.37099496,0.0,0.0
ENSG00000112379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6372882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000051620,0.0,0.0,0.0,0.0,0.5242037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16810685,0.0,0.0
ENSG00000164442,0.0,0.0,0.0,0.0,0.0,1.2067323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17799692,0.0,0.0
ENSG00000146425,0.0,0.0,0.0,0.0,0.0,0.33594802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000060762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909857,0.0,0.0
ENSG00000026297,0.0,0.0,0.0,0.0,0.5551779,0.0,1.3965819,0.0,0.0,0.0,0.0,0.0,0.0,0.33690137,0.0,0.0
ENSG00000008018,0.0,0.0,0.0,0.0,0.75208086,1.4101447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22409762,0.0,0.0
ENSG00000177706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17360386,0.0,0.0
ENSG00000075624,0.0,2.5289063,2.4870176,2.3311107,2.269463,2.8596478,2.951095,2.1241255,3.5147848,3.2011275,0.0,2.3588805,0.72636575,1.0048332,1.9390857,2.6151245
