,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythroid,Erythrophagocytic macrophages,ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Tgd,Trm_Th1/Th17,Trm_gut_CD8,pDC
ENSG00000008130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39119294,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078369,0.0,0.0,0.0,1.0859959,0.0,0.51378477,0.15061897,0.5412282,0.0,0.0,1.2116795,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85414076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21460472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.7730598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74216264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71196496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72382295,0.0,0.0,0.0,0.0,0.97390324,0.0,0.0,0.0,0.0,0.0
ENSG00000235169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98417485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32731375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0611954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,2.7226567,2.6551776,2.4644098,2.1889625,2.0834918,2.6982098,2.5759127,3.0136623,1.9713649,2.0249937,2.1271787,1.0684794,2.439362,2.8062696,2.3472662,2.5963473,2.7707157,2.010108,2.263916,2.826583,2.3088222,1.5868502,2.0745397,2.825056,1.8714345,0.0,2.860896,2.3447258,2.357727,2.336299,3.219116,3.114211,3.217145,2.349342,2.3178356,0.0,2.3623042,2.4138036,2.4190707
ENSG00000116237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32731375,0.0,0.0,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21460472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32731375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49240243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.83007634,1.4157653,0.88713515,0.8095538,1.3308861,1.2240222,1.0410546,1.6962066,0.0,1.0328188,0.8330157,0.7730598,0.0,0.0,0.8874314,0.0,0.0,0.9646635,0.9183356,0.0,0.9391703,0.6645058,1.4025623,1.2759682,0.0,0.0,0.8336673,0.0,0.0,0.0,0.0,0.0,0.0,0.98354566,0.0,0.0,0.0,0.9956506,2.0604262
ENSG00000142599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,0.7899878,1.6765842,1.7262692,2.2639966,1.8602853,1.7315016,1.803653,1.1392728,1.733778,1.6834395,1.857173,0.0,1.0736499,0.0,1.5613737,0.0,0.0,1.0767025,1.0682285,0.0,1.3858931,0.6041727,1.6151745,2.359996,0.3023374,0.0,1.0253062,1.0093275,0.0,1.0544453,1.0378547,0.0,1.2361493,1.1848351,1.1063383,0.0,1.1365354,1.3786558,0.0
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,0.2980416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.0,1.2474315,1.1750759,0.9326323,0.0,0.0,0.20032847,1.1487815,0.0,0.0,0.0,0.7730598,0.0,0.0,0.0,2.1350088,0.0,0.0,0.0,0.0,0.8198803,0.0,0.1835194,0.7450959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.0,0.0,0.0,0.41492876,0.0,0.0,0.0,0.72379655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.0,0.0,0.0,0.0,0.37349278,0.0,1.1392728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78176486,1.3308747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716618,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116670,0.0,0.0,0.0,0.0,0.5594311,0.0,0.0,0.45796585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177674,0.0,0.0,0.8854586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785502,0.0,0.0,0.0,0.0,1.3736783,0.0,0.0,0.0,0.0,0.68668544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.9275673,0.0,1.5530331,1.0702043,0.8916896,0.0,1.1855004,0.21460472,0.0,0.0,1.7657809,0.83930236,0.0,0.0,1.4548663,0.0,0.0,1.1575027,0.0,0.0,1.7441783,0.0,0.0,0.0,0.0,0.0,0.0,1.2331177,0.0,1.185467,0.0,0.0,0.0,1.0632389,0.0,0.0,0.9406024,0.0,0.0
ENSG00000116731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,1.6029416,0.0,1.2143643,1.2944045,1.1154889,0.0,0.0,1.259229,1.7177687,1.2038037,0.0,0.0,0.6008285,0.0,0.0,2.2911458,1.3307723,0.0,1.6360399,0.0,0.0,0.0,0.0,0.0,0.0,1.7639754,0.0,1.1663332,0.0,0.0,0.0,0.0,1.1119206,0.0,1.1706846,0.0,0.0
ENSG00000116786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.7730598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5735037,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59382313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000037637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97792184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000055070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7730598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000219481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97792184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.43768772,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52709323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45796585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127481,0.0,0.0,0.0,0.28727677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85668015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.34171844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59382313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.83007634,0.0,1.5086926,1.496244,1.5845336,1.2087827,1.278511,0.67706436,1.4292607,1.259229,1.3580081,0.83930236,1.1723751,0.0,1.5587335,2.0006502,0.0,1.2322551,1.2446089,0.0,1.5965334,0.0,0.5558175,1.1076534,0.5783164,0.0,1.1223645,1.1497797,0.0,1.138551,0.989452,0.0,1.3522393,1.3865944,1.245141,0.0,1.299283,1.5751399,0.0
ENSG00000173436,0.0,0.0,0.9764408,1.4983141,0.57279634,0.7376086,0.40466374,1.410473,0.0,0.0,0.0,0.45944333,0.0,0.0,0.7324579,0.0,0.0,0.0,0.0,0.0,1.1274071,0.0,0.6017744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28094298,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.0,0.0,0.0,0.81879306,0.5854566,0.62313926,1.2009944,0.0,1.259229,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644928,1.6151745,1.1503698,0.7031176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127483,0.0,0.0,0.0,0.5157114,1.1895095,0.5149955,0.18993935,0.8327848,0.0,0.0,0.0,0.66521657,0.0,0.0,0.4309068,0.0,0.0,0.0,0.0,0.0,0.4807025,0.0,0.80817103,0.91419584,0.0,0.0,0.0,0.0,0.49240243,0.9578824,0.0,0.0,0.0,0.0,0.0,0.0,0.7093311,0.0,0.0
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93568015,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867044,0.5751377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070831,0.0,1.4157653,1.4873695,1.6458831,1.5017648,1.3276522,1.4530544,0.8904523,1.5027566,1.8687286,1.4643962,1.365061,1.3379855,0.0,1.6795247,1.9750978,0.0,1.539612,1.2154813,1.0989797,1.7103775,0.26397568,1.0461682,1.5128881,0.9334139,0.0,1.5272627,1.5146222,1.4594369,1.3873265,1.4255288,0.0,1.203758,1.4993699,1.4812601,0.0,1.4827905,1.1665581,0.0
ENSG00000173372,0.0,2.174649,0.0,0.0,0.0,0.0,0.5470793,0.0,3.2410836,0.0,0.0,2.2294362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6215892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,2.6551776,0.0,0.0,0.0,0.0,0.0,0.0,3.1846516,0.0,0.0,2.901342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,1.894833,0.0,0.0,0.0,0.0,0.0,0.0,3.3305666,0.0,0.0,1.8340213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9638599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125944,0.0,0.0,0.0,0.0,1.1192062,0.0,0.4939757,0.78702885,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74164414,0.9421281,0.0,0.0,0.0,0.0,1.8149028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142676,3.687724,3.5878496,3.300429,2.8709636,3.0264978,3.5568461,3.467874,3.9197757,2.6237786,3.5096762,3.0238614,1.4627576,3.3414593,3.832773,3.3133647,3.2026985,3.961237,2.9089136,3.2035382,3.9202676,3.3211842,2.4366598,3.1896405,3.772252,3.3498507,0.0,3.8569984,3.3984919,3.5625677,3.2463243,4.1244106,3.629332,3.985351,3.5357122,3.373744,3.2146616,3.4115982,3.5055864,3.4565136
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7708996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,0.0,0.35270894,0.0,0.0,0.0,0.0,0.0,0.97792184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.0,0.0,0.0,0.39980197,0.34157425,0.0,0.5735037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91419584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188529,0.0,0.0,0.0,0.28727677,1.0576371,0.37915042,0.0,1.456639,0.0,1.1253078,0.0,1.0684794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0864117,0.0,0.0,0.74164414,1.1672944,0.0,0.0,0.0,0.0,0.49240243,0.0,0.0,0.0,0.0,0.74331766,0.0,0.0,0.0,0.807336,0.0
ENSG00000117602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0069784,0.0,0.0,0.8534399,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.0,0.0,0.84433746,1.1608181,1.2864721,1.0677707,1.0865326,1.1487815,0.0,1.4885197,0.0,0.97792184,0.0,0.0,0.8861904,0.0,0.0,1.0968158,0.9605615,0.0,0.839795,0.22425914,0.70954096,1.5128881,0.0,0.0,0.9850151,1.1031749,0.0,1.2262659,1.0513475,1.536216,0.0,1.230537,1.170378,0.0,1.1174961,1.0549941,1.0038465
ENSG00000169504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864045,0.8652465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000020633,0.0,0.0,0.0,0.0,0.93149143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0773405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1227841,0.0,1.294168,0.0,0.0,0.0,0.0,1.1464069,0.0,1.0011709,0.0,0.0
ENSG00000117614,0.0,0.0,0.0,0.0,0.0,0.16623753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6236131,0.0,0.0,0.55259824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117616,1.29561,0.0,0.5320362,0.0,1.0386044,0.42842197,0.86779034,0.21460472,0.0,1.8687286,0.0,1.365061,1.1107582,0.0,0.862296,1.3736783,0.0,1.181536,1.0266843,1.1215467,0.7269943,0.0,0.0,1.1503698,1.011479,1.8571422,0.8204921,1.0681033,0.0,1.1669391,0.8319776,0.0,0.0,0.0,1.1545969,1.9421482,1.0591605,1.1206901,0.0
