reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,Cells of the adult human heart,All — Cells of the adult human heart,486134,486134,cell_type,X_umap,Litvinukova,Nature,2020,10.1038/s41586-020-2797-4,https://cellxgene.cziscience.com/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72,https://cellxgene.cziscience.com/e/d4e69e01-3ba2-4d6b-a15d-e7048f78f22e.cxg/,apex of heart | heart left ventricle | heart right ventricle | interventricular septum | left cardiac atrium | right cardiac atrium,normal,b52eb423-5d0d-4645-b217-e1c6d38b2e72,ee433629-857b-4183-934c-70af5981c3b6,d4e69e01-3ba2-4d6b-a15d-e7048f78f22e,a7f6822d-0e0e-451e-9858-af81392fcb9b,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/a7f6822d-0e0e-451e-9858-af81392fcb9b.h5ad,UBERON:0002078 | UBERON:0002079 | UBERON:0002080 | UBERON:0002084 | UBERON:0002094 | UBERON:0002098,EFO:0009899 | EFO:0009922,CL:0000057 | CL:0000077 | CL:0000097 | CL:0000115 | CL:0000192 | CL:0000235 | CL:0000236 | CL:0000451 | CL:0000576 | CL:0000623 | CL:0000669 | CL:0000794 | CL:0000814 | CL:0000896 | CL:0000906 | CL:0000934 | CL:0001054 | CL:0002129 | CL:0002131 | CL:0002138 | CL:0002144 | CL:0002319 | CL:0002397 | CL:0002543 | CL:1000309 | CL:1000413 | unknown,PATO:0000461,HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000241 | HsapDv:0000242,PATO:0000383 | PATO:0000384,TRUE,14,"""UBERON:0002084: 107",261; UBERON:0002098: 98,251; UBERON:0002080: 84,519; UBERON:0002094: 81,866; UBERON:0002079: 72,734; UBERON:0002078: 41,heart_plus_pericardium,heart_plus_pericardium_Litvinukova_2020,cell_type,27,486134,0.4177194,0.2352962209074074,0.4596288539095006,9,7,11,0.6658294087427741,0.5841943049242313
