,B cell,CD14-positive monocyte,"CD14-positive, CD16-positive monocyte","CD4-positive, alpha-beta cytotoxic T cell","CD8-positive, alpha-beta cytotoxic T cell","activated CD4-positive, alpha-beta T cell","activated CD8-positive, alpha-beta T cell",capillary endothelial cell,dendritic cell,endothelial cell,endothelial cell of artery,endothelial cell of lymphatic vessel,epicardial adipocyte,fibroblast,macrophage,mast cell,mature NK T cell,mesothelial cell,monocyte,natural killer cell,neural cell,pericyte,regular atrial cardiac myocyte,regular ventricular cardiac myocyte,smooth muscle cell,unknown,vein endothelial cell
ENSG00000179399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5774063,0.0,0.0,0.0,0.0
ENSG00000120658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20730859,0.0,0.0,0.0
ENSG00000205038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0357721,0.0,0.0,0.0,0.0,0.0,0.8436227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142534,0.7771045,1.2690415,1.2198981,0.0,0.8693802,1.4190997,0.0,0.64572245,0.0,0.0,0.9687098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232078,1.0518885,0.0,0.0,0.0,0.0,0.0,0.0,0.7459529
ENSG00000151474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96407473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9612657,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90117145,0.0,0.0,0.0
ENSG00000135821,0.0,0.8482389,0.6821044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44317383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12885216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8544593,0.0,0.64749014,0.82398057,0.6574479,0.0,0.49699396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54053545,0.0,0.0,0.0,0.0,0.6900984
ENSG00000126264,0.0,0.19719501,0.29279172,0.0,0.7280688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6340465,0.0,0.0,1.0421884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36694112,2.3157845,0.0,0.0,0.0,0.0,0.0,0.0,0.7410294,0.0,1.4642028,2.0113444,0.0,1.8885244,0.0
ENSG00000154153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39778817,0.0,0.0,0.0
ENSG00000204103,0.0,0.3393259,0.37475148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14975849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164713,0.0,0.4843327,0.42636967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129226,0.0,0.47747332,0.5583474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100911,0.0,0.0,0.32769614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56964153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163660,0.0,0.0,0.21122333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14255323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20770565,0.0,0.0,0.0
ENSG00000167874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86269873,0.0,0.0,0.70815367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5273491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204389,0.0,0.92218864,2.0153008,0.0,0.0,0.38844028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69086146,1.4376056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65398306,0.0,0.0,0.0,0.0
ENSG00000099139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50430965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36910874,0.0,0.0,0.0
ENSG00000054523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549145,0.0,0.0,0.0
ENSG00000125772,0.0,0.21199192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4291674,0.36275023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0998616,0.6990697,0.0,0.34432453,0.0
ENSG00000011566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16459915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37381095,0.47347516,0.0,0.0,0.0
ENSG00000182463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6501613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23006532
ENSG00000249797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1775959,0.0,0.0,0.0,0.0,0.0,0.0,0.60359454,0.26707745,0.0,0.0,0.0
ENSG00000213088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0307037
ENSG00000129422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38496232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32615486,0.0,0.0,0.0
ENSG00000161016,1.2868387,1.3552444,1.3112457,0.0,1.0352395,1.9026669,0.0,1.1535535,0.0,0.45879695,1.3038802,0.0,0.0,0.0,0.0,0.0,0.9953618,0.62733096,0.91422987,1.01613,0.0,0.0,0.0,0.0,0.0,0.0,1.3342744
ENSG00000186314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48790032,0.24140096,0.0,0.0,0.0
ENSG00000100412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27570003,0.0,0.0,0.0
ENSG00000054654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14074762,0.0,0.0,0.63767487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664707
ENSG00000104325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23292285,0.0,0.0,0.0
ENSG00000183580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8628605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023418,0.53130174,0.0,0.35396135,0.0
ENSG00000184349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61904204,0.5368932,0.0,0.0,0.0,0.0,0.7858385,0.0,0.0,0.0,0.0,0.58431405,0.69429773,0.0,0.0,0.0
ENSG00000126777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33510688,0.0,0.1306769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38719642,0.5392397,0.0,0.0,0.24361844
ENSG00000159403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8385005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16009644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002586,0.0,0.0,0.0,0.0,0.5388599,0.0,0.0,0.0,0.0,0.0,0.4559717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60007036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534555,0.0,0.0,0.0
ENSG00000112782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41046122,0.0,0.0,0.0
ENSG00000065978,0.0,0.6409123,0.81550366,0.0,0.0,0.6560256,0.0,0.57951385,0.0,0.0,0.59639966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54099435,0.0,0.0,0.0,0.0,0.0,0.0,0.5046414
ENSG00000033327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27261147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5472677,0.0,0.0,0.0
ENSG00000058866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4024256,0.0,0.0,0.0
ENSG00000170558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70351535,1.0969137,0.0,0.0,0.0
ENSG00000129538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31192,0.0,0.38611466,1.4434643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6193423
ENSG00000143324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279309,0.0,0.0,0.0
ENSG00000129657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7070436,0.0,0.0,0.6703447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182866,0.0,0.0,0.0,0.0,0.44806895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000030582,0.0,0.55994415,0.43243888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150459,0.0,0.0,0.15071914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000282917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66998774,0.0,0.0,0.0,0.0
ENSG00000231389,0.39680845,0.0,0.6876751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66207904
ENSG00000112419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30952513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140264,0.60571074,1.4071152,1.4075876,0.0,0.8860398,0.9244067,0.0,0.92029095,0.0,0.0,1.0204549,0.0,0.0,0.0,0.0,0.0,1.080895,0.0,1.2371249,1.2086382,0.0,0.0,0.0,0.0,0.0,0.0,0.8450678
ENSG00000169372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064505,0.5063735,0.0,0.0,0.0
ENSG00000092820,0.0,0.3472216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6745385,0.0,0.40863794,0.45179957,0.42578167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23198831
ENSG00000184557,0.0,0.2473434,0.24564523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24606316,0.0,0.0,0.0
ENSG00000167004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36921525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0962358,0.0,0.0,1.6567652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4552709,0.0,0.0,0.0
ENSG00000083845,1.0192976,0.69881,0.7602395,0.0,0.72976995,1.6382259,0.0,0.42203394,0.0,0.0,0.72835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857939,0.0,0.0,0.0,0.0,0.0,0.0,0.82028604
ENSG00000104879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27770603,0.0,0.0,0.0
ENSG00000170153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2506518,0.56391543,0.0,0.0,0.0
ENSG00000105401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45564798,0.0,0.0,0.38875255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31652105
ENSG00000167588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000051523,0.9507829,1.6069553,1.5618147,0.69673973,0.9570768,0.70668906,0.0,0.0,0.62903094,0.0,0.0,0.0,0.0,0.0,0.20328152,0.0,1.1912608,0.0,1.3223884,1.5187275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000017427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168209,0.0,0.0,0.26656562,0.0,0.0,0.38534564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65072036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100292,0.0,0.0,0.23656943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169564,0.0,0.57229173,0.42620552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198712,2.0068495,2.8902512,2.628486,1.9845116,1.8241355,2.195994,1.073723,2.2833066,1.1038227,1.4967746,2.172944,1.008873,0.0,0.0,1.0743707,0.0,2.3685641,0.8691863,3.0043778,2.2768092,0.0,0.0,0.0,0.0,0.83045,1.154312,1.9248705
ENSG00000064989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397344
ENSG00000085265,0.0,1.0860825,0.9590648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30405375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28390422,0.0,0.0,0.0
ENSG00000092841,0.50497353,1.5680807,1.350179,0.0,0.91867113,0.83313036,0.0,1.3693097,0.3401054,0.813848,1.2976764,0.0,0.20031041,0.0,0.0,0.0,1.0036696,0.5139921,1.2402353,1.1720699,0.0,0.0,0.0,0.0,0.9493348,0.0,1.1203151
ENSG00000169692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54962915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82757175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29138786,0.38922182,0.0,0.0,0.0
