,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
SNX18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44153532
ESM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6589034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMK,0.0,0.0,0.0,2.8491673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,2.3080392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5303066,2.1816454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP1,1.8364558,0.0,0.0,0.0,0.0,2.169275,0.0,0.0,0.0,0.0,2.9401286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20131765,2.3666706,2.1655931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34133062
IL6ST,1.6951401,0.0,0.0,0.0,0.3924876,0.64667046,0.7931889,0.0,0.0,0.0,2.2498767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007872,1.4336234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40784585
GPBP1,0.0,0.0,0.0,0.0,0.62855035,0.0,0.8849832,0.0,0.840117,0.0,0.0,0.0,0.0,0.54316616,0.4846351,0.0,0.0,0.0,0.0,0.0,0.0,0.09893307,0.0,0.0,0.7429322,0.0,0.0,0.0,0.0,0.0,0.0,0.5814923
GAPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0952164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.0,0.0,0.0,0.0,0.21260782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PART1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77974516,0.0
SMIM15,0.0,0.0,0.0,0.0,0.24792606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SREK1IP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.897701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SREK1,0.0,0.0,0.0,0.0,0.6676589,0.0,0.6947776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64972186,0.0,0.0,0.0,0.0,0.0,0.0,0.5335184
MAST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61623263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.4679912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGD4,0.0,0.0,0.0,0.0,0.8416992,0.0,0.6965369,0.0,0.5370547,0.0,0.0,1.8519688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44029722,0.0,0.0,0.0,1.064357,0.90428126
AK6,0.0,0.0,0.0,0.0,0.21537726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDP1,0.0,0.0,0.0,0.0,0.0,0.0,0.48010558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47845048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1487488,0.0,0.0,0.0,0.0,0.0,0.79923564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNPO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36961716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTF3,1.7024406,1.9279557,2.0259457,1.975276,1.7880193,1.9650079,1.8879106,2.014037,1.8839693,2.7680233,1.5171118,2.2439852,2.2771125,2.085679,2.195807,0.0,2.0818644,2.0723212,1.8645937,2.0416865,0.0,2.5466857,1.7011575,1.897701,2.2064528,1.6710577,1.8757806,1.8263296,1.4781138,2.09654,1.9950413,2.0716639
HEXB,0.0,0.0,0.0,0.0,0.113475874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6273155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSA2,0.0,0.0,0.0,0.0,0.67811847,0.0,0.84163225,0.0,0.64531964,0.0,0.0,0.0,0.0,0.72742665,0.6626791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076199,0.0,0.528452,0.0,0.0,0.0,0.71085584,0.8840804
IQGAP2,0.0,0.0,0.0,0.0,0.28037784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1206964,1.2362267,0.0,0.0,0.0,0.0,0.0,1.1020238
F2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0475678,0.0,0.0,0.0,0.0,0.0,0.0
CRHBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4573097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6556325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCA,0.0,0.0,0.0,0.0,1.3507739,0.0,1.5148933,0.0,1.3752518,1.9359334,0.0,1.5110061,1.1445123,1.1609554,0.98542726,0.0,0.3739584,0.7959497,0.0,0.0,0.0,1.2441857,0.0,1.1373984,1.2656415,0.0,1.2545526,1.3473926,1.3540184,1.8178566,1.3829288,1.6378735
BHMT2,0.0,0.0,0.0,0.0,0.36286744,0.0,0.13523057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4935198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9544269,2.4388847,0.0,0.0,0.0
SERINC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKMT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111191,0.0
RPS23,3.0103438,3.83088,3.397451,3.1914477,3.1559916,3.0477026,3.1394596,2.9368918,3.0468855,3.3235807,2.525401,3.463742,3.385784,3.426757,3.688188,3.395127,3.592439,3.0146434,3.0680382,3.3766208,0.0,3.7187824,2.9634917,3.093719,3.948164,1.9777756,2.856061,3.2580965,3.1190095,3.25002,3.3045118,3.5139284
TMEM167A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79013926,0.73435074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44264776
VCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2425728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7C,1.900357,2.1668756,2.289284,2.176171,2.9051423,1.9924014,2.430994,2.8261423,2.5767422,2.2629275,1.7736654,3.8588047,2.1302037,2.4390438,2.2103677,1.7011575,2.8403888,2.0053644,2.073688,2.2052658,0.0,3.0903802,1.9093615,2.0116491,2.3167062,2.0634205,2.7367487,3.2973788,3.2824523,3.5953238,3.2008348,3.170936
CCNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3161235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2C,1.2796497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58978474,0.86468434,0.0,0.0,0.9745192,0.0,0.0,0.0,0.0,1.1264337,0.0,1.6879402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.43996698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB3,0.0,0.0,0.0,0.0,1.0626807,0.0,0.432782,0.0,0.361032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81330955,0.0,0.0,0.0,0.0,0.72618484
GLRX,0.0,0.0,0.0,0.0,0.6570135,0.0,0.0,1.3166088,0.0,0.0,0.0,1.2263027,0.8792522,0.9900362,0.4135677,0.0,0.0,0.0,0.0,0.0,0.0,0.79764605,0.0,0.0,0.0,0.0,0.0,1.8774934,1.8767903,1.8418267,0.96992,0.61198896
ENSG00000153113,0.0,0.0,0.0,0.0,0.56344604,0.0,1.1526781,0.0,0.82784164,0.0,0.0,0.0,1.0545065,0.8725276,0.0,0.0,0.0,0.6671967,0.0,0.0,0.0,0.31435683,0.0,1.3252681,0.0,0.0,0.73712337,0.0,0.0,0.0,0.0,0.0
CHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6514963,0.62708414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7312063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM174A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36702868,0.0
ENSG00000224032,0.0,0.0,0.0,0.0,0.50690985,0.0,0.5354016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44383204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53232616
SRP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33359835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REEP5,0.0,0.0,0.0,0.0,1.071121,0.0,0.97676563,0.0,1.1652167,0.0,0.0,0.0,0.0,0.73661375,0.54208434,0.0,0.0,0.0,0.0,0.0,0.0,0.5401187,0.0,0.0,0.33359835,1.184205,1.4996903,0.0,0.0,0.0,1.1629676,1.4999557
TMED7,0.0,0.0,0.0,0.0,0.0,0.0,0.42761308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9835706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP3S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0057285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B4,0.0,0.0,0.0,0.0,0.20686486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40303
SNX2,0.0,0.0,0.0,0.0,0.61198896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7216148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7168169,0.0,0.75308096,0.0,0.0,0.0,0.0,0.48548377
PPIC,0.0,0.0,0.0,0.0,0.70938355,0.0,0.13523057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5338976,0.0,0.0,0.0,0.0,0.0,0.0,0.41238272,0.0
ALDH7A1,0.0,0.0,0.0,0.0,0.20686486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTXN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3220309,0.0,0.0,0.0,0.0
HINT1,1.563396,1.6679096,1.8916999,1.8099042,1.9018098,1.7391728,2.2065692,2.0865614,2.262188,2.4455347,1.4879887,2.6939702,1.1860106,1.2279704,1.7752008,0.0,1.4306778,1.6545194,1.5677383,1.6030722,0.0,2.5617385,1.5105462,1.6841538,2.2348862,1.9777756,1.990196,2.7393563,2.618163,2.435553,1.9971564,2.0700486
CDC42SE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6659026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648513,0.0,0.0,0.0,0.0,1.2890009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD50,0.0,0.0,0.0,0.0,0.4163186,0.0,0.43670294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRQ,1.0668513,0.0,0.0,0.0,2.0915222,0.0,1.6686954,2.022524,1.7779701,0.0,1.1990488,3.1998305,1.3237486,1.5045248,1.3333389,0.0,1.68282,1.3603894,1.3737886,1.2814419,0.0,2.3070087,0.0,1.5349294,1.288018,1.6675608,1.7226847,2.8079755,2.7609472,2.8013368,2.4807916,2.232477
AFF4,0.0,0.0,0.0,0.0,0.56344604,0.0,0.6494831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf15,0.0,0.0,0.0,0.0,0.59163463,0.0,0.43368918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6018481,0.0,0.0,0.0,0.0,0.0
VDAC1,0.0,0.0,0.0,0.0,1.5457308,0.0,1.0093702,1.2247363,0.723567,0.0,0.0,1.9612978,0.0,0.6270029,0.5490716,0.0,0.0,0.0,0.0,0.0,0.0,0.18732542,0.0,0.0,0.34719977,0.0,0.9336971,0.0,0.0,1.6467795,1.5717055,1.7310324
SKP1,1.563396,1.5864791,1.7567995,1.7814181,2.2144756,1.6357069,1.9416668,1.9883103,2.0908303,1.1112541,1.7960572,2.5511436,1.2663882,1.4290193,1.3722625,0.0,1.2131875,1.8875993,1.6063251,1.5550928,0.0,1.8526859,1.597702,1.8476254,1.6324408,2.5128818,2.1339555,1.8774934,1.9526259,2.7475207,2.1635284,2.1496089
PPP2CA,0.0,0.0,0.0,0.0,0.50450647,0.0,0.45174047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6770023,0.0,0.0,0.0,0.0,0.0,0.0,0.44042858
UBE2B,0.0,0.0,0.0,0.0,0.85255116,0.0,0.6652068,0.0,0.5479882,0.0,0.0,0.0,0.5613618,0.6277756,0.4577183,0.0,0.0,0.0,0.0,0.0,0.0,0.34253022,0.0,0.0,0.8390555,0.0,0.45603818,0.0,0.0,0.0,0.43784195,0.94678557
CAMLG,0.0,0.0,0.0,0.0,0.4011782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4930911,0.0,0.0,0.0,0.0,0.44153532
DDX46,0.0,0.0,0.0,0.0,0.39571422,0.0,0.5214591,0.0,0.41097057,0.0,0.0,0.0,0.0,0.0,0.3810451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88688326,0.33359835,0.0,0.4930911,0.0,0.0,0.0,0.0,0.6454174
C5orf24,0.0,0.0,0.0,0.0,0.5311393,0.0,0.2223745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROH2A1,0.0,0.0,0.0,0.0,0.5311393,0.0,0.39836636,0.0,0.3764598,0.0,0.0,0.0,1.3567415,1.1812228,1.0763118,0.0,0.0,0.0,0.0,0.0,0.0,0.46577597,0.0,0.0,1.1347936,0.0,0.45603818,0.0,0.0,0.0,0.0,0.69570696
CXCL14,0.0,0.0,0.0,0.0,0.0,0.0,0.8267804,1.6971401,1.4168003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3322182,0.0,0.0,0.0,0.0,0.0,2.3918567,2.6202278,0.0,0.0,0.0
TGFBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5779832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4691384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA0,0.0,1.4439248,0.0,0.0,1.0900201,0.0,0.85489833,0.0,0.4582942,0.0,0.0,0.31222734,0.0,0.5942592,0.7776366,0.0,0.912919,0.738663,1.056889,0.0,0.0,0.83200943,0.0,0.0,1.5773289,1.1911765,0.61674047,0.0,0.0,0.0,0.85513,0.91702634
FAM53C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39760795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR1,0.0,0.0,0.0,0.0,2.380672,0.0,2.1381412,0.0,1.6479881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0379492,1.6795238,0.0,0.0,0.0,0.0,0.0,1.1319579,0.0,0.891696,0.6471745,0.0,0.0,0.0,0.5455961,1.4170187
ETF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71302116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA9,0.0,0.0,0.0,0.0,0.835586,0.0,0.43784446,0.0,0.0,0.0,0.0,1.2727582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7501235,0.0,0.0,0.6770023,0.0,0.6371529,0.0,0.0,0.0,0.82049215,0.94678557
CTNNA1,0.0,0.0,0.0,0.0,0.5369017,0.0,0.7898073,0.0,0.5481967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8630698,0.0,1.184205,0.4930911,0.0,0.0,0.0,0.0,0.40303
PAIP2,0.0,0.0,0.0,0.0,0.72533196,0.0,0.8475548,0.0,0.62352884,0.0,0.0,0.80630213,0.20630354,0.99179333,0.7485007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818047,0.0,0.6920284,0.0,0.0,0.0,0.613966,0.95051813
MZB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5071251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D2,0.0,0.0,0.0,0.0,0.61114013,0.0,0.82558215,0.0,0.3556808,0.0,0.0,0.0,0.0,0.0,0.58071214,0.0,0.0,0.0,0.0,0.0,0.0,0.181487,0.0,0.0,1.0130033,0.0,0.5801373,0.0,0.0,0.0,0.57309836,0.64993465
CXXC5,0.0,0.0,0.0,0.0,0.7040882,0.0,0.16422093,0.0,0.57236886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507527,0.0,0.0,0.0,0.0,0.5098675
PURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12907685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTM1,0.0,0.0,0.0,0.0,2.1261818,0.0,1.3253798,0.0,2.0271652,0.0,0.0,2.9863987,0.0,0.0,0.0,0.0,0.0,0.9745192,0.0,0.0,0.0,1.5598426,0.0,0.8137181,0.7168169,0.0,2.169365,1.582012,1.5635452,2.7575235,2.358931,2.128526
PFDN1,0.0,0.0,0.0,0.0,0.24792606,0.0,0.8365847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1643467
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5059574,0.0,0.0,2.3649213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA2,0.0,0.0,0.0,0.0,1.3094398,0.0,1.0700939,0.0,1.1050911,0.0,0.0,1.7801723,0.61729383,0.951444,0.88688326,0.0,0.0,0.0,0.0,0.0,0.0,1.2508394,0.0,0.0,0.741012,0.0,1.0080144,0.0,1.0322967,1.5797209,1.2717984,1.30792
IK,0.0,0.0,0.0,0.0,0.61114013,0.0,0.573023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90419376,1.0138097,0.0,0.0,0.0,0.0,0.0,0.0,0.57837963
ZMAT2,0.0,0.0,0.0,0.0,0.5419294,0.0,0.09103928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173691
TAF7,0.0,0.0,0.0,0.0,0.5467479,0.0,0.9952431,0.0,0.42180425,0.0,0.0,0.0,0.0,0.0,0.59368503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96275777,0.7193963,1.1536269,0.0,0.0,0.0,0.0,0.0,0.66867816
NDFIP1,0.0,0.0,0.0,0.0,1.2858664,0.0,0.9349198,0.0,0.9367152,0.0,0.0,0.4616626,0.0,0.657775,0.0,0.0,0.0,0.8208482,0.0,0.0,0.0,0.59024787,0.0,0.7637895,0.0,0.0,1.3945031,0.0,0.0,0.0,1.2933023,1.3592057
FGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9655356,0.0,0.0,0.0,0.0,0.0,0.0
NR3C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1422634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
