,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
GNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845635025731979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAP20,0.0,0.0,0.0,0.0,0.8882069049342987,0.0,0.8782324233362752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.8732647492039588,0.0,0.0,0.0,0.8425991477504853,0.8658315827769618
RER1,0.0,0.0,0.0,0.0,0.8255895126250482,0.0,0.7741935483870968,0.0,0.8039150910992776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7909990010722991,0.0,0.0,0.8516910268414405,0.0,0.834651610543651,0.0,0.0,0.0,0.8355241860112836,0.8276886343955994
PRDM16-DT,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748164530723326,0.0,0.0,0.0,0.0,0.0
SMIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.0709320402914478,0.16031901682576827,0.1081743509538712,0.06753978229338123,0.08059428007371965,0.10706438172248102,0.12140529386458858,0.10394970447786393,0.09022640989672753,0.10911511028966596,0.06451612903225806,0.20563179831351003,0.13793793416792346,0.10467955950767763,0.14950966450475878,0.06497683640449278,0.15347813406298239,0.07198186266806818,0.07204157498575026,0.08977808106330133,0.0,0.17035088423759706,0.06985850103439824,0.13413916095610587,0.15562848314162223,0.0,0.06833929400290212,0.10804256123881187,0.09957766725170997,0.12200993876303395,0.10744684934616089,0.16412480800382553
CAMTA1,0.0,0.0,0.0,0.0,0.7854624525193246,0.0,0.8183458928138979,0.7862674843880438,0.7734379826053497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614563934264644,0.0,0.0,0.7419354838709677,0.0,0.7639296285567745,0.0,0.0,0.0,0.7760534324953633,0.7573196638015008
PARK7,0.0,0.0,0.0,0.0,0.34515087642977316,0.30937876816718807,0.3630818666950349,0.29381146354060017,0.38510247392039143,0.0,0.0,0.494033892308512,0.2903225806451613,0.3118279691665403,0.3236369644441912,0.0,0.31414348463858327,0.322340399988236,0.341720292645116,0.3167098222240325,0.0,0.40157875899345646,0.0,0.293230822009425,0.5068308134232798,0.46706934705857306,0.3436778533843256,0.46706934705857306,0.345555018994116,0.5291261115381795,0.44350412391847177,0.4209444945858371
ERRFI1,0.0,0.0,0.0,0.0,0.0,0.0,0.9811608810578624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RERE,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.9369896073495189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9626326849383693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.0,0.0,0.0,0.0,0.491903878027393,0.3225806451612903,0.4680561269483259,0.3960278207255948,0.5385966108691308,0.0,0.0,0.426787136062499,0.395612403269737,0.4163115293748917,0.40282461720128215,0.0,0.3402798810312825,0.32916835431129704,0.37947833153509325,0.3758625618873104,0.0,0.3791752976755942,0.0,0.35347231165055304,0.3292072819125268,0.0,0.6328756886143838,0.45259038094551335,0.40921096647939376,0.6196192214565892,0.4008063116381245,0.44231833373346635
SLC25A33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547669983679249,0.972196057919533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9887780220277848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EFHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9803885586800114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UQCRHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.9722468929906045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRARP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CLCNKA,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482063631857595,0.9371327507880426
CLCNKB,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480765038920987,0.9405913756739709
SDHB,0.0,0.0,0.0,0.0,0.811851353414597,0.0,0.7741935483870968,0.0,0.7894654812351349,0.0,0.0,0.9015031533856546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8155352280985925,0.0,0.0,0.82875249655016,0.0,0.0,0.0,0.0,0.0,0.8528680282254373,0.8411715069124776
ALDH4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AKR7A2,0.0,0.0,0.0,0.0,0.8563024863120048,0.0,0.8064516129032258,0.0,0.8340325240165957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8202909750323142,0.0,0.0,0.876425447002534,0.0,0.0,0.954421874015562,0.0,0.0,0.0,0.836038141481338
CAPZB,0.0,0.0,0.0,0.0,0.49373422707280806,0.0,0.4602104194702641,0.0,0.45161290322580644,0.7797137652674029,0.0,0.5757598973089649,0.4891478669258856,0.6359960763685165,0.5493252738829582,0.0,0.0,0.4785207336948764,0.5997298167597863,0.4900529749931828,0.0,0.48639613774514967,0.0,0.4550511721641787,0.526014885594768,0.5723286059594923,0.45575521646007416,0.0,0.0,0.0,0.48854357388711744,0.5290390156930492
MICOS10,0.0,0.0,0.0,0.0,0.6165829704653832,0.0,0.5297142536409439,0.4948423427920188,0.5158370867852242,0.0,0.0,0.7443109039337404,0.5077645086473034,0.5545338257666557,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.49051102707462924,0.0,0.5023127544310785,0.48612260818481445,0.546353199789601,0.6149926685517834,0.5606055817296428,0.0,0.6767264623795787,0.6437989357979067,0.6484801634665458
NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.9804374421796491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,0.0,0.9177312562542577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8813726056006647,0.0,0.0,0.0,0.0,0.9218472703810661,0.0,0.0,0.0,0.8709677419354839,0.8822398608730685
CDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9852130028509325
DDOST,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9636051174133055,0.0,0.0,0.0,0.0,0.0,0.0,0.9456499430441088
HP1BP3,0.0,0.0,0.0,0.0,0.7758995736798933,0.0,0.7879904104817298,0.0,0.7395825789820764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503953922179437,0.0,0.0,0.0,0.7096774193548387,0.0,0.7801497444029777,0.7264764020519872,0.0,0.7575049035010799,0.0,0.0,0.0,0.7605641388124035,0.7463707635479588
ECE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPG2,0.9230747645901095,0.0,0.0,0.0,0.0,0.9123069874701961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340729040484275,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42,0.0,0.0,0.0,0.0,0.4527988049291795,0.4256038550407656,0.4485267650696539,0.0,0.4318327730701816,0.0,0.5479317422836057,0.0,0.6239448747327251,0.6226830136391425,0.4745028653452473,0.0,0.43021698728684454,0.4594021016551602,0.5795309062927,0.5534802752156411,0.0,0.5067648060860173,0.4801551603501843,0.5599175076330861,0.44888352194140035,0.0,0.5050997791751739,0.0,0.0,0.0,0.41935483870967744,0.4496092123370017
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9896087973348556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.9890592290509131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPR,0.0,0.0,0.0,0.0,0.8703242098131487,0.0,0.8821932808045418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8538323429323011,0.8874811491658611,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.8846808671951294
TCEA3,0.0,0.0,0.0,0.0,0.9404430697041173,0.0,0.9461194392173521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419
ID3,0.8136071235902848,0.0,0.0,0.0,0.0,0.7736725153461579,0.0,0.0,0.0,0.7443672976186199,0.792678508066362,0.0,0.0,0.0,0.0,0.0,0.0,0.8628801011270092,0.0,0.0,0.0,0.7096774193548387,0.7903022516158319,0.752802962257016,0.0,0.0,0.0,0.0,0.0,0.0,0.7371407785723286,0.7792417464717742
RPL11,0.04708834809641684,0.20362745946453464,0.1529220054226537,0.10480628667339202,0.0494284572139863,0.06692716959984071,0.0606074910010061,0.06647776788280856,0.05569458584631643,0.14594830620673396,0.03769847269981138,0.17970542561623357,0.11342352051888743,0.10990964789544383,0.11987728072750953,0.09003237370521791,0.1487867582228876,0.04038973969797934,0.06907119289521248,0.11220281354842647,0.0,0.13727225988141953,0.04428240368443151,0.058151798863564766,0.13773671657808365,0.03225806451612903,0.03908282710659888,0.06031835848285306,0.05713302473868093,0.09308731171392626,0.10932656641929381,0.12275191084031135
PITHD1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCA1,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931305954533238,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.0,0.0,0.0,0.9129401118524613,0.0,0.8851079287067536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857463905888219,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.8450062717160871,0.9019699904226488
SRSF10,0.0,0.0,0.0,0.0,0.8264870509024589,0.0,0.8683769664456767,0.0,0.8247692700355284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064516129032258,0.8817673037129063,0.8158270947394832,0.0,0.0,0.0,0.0,0.8172608287103714
SRRM1,0.0,0.0,0.0,0.0,0.7184978262070687,0.0,0.7375346172240472,0.0,0.716413592138598,0.0,0.0,0.0,0.0,0.7273868745373141,0.722563503249999,0.0,0.0,0.0,0.0,0.0,0.0,0.6774193548387096,0.0,0.759178723058393,0.7475055321570365,0.0,0.7461160709781032,0.0,0.0,0.0,0.7008708561620405,0.7397339920843801
CLIC4,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.9456963173804744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643359338083575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,0.0,0.0,0.0,0.0,0.6852302532042226,0.0,0.6785348250019935,0.0,0.7274272864864718,0.0,0.0,0.0,0.6913084099369664,0.698104731498226,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.7226004369797245,0.0,0.7593203033170393,0.0,0.0,0.7018146091891874,0.0,0.0,0.0,0.6908549781768553,0.7519583529041659
RSRP1,0.0,0.5947811488182314,0.5928044396062051,0.0,0.5846695284689626,0.0,0.5708584343233416,0.0,0.5703424715226696,0.0,0.0,0.0,0.0,0.5790250089860731,0.558156878717484,0.0,0.0,0.0,0.6936365846664675,0.5710503843522841,0.0,0.0,0.0,0.5768956811197342,0.6694521692491346,0.5483870967741935,0.5863965422876419,0.0,0.0,0.0,0.5575626338681867,0.6292230698370165
TMEM50A,0.6575431977548907,0.0,0.0,0.0,0.5390324381089979,0.0,0.6029651914873431,0.0,0.5828053893581513,0.0,0.5847122899947628,0.0,0.0,0.5811493819759738,0.5589371900404653,0.0,0.0,0.5182542916267149,0.0,0.0,0.0,0.5178239460914366,0.5734224857822541,0.6756662649493064,0.6084158132153172,0.704233834820409,0.6788570438661883,0.0,0.0,0.0,0.5161290322580645,0.5343167993330187
MTFR1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.8350008130073547,0.0,0.8517053992517533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.8511378322878191,0.9087870717048645,0.8908460928547767,0.8202189937714608,0.0,0.0,0.0,0.0,0.0
ZNF593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL3,0.0,0.5847236744819149,0.6445453090052451,0.6497474024372716,0.49147553982273223,0.5383586056770817,0.4639474576519382,0.0,0.4858307934576465,0.0,0.0,0.0,0.696460856545356,0.6751432668778204,0.5652201598690402,0.0,0.5741468687211314,0.0,0.6378153331818119,0.6663909765981859,0.0,0.5744144358942586,0.0,0.5654501818841503,0.5466451337260585,0.0,0.0,0.0,0.0,0.0,0.45161290322580644,0.45299302954827586
CD52,0.0,0.8486661584146561,0.8378942724197141,0.821883539999685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8173684054805387,0.8368783497041271,0.0,0.0,0.7741935483870968,0.0,0.0,0.8415432091682188,0.0,0.0,0.0,0.0,0.795136724748919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2,0.0,0.0,0.0,0.0,0.5505894460985737,0.0,0.5739005554106927,0.0,0.5021688784322431,0.48808849819244876,0.0,0.0,0.47553312586199853,0.5674055507106166,0.5026678808273808,0.0,0.45161290322580644,0.47741000498494796,0.5300596875529135,0.5072189415654829,0.0,0.5462937047404628,0.0,0.0,0.6085358377425901,0.6002945053961969,0.5064777385803961,0.0,0.0,0.46222547177345524,0.46578419593072706,0.527158462232159
SFN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDC,0.0,0.0,0.0,0.0,0.7878594571544278,0.0,0.7850590886608246,0.0,0.7834790079824386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741935483870968,0.8264620880926808,0.0,0.7874060042442814,0.0,0.0,0.0,0.7836550301121127,0.8070243539348725
NR0B2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASF2,0.0,0.0,0.0,0.0,0.7656749410013999,0.0,0.786155060414345,0.0,0.0,0.0,0.0,0.0,0.0,0.7629598052270951,0.7933650420558068,0.0,0.0,0.8694769432467799,0.0,0.0,0.0,0.7419354838709677,0.0,0.7866497270522579,0.8304920754125041,0.0,0.0,0.0,0.0,0.0,0.0,0.7569010353857472
FGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9763817498760838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9846604274165246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871
STX12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
