author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
CD3+ T-cells,0.618487013628459,0.15698078689136072,0.6630066155349725,3903
CDC1,0.3937764765299053,0.355586654571621,0.556792084029834,25
Cholangiocytes,0.8741470193722106,0.07459914867123009,0.9031425098677799,241
Cycling Myeloid,0.05630114933367831,0.36814296510969047,0.2359448762980823,351
Cycling Plasma,0.6512360755319831,0.15078713019155796,0.6970356896703773,493
Doublet,-0.7747471491898007,0.06875669923836723,-0.7904497072221113,364
Erythrocytes,0.6326751545607743,0.1525400633654288,0.7043624897034136,277
HSC,0.37204077204971897,0.27322542570087116,0.4388703143405363,655
Hepatocytes,0.3544522838299213,0.2652322688772053,0.4452336535883756,7630
KC Like,0.36111305556821927,0.20046224311630223,0.398621764970314,4634
LSEC,0.4455767001520906,0.22139570330833522,0.48746699616020817,7690
Macrophage (MHCII high),0.10671190283680772,0.3057130213340814,0.17747489046938994,2378
Mature B-cells,0.7580558652000724,0.2537503352436399,0.813133465628078,469
Mono-Mac,0.32849770706436876,0.3189885351296862,0.45756934582833897,3376
Myeloid Erythrocytes (phagocytosis),-0.3154502676966963,0.2372796540672788,-0.25256833426183234,70
NK-like cells,0.6836184158105965,0.2917992817722078,0.7753461261603771,1816
Neutrophil,0.5670345405259157,0.2623172198506444,0.6393765500212334,1143
Plasma cells,0.7392975993715077,0.1655938718747506,0.7912832961576529,722
Platelets,-0.41089106361874744,0.2182024156173417,-0.30627978614964746,111
gd T-cells,0.7449513784767564,0.18823696973431817,0.7847765847013637,1777
