,cardiac muscle cell,endothelial cell,fibroblast,leukocyte,mesothelial cell of epicardium,neuron,smooth muscle cell
ZFYVE9,0.8333333333333334,0.0,0.879955005702565,0.0,0.0,0.0,0.0
TUT4,0.24305016639849333,0.022011288413295842,0.13388187845738628,0.0,0.0939669121307495,0.07490504853157581,0.14465916285124847
ZYG11B,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ECHDC2,0.7130354243864626,0.0,0.8059777564383847,0.0,0.0,0.0,0.6666666666666666
SCP2,0.8333333333333334,0.0,0.8544696871133862,0.0,0.0,0.0,0.0
PODN,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TMEM59,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT11,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MROH7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
USP24,0.24537712553535554,0.16666666666666666,0.21542597228438862,0.2892569799306661,0.35356607392889305,0.0,0.19282776749984018
PLPP3,0.6666666666666666,0.7356653126394811,0.6704353855884783,0.0,0.0,0.0,0.0
PRKAA2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FYB2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DAB1,0.6666666666666666,0.0,0.0,0.0,0.749990199586451,0.8506009362766557,0.0
MYSM1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FGGY,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2J2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIA,0.11521934209940671,0.1636477118515822,0.3321406667864426,0.0,0.08459038017058057,0.018055743691754278,0.03591300023137169
TM2D1,0.6666666666666666,0.0,0.728030138514452,0.0,0.0,0.0,0.7240955163734871
PATJ,0.9297910965937618,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
DOCK7,0.5,0.0,0.5306573887977817,0.0,0.0,0.8317298173518665,0.6028424771908447
ITGB3BP,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ROR1,0.8385056382686402,0.0,0.0,0.0,0.0,0.8333333333333334,0.0
RAVER2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JAK1,0.0,0.07290929054211116,0.21115978930083681,0.06210393154759399,0.23037540093399822,0.038835440470112705,0.2172315538612831
AK4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC6,0.0,0.0,0.0,0.0,0.0,0.8461109158056271,0.8333333333333334
LEPR,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PDE4B,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SGIP1,0.0,0.0,0.8333333333333334,0.0,0.9359989146400363,0.0,0.0
MIER1,0.5,0.0,0.5537619499939704,0.0,0.6264107823425259,0.0,0.5878014890249645
SLC35D1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GNG12-AS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WLS,0.7013323694873702,0.0,0.0,0.735337355527856,0.0,0.0,0.6666666666666666
LRRC7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SRSF11,0.0,0.04264495846491273,0.22521949126265225,0.09143728535817569,0.1387883314490218,0.07008086118341834,0.10991879976400735
ANKRD13C,0.6666666666666666,0.0,0.7016736031690777,0.0,0.0,0.0,0.7052409442783381
ZRANB2,0.03349242988291512,0.015026733033811837,0.24027121951497646,0.0,0.13161866533343775,0.0213844258007229,0.09366192237971377
NEGR1,0.0,0.0,0.8333333333333334,0.0,0.0,0.8432624997840055,0.0
FPGT,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TNNI3K,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237324,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GALNAC3,0.0,0.9383673049823381,0.0,0.0,0.0,0.8333333333333334,0.0
ST6GALNAC5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZZZ3,0.17576594397751086,0.15552706171066996,0.2097443388456144,0.022541984668931054,0.0,0.003053327795481305,0.05380368556009855
USP33,0.0,0.06173641618606531,0.22444264435163483,0.060465643483500475,0.06346440430189075,0.12974328043753328,0.04003378681168129
MIGA1,0.8333333333333334,0.0,0.8756902150396456,0.0,0.0,0.0,0.0
NEXN-AS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NEXN,0.8906925633868717,0.0,0.6666666666666666,0.0,0.0,0.0,0.7576782806213648
FUBP1,0.3333333333333333,0.3522862426685049,0.4163536138833746,0.0,0.46144936648569707,0.0,0.38589124403310876
GIPC2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI44L,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IFI44,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ADGRL2,0.8028232597251111,0.6666666666666666,0.0,0.0,0.6963922538024119,0.0,0.0
TTLL7,0.0,0.0,0.6666666666666666,0.0,0.0,0.6953838755484459,0.8389962796654222
PRKACB,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYDE2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
