author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
Bcells,0.572357212457254,0.3684487833657445,0.7171898493354797,1780
CentralHep,0.31655574741664516,0.33589982682475245,0.47402062002251505,15819
Cholangiocyte,0.780249327945986,0.10772471040096769,0.8113101180485246,1934
Erythroid,0.8056986077225403,0.0943722010046459,0.8337022813801187,66
InfMac,0.5988845506896463,0.1368164625923201,0.6488016013406629,1627
InterHep,0.006678617172777287,0.40117524928442666,0.16810600190829314,11059
NKTcell,0.773466173026157,0.21566237198474952,0.8127432874899457,3283
NonInfMac,0.267405441307517,0.2917777931195462,0.37953232041986945,3044
PortalEndo,0.5839979779359424,0.24007885214586375,0.6938091580547726,1558
PortalHep,-0.39000744052288566,0.3155897593091566,-0.35921773097031057,23509
Stellate,0.1185349927866639,0.35201140429047284,0.28993383005631623,3240
cvLSECs,0.379880043799169,0.2581746505980333,0.4935568195635675,6376
