reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,Single-Cell Single-Nucleus and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity,Healthy human liver: integrated,73295,73295,author_cell_type,X_umap,Andrews,Hepatol Commun,2022,10.1002/hep4.1854,https://cellxgene.cziscience.com/collections/44531dd9-1388-4416-a117-af0a99de2294,https://cellxgene.cziscience.com/e/ddb22b3d-a75c-4dd1-9730-dff7fc8ca530.cxg/,caudate lobe of liver,normal,44531dd9-1388-4416-a117-af0a99de2294,5f903fe5-e7ba-4cf2-a8d5-2aa1c951ec1d,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,16f4799d-fe7d-4394-b41b-14e7a93d10a5,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/16f4799d-fe7d-4394-b41b-14e7a93d10a5.h5ad,UBERON:0001117,EFO:0009899 | EFO:0009922,CL:0000071 | CL:0000091 | CL:0000236 | CL:0000623 | CL:0000632 | CL:0000764 | CL:0000863 | CL:0019022 | CL:0019026 | CL:0019028 | CL:0019029 | CL:1000488,PATO:0000461,HsapDv:0000226 | HsapDv:0000266,PATO:0000383 | PATO:0000384,TRUE,4,"""UBERON:0001117: 73","295""","""EFO:0009922: 43",863; EFO:0009899: 29,"432""","""CL:0019026: 23",liver,liver_Andrews_2022,author_cell_type,12,73295,0.5711792104521152,0.4969573463874796,0.3464900950515158,6,4,2,0.6871698943661971,0.6335458439601713
