clusterName,NSForest_markers,f_score,onTarget,precision,recall
PortalEndo,"['ENSG00000125968', 'ENSG00000261371']",0.5996152201795639,1.0,0.7192307692307692,0.3600770218228498
Stellate,"['ENSG00000160801', 'ENSG00000087116']",0.7159423828125,1.0,0.9474959612277868,0.362037037037037
InterHep,"['ENSG00000084110', 'ENSG00000146678', 'ENSG00000052802', 'ENSG00000130164']",0.4190924538287974,1.0,0.4845410628019324,0.2720860837327064
CentralHep,"['ENSG00000198099', 'ENSG00000108924', 'ENSG00000160868']",0.5618444875789061,0.6466763019561768,0.6057861413999297,0.4354889689613755
PortalHep,['ENSG00000163586'],0.4366415614905448,0.3635670244693756,0.4374248927038626,0.433536092560296
Erythroid,['ENSG00000188536'],0.7861635220125787,1.0,0.7936507936507936,0.7575757575757576
NonInfMac,"['ENSG00000038945', 'ENSG00000177575']",0.6871698943661971,0.7953760623931885,0.8266048974189278,0.4103153745072273
InfMac,"['ENSG00000143546', 'ENSG00000163220']",0.6992316136114161,1.0,0.8702185792349727,0.3915181315304241
NKTcell,"['ENSG00000133639', 'ENSG00000149273']",0.4862158825949801,0.7631241083145142,0.7075848303393214,0.2159610112701797
Cholangiocyte,"['ENSG00000196975', 'ENSG00000170927']",0.8062930186823992,1.0,0.944337811900192,0.5087900723888314
cvLSECs,"['ENSG00000145708', 'ENSG00000136011']",0.7707942464040025,1.0,0.9235092101155168,0.4639272271016311
