,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Epithelial cell,Fetal epithelial progenitor,Intercalated cell,Loop of Henle,Macrophage,Mast cell,Monocyte,Neutrophil,Proximal tubule progenitor,Sinusoidal endothelial cell,Smooth muscle cell,Stromal cell,T cell,Ureteric bud cell
ENSG00000119888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99674803,0.0,0.0
ENSG00000198918,3.0637722,2.7600837,0.0,2.3790276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118181,3.6083915,2.4720006,0.0,2.2862372,0.0,0.0,1.3331584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.438585,2.5158048,0.0
ENSG00000205542,5.2907214,0.0,0.0,5.173248,0.0,0.0,4.8894987,2.9678564,0.0,0.0,0.0,0.0,5.173766,2.7353797,5.222148,5.3641777,0.0,0.0,0.0,0.0,5.260464,0.0
ENSG00000128609,0.0,0.0,0.0,0.0,0.0,0.0,1.1194087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090382,3.2273626,0.0,0.0,3.1117039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3271077,0.0,3.575773,4.659893,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5678883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6961327,0.0,0.0
ENSG00000134248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1864293,0.0,0.0,0.0,0.0,0.0
ENSG00000090266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0250893,0.0,2.4925957,1.6370404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983457
ENSG00000011422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6073318,0.0,0.0,0.0,0.0,2.9539628,0.0,0.0,0.0,0.0
ENSG00000107796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.133521,0.0,0.0,0.0
ENSG00000088832,0.0,0.0,0.0,0.0,0.86919975,0.0,1.1194087,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9678564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0275393,0.0,0.0,0.0,0.0,0.0
ENSG00000169100,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7644238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100453,0.0,2.9712477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000089220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4315968,0.0,0.0,2.3636117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.078508
ENSG00000128016,0.0,0.0,0.0,0.0,0.0,2.913524,0.0,3.0145464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118523,0.0,0.0,0.0,0.0,0.0,0.0,1.2832137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102804,0.0,0.0,0.0,0.0,2.841068,2.1187396,2.587935,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1189113,2.5686388,0.0,0.0
ENSG00000124172,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,2.9678564,0.0,0.0,2.3540716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000084207,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,3.456266,2.003975,3.1591141,2.3030813,2.6852047,0.0,0.0,0.0,0.0,0.0,0.0,2.336903,0.99674803,0.0,2.9306064
ENSG00000162704,0.0,0.0,0.0,0.0,0.0,0.0,2.616372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145425,0.0,3.700448,0.0,2.9904704,0.0,0.0,1.4303703,0.0,1.7863636,2.8383827,2.1975803,0.0,2.236574,0.0,2.2740207,0.0,0.0,0.0,2.527481,2.9854517,3.038826,0.0
ENSG00000213719,0.0,1.2062845,0.0,0.0,0.0,0.0,0.0,2.9678564,0.0,0.0,0.0,0.0,0.0,2.090886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9118915,0.0,0.0,0.0
ENSG00000186468,3.0637722,3.666525,0.0,3.2564974,0.0,2.617869,3.0645275,0.0,2.719606,0.0,2.6381292,2.3472013,2.8955812,3.1796045,2.9053237,2.4827166,0.0,0.0,0.0,3.1073484,3.190889,0.0
ENSG00000137575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.460156,2.3908093,0.0,0.0,0.0,2.6776004,0.0,0.0,0.0,0.0
ENSG00000131469,3.0637722,3.321058,0.0,2.7595615,0.0,0.0,0.0,2.8545496,0.0,0.0,0.0,0.0,1.6924223,0.0,2.194385,0.0,0.0,3.620698,0.0,2.8423295,2.4660518,0.0
ENSG00000168542,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196531,3.0755208,3.0874312,0.0,2.6521192,2.08532,2.1271577,2.452567,0.0,2.4769714,0.0,2.4369795,2.2403166,2.6131697,2.5929303,2.681394,2.4194155,0.0,2.9539628,0.0,2.4691706,2.6669397,0.0
ENSG00000106066,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092841,3.4535446,0.0,0.0,2.1894517,0.0,2.7651205,2.92451,3.6476192,2.639789,0.0,2.2040088,2.4985523,3.0266051,3.24093,2.4379303,3.414834,0.0,0.0,4.0363646,2.5040293,2.915173,0.0
ENSG00000122566,0.0,0.0,0.0,0.0,0.0,2.1789465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853389,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8734183,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4388847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163131,3.4535446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.010868,0.0,3.1886563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163191,3.0637722,0.0,0.0,0.0,0.0,0.0,0.0,3.634961,0.0,0.0,0.0,0.0,2.1376433,0.0,2.2740207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5770783,0.0,0.0
ENSG00000181163,3.0637722,2.2677922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0094352,0.0,0.0
ENSG00000272398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.634961,1.7409159,0.0,2.7390177,2.9226317,0.0,0.0,0.0,3.0888033,0.0,0.0,0.0,0.0,0.0,2.851694
ENSG00000180353,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7897184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188243,2.9419792,2.661352,0.0,2.0221207,0.0,0.0,0.0,0.0,1.6938705,0.0,2.3895283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404561,0.0,0.0
ENSG00000162366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178726,0.0,0.0,0.0,0.0,0.0,2.104064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100650,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081237,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172809,0.0,2.2620301,0.0,2.6315227,2.6220002,2.451389,0.0,2.8545496,2.2644958,0.0,2.3227668,0.0,2.5843675,2.3773074,2.6225934,0.0,0.0,0.0,0.0,2.5095139,2.899628,0.0
ENSG00000102755,0.0,0.0,0.0,0.0,0.0,1.6756306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125691,3.2273626,3.14884,0.0,2.9561205,2.8427646,2.7163024,2.460034,0.0,2.6082048,0.0,2.7519727,2.4465575,2.8622952,2.9593146,3.040721,0.0,0.0,3.2701943,2.47647,2.964976,2.9944983,0.0
ENSG00000165502,0.0,2.8341994,0.0,2.5407495,0.0,0.0,0.0,2.8545496,2.0874894,1.111254,2.185927,2.2858381,2.3915558,2.7500005,2.5305724,0.0,0.0,2.7512858,0.0,2.594163,2.816801,0.0
ENSG00000108298,3.0755208,3.5726433,0.0,3.1387546,2.8161142,2.163801,2.5099785,3.1790447,2.6073318,2.6081028,2.713668,2.7322755,2.6839328,2.7426293,2.7540352,0.0,3.1864293,3.4007142,2.6076307,3.0938969,3.1158116,3.0108848
ENSG00000132963,2.4162781,0.0,0.0,0.0,0.0,0.0,1.2832137,0.0,1.3042003,0.0,0.0,0.0,1.9869515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7941787,0.0,0.0,1.4723204,1.8882422,2.3502,0.0,0.0,2.209049,0.0,0.0,0.0,0.0,2.4660518,0.0
ENSG00000158710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3348935,0.0,0.0,0.0,0.0
ENSG00000189403,0.0,0.0,0.0,0.0,0.0,0.0,2.296229,0.0,0.0,0.0,0.0,0.0,0.0,2.6008234,0.0,2.1744533,0.0,0.0,0.0,1.0126872,2.373705,0.0
ENSG00000038427,0.0,0.0,0.0,0.0,0.0,0.0,1.2832137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113140,0.0,0.0,0.0,0.0,2.8988404,2.8407748,2.983058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6129038,0.0,0.0
ENSG00000146066,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123349,2.9419792,2.654612,0.0,2.628539,2.6708765,0.0,2.4315968,0.0,2.2810905,2.2774386,2.5620005,2.352779,2.6309242,2.5929303,2.9585705,1.9634287,0.0,2.614342,0.0,2.2317507,2.6776004,0.0
ENSG00000150991,0.0,2.9439976,0.0,0.0,2.776845,0.0,0.0,3.0145464,2.5697627,2.7042289,0.0,2.7222586,0.0,0.0,0.0,0.0,3.250913,3.2701943,0.0,0.0,0.0,0.0
ENSG00000145824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2137446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7019362,0.0,0.0,0.0,0.0,0.0
ENSG00000134531,0.0,0.0,0.0,0.0,3.1847239,0.0,2.5379906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.164761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000034510,4.5082912,0.0,0.0,3.6483858,0.0,0.0,1.7420883,4.0799,0.0,0.0,0.0,0.0,3.4481254,0.0,3.6439853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167460,0.0,0.0,0.0,0.0,0.0,0.0,1.2547767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96247464,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000025708,3.0637722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164096,2.9419792,0.0,0.0,0.0,0.0,0.0,2.4026225,0.0,1.4969426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1663065,0.0,0.0
ENSG00000206503,0.0,1.0296159,0.0,2.4844956,2.8650036,3.010868,2.4315968,2.160399,2.3763583,0.0,2.4204707,0.0,2.5686498,2.715673,2.5305724,2.4582021,0.0,2.97665,0.0,0.0,2.887543,0.0
ENSG00000119801,0.0,2.1643972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133112,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,3.5184834,2.2471006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177954,4.414405,4.0208387,0.0,3.3138676,0.0,0.0,1.1768202,3.456266,0.0,0.0,2.6514962,0.0,2.4961646,2.6322212,3.2204132,0.0,0.0,0.0,0.0,1.6856476,4.466864,0.0
ENSG00000271503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6551776,0.0
ENSG00000109846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.456266,2.7045116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0673594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1695584,0.0,0.0
ENSG00000074800,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4846814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229117,3.0637722,0.0,0.0,0.0,0.0,0.0,0.0,2.8545496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7815995,0.0,0.0
ENSG00000115268,0.0,0.0,1.6588962,2.5043793,0.0,0.0,0.0,2.9801917,1.8406842,0.0,0.0,0.0,2.4246843,2.5929303,0.0,0.0,0.0,0.0,0.0,0.0,2.8257155,0.0
ENSG00000123131,0.0,0.0,1.8176379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120129,0.0,0.0,0.0,0.0,0.0,0.0,2.668189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.010868,2.974969,0.0,0.0,0.0
ENSG00000198242,3.2273626,3.485238,0.0,3.0540965,2.685213,2.663829,2.7635288,2.9678564,2.443672,3.03329,2.6591835,2.510592,2.762058,2.7976685,2.8438175,2.5838628,0.0,2.9539628,2.7992556,3.4144697,3.6230602,0.0
ENSG00000161016,0.0,2.493669,0.0,2.601533,0.0,2.2433233,2.7654011,3.634961,2.2011454,0.0,2.5121527,2.2206755,2.3099985,2.4983497,2.6551776,0.9809248,0.0,0.0,0.0,2.804456,2.6131697,0.0
ENSG00000163106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5929303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000044574,0.0,0.0,0.0,0.0,0.0,0.0,1.1194087,2.8545496,2.8201337,0.0,2.1300933,0.0,0.0,2.36755,0.0,0.98250395,0.0,0.0,0.0,1.2404871,0.0,0.0
ENSG00000115310,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,0.0,2.155829,0.0,3.3959398,1.9891269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6176481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090104,0.0,3.1461742,0.0,3.225041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3835225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110321,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89091444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140319,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,2.9678564,1.8429134,0.0,2.1610785,0.0,0.0,0.0,0.0,1.853389,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228474,0.0,2.1178954,0.0,0.0,0.0,0.0,0.0,0.0,2.003975,0.0,2.4355497,2.0592318,0.0,2.5151672,0.0,0.89091444,0.0,2.6776004,0.0,0.0,0.0,0.0
ENSG00000105374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.423902,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2044678,0.0,0.0,0.0
ENSG00000074803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0474086
ENSG00000115541,0.0,1.0457611,0.0,2.0521047,0.0,0.0,0.0,0.0,2.7123542,0.0,2.6903114,2.316564,0.0,0.0,2.6941612,0.0,0.0,2.7512858,0.0,0.0,0.0,0.0
ENSG00000204388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7403724,0.0,0.0,0.0,0.0
ENSG00000164949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8156567,0.0,0.0
ENSG00000127951,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5947233,0.0,2.3861601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1998978
ENSG00000143933,0.0,0.0,0.0,0.0,0.0,0.0,1.1194087,3.1790447,0.0,0.0,2.6866913,2.1772108,2.129766,0.0,1.7118617,2.1560032,0.0,0.0,3.1117039,2.5095139,0.0,0.0
ENSG00000138772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8718393,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008988,0.0,3.141931,0.0,2.7806349,0.0,2.6826625,2.713584,0.0,2.4890423,0.0,2.5402029,0.0,2.6864786,2.9147124,2.3997154,2.2735562,0.0,0.0,2.5503411,2.964976,3.3515942,0.0
ENSG00000165672,0.0,0.0,0.0,0.0,0.0,0.0,1.1194087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000063177,2.4162781,2.8036923,0.0,2.5852175,2.6695175,0.0,0.0,0.0,1.7791631,0.0,2.1237473,0.0,2.032258,2.490366,2.519998,0.0,0.0,2.7403724,0.0,2.5095139,2.7032104,0.0
ENSG00000103363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96247464,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5964026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164924,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9872289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109475,3.7332869,3.4070442,2.6877544,2.7525454,0.0,0.0,1.1194087,4.196697,2.5726452,0.0,2.3219378,0.0,2.4134946,2.8311238,2.519998,0.0,0.0,0.0,3.028008,1.1695584,3.166625,0.0
ENSG00000243147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9678564,0.0,0.0,1.4753885,1.995965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106803,0.0,2.6311183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6934768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.526327,0.0,2.5532148,2.2408795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7355107,0.0,2.407036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170315,0.0,0.0,0.0,0.0,0.0,0.0,1.3350308,0.0,2.540472,0.0,2.9465256,2.1651673,0.0,2.7097359,0.0,0.0,0.0,0.0,2.9005334,0.99674803,0.0,0.0
ENSG00000176485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182899,0.0,0.0,0.0,2.1105728,0.0,0.0,1.1768202,2.8545496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6273441,0.0
ENSG00000121552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3799133,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100234,0.0,0.0,0.0,0.0,0.0,2.5742302,3.3226876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864812,0.0,0.0,0.0
ENSG00000166710,5.323408,3.3714533,3.2055328,4.072075,0.0,4.147356,3.747059,2.9801917,0.0,0.0,2.3519225,0.0,4.51721,2.6237917,4.4416633,0.0,0.0,4.0760965,0.0,0.0,4.604045,0.0
ENSG00000114850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163682,0.0,3.1456676,0.0,2.6202407,0.0,0.0,2.7635288,2.7941787,1.7808049,0.0,2.4918332,1.9639539,0.0,0.0,0.0,0.0,0.0,3.010868,0.0,2.8930268,0.0,0.0
ENSG00000011600,3.0637722,0.0,0.0,2.7891493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.038826,0.0,3.1035366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.193677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134285,0.0,0.0,2.1180959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
