,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Epithelial cell,Fetal epithelial progenitor,Intercalated cell,Loop of Henle,Macrophage,Mast cell,Monocyte,Neutrophil,Proximal tubule progenitor,Sinusoidal endothelial cell,Smooth muscle cell,Stromal cell,T cell,Ureteric bud cell
ENSG00000111229,3.0637722,2.7383685,0.0,2.7381158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7554133,2.6474261,2.7349663,2.4796743,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2539356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6592407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1113727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108518,3.0755208,2.4691458,0.0,2.5284476,0.0,0.0,0.0,2.8545496,0.0,0.0,0.0,0.0,2.3684235,2.3137903,2.4265637,2.3844001,0.0,0.0,0.0,0.0,2.782014,0.0
ENSG00000114391,3.0637722,3.1366453,0.0,2.8440714,2.8827558,2.7163024,2.616372,0.0,2.6656942,2.8785405,2.913524,2.7176223,2.6490505,3.0702279,2.7215946,0.0,0.0,0.0,0.0,3.398685,3.0874224,1.288798
ENSG00000223865,0.0,2.698676,0.0,4.134269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7679136,0.0,2.6763394,0.0,0.0,2.614342,0.0,0.0,0.0,0.0
ENSG00000139644,0.0,0.0,2.095889,0.0,0.0,0.0,0.0,0.0,3.036935,2.827432,2.546413,2.4562483,2.260832,0.0,0.0,1.853389,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143384,0.0,2.1017501,0.0,0.0,2.6805725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9767033,2.090886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173486,0.0,0.0,2.236574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9801917,0.0,0.0,1.538533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008952,0.0,0.0,0.0,0.0,0.0,0.0,1.1194087,0.0,1.7187777,0.0,2.0661256,0.0,1.6207329,0.0,0.0,1.8734183,0.0,0.0,0.0,2.5430546,0.0,0.0
ENSG00000115875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9539628,0.0,0.0,0.0,0.0
ENSG00000240972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609662,1.8165588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174748,3.7332869,2.542726,2.294614,2.8891463,0.0,2.4256234,2.7456546,2.160399,2.4860075,0.0,2.926804,2.059979,2.8242235,2.7136927,2.609662,2.9597287,3.250913,0.0,2.9819746,3.2456176,3.0072045,0.0
ENSG00000073756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6114478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7895753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184557,0.0,0.0,0.0,0.0,0.0,2.8242235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171863,3.0755208,2.8094997,0.0,2.6582577,2.6395254,2.3306916,2.460034,0.0,2.4925957,0.0,2.2846494,2.0791793,2.4700055,2.7136927,2.3997154,0.0,0.0,0.0,0.0,0.0,2.8779912,0.0
ENSG00000197747,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,2.7941787,0.0,0.0,0.0,2.1200356,2.3067355,0.0,0.0,0.0,0.0,0.0,0.0,0.99674803,2.396079,0.0
ENSG00000129636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9678564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1931264,0.0,0.0,0.99674803,0.0,0.0
ENSG00000250722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1489396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1931264,0.0,0.0,2.404561,0.0,0.0
ENSG00000105185,0.0,0.0,0.0,0.0,0.0,0.0,1.1194087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114315,0.0,0.0,0.0,0.0,0.0,2.7905834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9194694,0.0,2.6864786,2.5623686,0.0,0.0,0.0,2.1925526,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8203316,0.0,0.0,3.390266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4788456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3397474,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121966,0.0,3.3390706,0.0,2.484999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8065128,0.0
ENSG00000148180,0.0,0.0,0.0,0.0,0.0,0.0,2.7237957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134107,0.0,0.0,0.0,0.0,0.0,2.0965147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90666556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1014395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1695584,0.0,0.0
ENSG00000165092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4932046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000026025,2.4162781,0.0,0.0,2.4966793,3.0697622,2.5575964,3.072443,3.0145464,0.0,0.0,0.0,0.0,2.8491673,3.1504636,2.1482704,2.855293,0.0,0.0,3.163366,3.4111862,2.5764725,0.0
ENSG00000108821,0.0,0.0,0.0,0.0,0.0,0.0,2.738705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.089387,0.0,0.0,0.0
ENSG00000008517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0853267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000277791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127540,2.4162781,0.0,0.0,0.0,0.0,0.0,1.1768202,0.0,0.0,0.0,2.3474152,0.0,0.0,0.0,0.0,0.89091444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166794,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1822457,0.0,0.0
ENSG00000065518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325549,0.0,1.9527123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0238385,0.0,0.0,0.0
ENSG00000169908,0.0,0.0,0.0,0.0,3.72966,3.0426197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8545496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198668,0.0,0.0,0.0,0.0,2.8101811,2.4680264,2.743782,0.0,1.4841526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7403724,2.8146114,2.5686388,2.6864786,0.0
ENSG00000151418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2568953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170889,3.0637722,2.7609472,0.0,2.792739,2.6670578,2.1543114,0.0,0.0,2.145934,0.0,2.2474766,2.2184827,2.7609472,2.5770872,2.9053237,0.0,0.0,2.3348935,0.0,3.0626574,2.7006152,0.0
ENSG00000113387,2.9419792,1.2271506,0.0,2.0176911,0.0,0.0,1.1194087,0.0,1.5303752,0.0,2.0148816,1.8377872,0.0,2.7210417,0.0,0.0,0.0,2.614342,0.0,0.0,2.5764725,0.0
ENSG00000163734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3192132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0834808,0.0,2.5121527,2.3596954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1842504
ENSG00000166741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0126872,0.0,0.0
ENSG00000237550,0.0,2.4691458,0.0,0.0,0.0,0.0,2.587935,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2404871,0.0,0.0
ENSG00000166681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4188905,0.0,2.213568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8756194
ENSG00000107223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.614342,0.0,0.0,0.0,0.0
ENSG00000143198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9801917,2.3825827,0.0,2.4181395,2.6309242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9801917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3114152,3.250913,0.0,0.0,0.0,0.0,0.0
ENSG00000089009,0.0,3.124662,0.0,2.7749403,2.4805558,2.278727,1.1194087,0.0,2.4091067,0.0,2.9234643,2.5324368,2.5189478,2.8649597,2.7349663,0.0,0.0,2.6776004,0.0,2.587258,3.0974605,0.0
ENSG00000183648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9753652,0.0,2.0430663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000080824,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211897,0.0,0.0,3.0560234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7540352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.0,0.0,0.0,0.0,0.0,0.0,1.1768202,0.0,2.126507,0.0,2.6576407,2.464082,0.0,0.0,0.0,0.0,3.0275393,0.0,0.0,0.0,0.0,0.0
ENSG00000120306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,1.9521935,0.0,2.7533474,2.674661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3529066
ENSG00000241837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5931592,0.0,2.4633446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132965,0.0,2.6710658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99212056,0.0,2.0539734,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087086,5.3886957,0.0,2.6877544,3.7960644,0.0,0.0,0.0,0.0,4.602822,0.0,0.0,0.0,5.15204,2.6138802,5.0649195,0.0,3.8587005,0.0,0.0,0.0,0.0,0.0
ENSG00000122786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7992556,0.0,0.0,0.0
ENSG00000196262,0.0,2.6053858,0.0,2.3893046,0.0,0.0,0.0,2.9801917,2.0182688,0.0,2.2646887,2.3235974,1.9096065,2.4983497,0.0,0.0,0.0,0.0,0.0,0.0,2.5305724,0.0
ENSG00000115738,0.0,0.0,0.0,2.2898157,0.0,0.0,0.0,0.0,0.0,0.0,2.1107328,0.0,0.0,3.1089602,0.0,0.0,0.0,3.2701943,0.0,2.4754899,0.0,0.0
ENSG00000158869,3.0755208,0.0,0.0,2.9335177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2803395,2.7163112,3.3529243,2.4916592,0.0,2.7403724,0.0,0.0,0.0,0.0
ENSG00000100612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0259464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111913,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109971,0.0,0.0,0.0,0.0,2.7492316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7403724,0.0,0.0,0.0,0.0
ENSG00000233927,0.0,2.818282,0.0,2.6146367,2.5523784,2.423746,0.0,2.7941787,2.3393288,0.0,2.3298538,2.103748,2.529509,2.7210417,2.6551776,0.0,0.0,0.0,0.0,0.99674803,2.9251318,0.0
ENSG00000074410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4860075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136826,0.0,0.0,0.0,0.0,0.0,2.6084962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5586982,0.0,0.96247464,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169567,0.0,2.381814,0.0,0.0,0.0,0.0,1.1194087,2.7941787,2.8028677,0.0,2.297829,2.5168512,0.0,0.0,0.0,0.0,3.452557,0.0,0.0,0.0,2.614342,2.8488283
ENSG00000169429,0.0,0.0,0.0,2.5822299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4123907,0.0,0.0,1.1935285,0.0,5.0443444,0.0,0.0,0.0,0.0
ENSG00000169508,0.0,4.7366223,0.0,3.6967196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1321764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.071784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6776004,0.0,0.0,0.0,0.0
ENSG00000109390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8862216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3248668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129538,0.0,0.0,0.0,0.0,2.6395416,2.8607407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8339925,0.0,0.0,0.0
ENSG00000172236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.019132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124614,0.0,2.1643972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0094352,2.4256234,0.0
ENSG00000111640,2.4162781,0.0,0.0,2.6829805,2.689992,2.2440767,2.616372,2.8545496,2.781304,1.313077,2.5158048,2.6409476,2.7707157,3.022958,2.6763394,3.025676,0.0,3.0483398,2.5736852,2.6961327,2.876409,2.9262936
ENSG00000163993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743105,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148834,2.4162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5620005,0.0,2.5380533,0.0,0.0,2.614342,0.0,0.0,0.0,0.0
ENSG00000104904,2.9419792,2.2877564,0.0,2.3442206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4723203,2.5351071,2.609662,2.4290257,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2731237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114942,0.0,2.1178954,0.0,2.052994,0.0,0.0,1.1768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198258,2.9419792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2214088,0.969797,2.510592,2.4065766,0.0,0.90666556,0.0,2.3114152,0.0,2.8302066,0.0,0.0,0.0,0.0
ENSG00000100345,0.0,0.0,0.0,0.0,0.0,0.0,2.460034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.781762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112149,0.0,2.7288423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7941787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149806,2.9419792,2.9201403,1.6588962,2.8375006,2.011856,2.3719406,1.1768202,0.0,2.1904974,0.0,2.6576407,2.4523587,2.6502724,2.8161316,2.7512858,2.0539734,0.0,2.8302066,2.52632,2.1663065,3.036935,2.8732548
ENSG00000115271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4797978,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115414,0.0,0.0,0.0,0.0,0.0,0.0,4.086417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.798037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3251362,0.0,0.0
ENSG00000088986,0.0,0.0,0.0,0.0,0.0,0.0,1.3350308,0.0,0.0,0.0,2.0225244,0.0,0.0,0.0,0.0,0.0,0.0,2.7403724,0.0,2.5095139,0.0,0.0
ENSG00000108654,0.0,2.6890655,0.0,2.2298808,2.8347664,2.8287072,0.0,2.7941787,1.6993284,0.0,2.4134946,2.0064778,2.2810905,2.6873703,2.1993608,0.0,0.0,2.614342,0.0,1.1695584,2.546684,0.0
ENSG00000110696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204628,3.0637722,2.639357,0.0,2.226972,0.0,0.0,0.0,0.0,2.0752094,0.0,0.0,0.0,2.150279,0.0,2.4951432,0.0,0.0,2.614342,0.0,2.738452,2.3273454,0.0
ENSG00000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234741,2.4162781,2.6726117,0.0,0.0,2.4817767,0.0,0.0,0.0,1.5589347,0.0,2.138799,1.4755071,0.0,1.8825891,0.0,0.0,0.0,2.8302066,0.0,2.7630134,2.223977,0.0
ENSG00000182774,3.0637722,3.347649,0.0,3.0008292,2.667692,2.6466115,2.452567,0.0,2.62141,2.856595,2.8827558,2.4900556,2.713668,2.9269285,2.9004393,2.4916592,0.0,2.3348935,0.0,2.6636014,3.304933,0.0
ENSG00000147403,4.1307487,3.381308,2.4398398,3.094944,0.0,0.0,2.738705,3.6476192,0.0,0.0,0.0,0.0,2.0515127,2.5798738,2.835475,0.0,0.0,2.9539628,2.8819761,3.331762,3.0579545,0.0
ENSG00000089063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8545496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6147413,0.0,2.1543114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96247464,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000059804,0.0,0.0,0.0,0.0,0.0,2.5742302,0.0,0.0,0.0,0.0,0.0,0.0,2.5434372,2.5996103,0.0,0.0,0.0,2.7403724,0.0,0.0,0.0,0.0
ENSG00000138326,0.0,0.0,0.0,2.4596734,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188846,2.9419792,3.0756571,0.0,2.570878,0.0,0.0,1.1194087,0.0,2.1434927,0.0,2.4774687,2.0601275,2.261602,2.6026967,2.2740207,0.0,0.0,2.3348935,0.0,3.0626574,2.9168253,0.0
ENSG00000169020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5926907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2657747,0.0,0.0
ENSG00000166347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9678564,2.6044278,0.0,0.0,2.1116867,0.0,0.0,0.0,0.0,3.0275393,0.0,0.0,0.0,0.0,0.0
ENSG00000118640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132383,0.0,0.0,0.0,0.0,2.7512858,0.0,0.0,0.0,0.0
ENSG00000136942,0.0,2.990103,0.0,2.7547264,1.0272362,2.1456003,1.2547767,0.0,2.2049057,0.0,2.485755,2.1672182,2.4829838,2.6050086,2.524212,0.96247464,0.0,0.0,0.0,2.936949,2.964363,0.0
ENSG00000166441,3.7332869,0.0,0.0,0.0,0.0,0.0,0.0,2.9801917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164733,0.0,0.0,0.0,2.0473962,0.0,0.0,0.0,0.0,2.1307464,0.0,0.0,0.0,2.7777603,0.0,0.0,0.0,3.250913,0.0,0.0,0.0,0.0,0.0
ENSG00000155368,0.0,1.0296159,0.0,0.0,0.0,0.0,1.2547767,0.0,2.8272102,0.0,2.7229228,2.4079556,0.0,2.6090841,0.0,0.0,0.0,0.0,0.0,0.99674803,0.0,0.0
ENSG00000096384,0.0,2.7838182,0.0,0.0,2.7371042,2.7176223,2.3741856,0.0,2.040077,0.0,2.3157403,2.3215222,0.0,2.5952423,0.0,0.0,3.452557,2.614342,0.0,2.5218139,2.2328486,0.0
