,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythrophagocytic macrophages,ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Tgd,Trm_Th1/Th17,Trm_gut_CD8,migDC,pDC
MRPL20,0.0,0.7980390896922663,0.0,0.7651247570389196,0.0,0.7404415889790184,0.784715368559486,0.0,0.0,0.779342560391677,0.0,0.0,0.0,0.7567133354513269,0.0,0.0,0.0,0.0,0.0,0.0,0.7544021512332716,0.8630460234064805,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7773102255244004,0.7867515463578073
ATAD3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSU72,0.6962664378316779,0.6241985810430426,0.5837084180430362,0.5935249642321938,0.5,0.5658124418635118,0.6073482303242934,0.0,0.5252634835870642,0.0,0.0,0.0,0.7122874448173925,0.6156618061818575,0.0,0.0,0.0,0.0,0.0,0.5964428453068984,0.5228637801973444,0.6141420289089805,0.5269123613834381,0.0,0.0,0.5892337623395418,0.0,0.0,0.0,0.6405250320309087,0.0,0.6879947467854148,0.5015265690652948,0.0,0.0,0.0,0.0,0.5222353637218475,0.5874616629198978
CDK11B,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK11A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GNB1,0.6099878596632105,0.6968315463317069,0.7278830393364555,0.6774648380906958,0.665509338441648,0.6809808125621394,0.6742550495423769,0.0,0.0,0.6978338392157304,0.6992608214679518,0.0,0.0,0.6453497378449691,0.0,0.0,0.0,0.0,0.0,0.6854617407447413,0.6052631578947368,0.6133600943966916,0.6270558583109003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732062807208613,0.6941305649907965
FAAP20,0.768398255109787,0.7631578947368421,0.0,0.7868654273058239,0.7833828361410844,0.787567099458293,0.7886805314766733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676201996050382,0.0,0.8240524169645811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7982672013734516,0.8622167063386816
SKI,0.0,0.9721224229586752,0.0,0.9540969290231404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RER1,0.7446198604608837,0.7839211100026181,0.0,0.8196907168940494,0.819111157404749,0.781154707858437,0.7727515728850114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.7812805630658802,0.830297567342457,0.7691704975931268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148394305455057
TNFRSF14,0.8916388373625906,0.8652558499260953,0.0,0.8480233157935896,0.0,0.8973265776508733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306692590838984,0.8481499286074388,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB2,0.0,0.9581591486930847,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487600389279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.09907511347218563,0.0416312154970671,0.05460831052378604,0.022141177403299434,0.011212403837003206,0.10788600695760626,0.04931672309574328,0.018597124438536793,0.07103045206320913,0.013751194665306493,0.005803834450872321,0.06626778370455692,0.17245221608563474,0.07837379135583576,0.13121455280404343,0.12572998279019407,0.015010658063386617,0.026368329399510435,0.1473019656382109,0.03035892310895418,0.001877315734562121,0.04248147889187461,0.21680896533162972,0.03411314048265156,0.0,0.1555924117565155,0.03955427439589249,0.08539830697210211,0.04070399466313814,0.2269903374345679,0.16450391474523043,0.2154170949208109,0.0777108465370379,0.03654188388272336,0.06036271547016345,0.03797948360443115,0.03417767349042391,0.0386758870200107,0.08923216242539256
ICMT,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT7,0.0,0.9736842105263158,0.0,0.9835110887100822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMTA1,0.0,0.9156843768922907,0.0,0.9270971684079421,0.0,0.9204122126102448,0.920328151238592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP3,0.0,0.9488817798463922,0.0,0.9371298990751568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9527303372558794,0.0,0.0,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.39473684210526316,0.4632170686596318,0.4227220463125329,0.50454370599044,0.5629463619307468,0.43118704620160553,0.4971144230742204,0.48927002517800583,0.0,0.4421763482846712,0.0,0.0,0.0,0.4420472179588519,0.45964598812555013,0.0,0.4712360360120472,0.4119428945215125,0.0,0.42257264099623026,0.41281868125263016,0.5715280081096449,0.5281605987172378,0.0,0.0,0.41708735886373016,0.46449290921813563,0.0,0.0,0.40926187446242884,0.0,0.41976518693723175,0.507925830389324,0.0,0.0,0.0,0.0,0.5257114768028259,0.6818488491208929
RERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.21143589208000585,0.32054750386037323,0.45324256859327616,0.41910506392780106,0.4449585864418431,0.33314739873534754,0.4113137784757112,0.3980068862438202,0.27260181935209976,0.46024023859124435,0.22944963448926023,0.21355521992633217,0.0,0.24602303222606056,0.25413662822623,0.0,0.2605362848231667,0.22176150114912735,0.0,0.33838003873825073,0.19160407938455282,0.4776124389548051,0.5297777684111344,0.18421052631578946,0.0,0.22841940428081312,0.2538575937873439,0.0,0.2276596536761836,0.22591951489448547,0.0,0.21318100471245616,0.32481447489638077,0.0,0.2912660821488029,0.260117432004527,0.2847839970337717,0.3732105885681353,0.22555454624326607
GPR157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
H6PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SLC25A33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNBIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LZIC,0.0,0.9737206775891153,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF1B,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9872449291379828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.7264209326944853,0.8174034921746505,0.8416748188043895,0.8316699878165597,0.0,0.0,0.7370047098711917,0.0,0.0,0.7969977636086313,0.7513387830633866,0.0,0.0,0.7645987036981081,0.0,0.0,0.0,0.0,0.0,0.7435352049375835,0.0,0.7105263157894737,0.7607927949805009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747773782203072
CENPS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.9650280757954246,0.9531925869615454,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRM,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9277750081137607,0.9613272124215176,0.9018099449182811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92672009844529,0.0,0.0,0.0,0.0
EXOSC10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD2L2,0.0,0.0,0.0,0.9592879540041873,0.9880311081283971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,0.0,0.9210526315789473,0.9519708093843962,0.9292997121810913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347408555055919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA2013,0.0,0.9690023362636566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586498439311981,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLOD1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIIP,0.0,0.0,0.0,0.9736842105263158,0.0,0.9811907818442897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.7105263157894737,0.0,0.8157146165245458,0.0,0.7554412609652469,0.0,0.7337767858254282,0.0,0.0,0.7494708142782512,0.733915023113552,0.0,0.0,0.0,0.0,0.0,0.7923975241811652,0.0,0.0,0.8576268945869646,0.0,0.0,0.0,0.0,0.0,0.0,0.7719630395111284,0.0,0.7670289827020544,0.0,0.0,0.0,0.7938228751483717,0.0,0.0,0.0,0.0,0.7119827458733007,0.0
VPS13D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM2,0.8894441833621577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443581712873358,0.0,0.0,0.889737069606781,0.0,0.0,0.9053188923158144,0.0,0.8157894736842105,0.8252228733740354,0.8213960716598913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8237980651228052
EFHD2,0.0,0.6077760834442941,0.7124762393926319,0.5972214780355755,0.7348735505028775,0.6232985681609103,0.6294303803067458,0.5842360069877223,0.542403170936986,0.6435616345782029,0.5803852002871664,0.0,0.0,0.6042067236021945,0.0,0.0,0.7463974388022172,0.6345560033070413,0.0,0.6890385762641305,0.0,0.5508524038289723,0.5263157894736842,0.0,0.0,0.0,0.6378284190830431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588420243639695,0.572529126154749
DDI2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHM2,0.0,0.9832187953748202,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,0.8882242252952174,0.8815997101758656,0.0,0.8703513004277882,0.0,0.9200724629979384,0.9033742060786799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.868421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZRD1,0.0,0.8948387440882231,0.0,0.9058480043160287,0.9075470394209811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8971136918193415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NECAP2,0.9378697448655179,0.9246732310244912,0.0,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9360883800606978,0.0
ATP13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SDHB,0.0,0.9141177472315336,0.0,0.9015731278218722,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004445123045068,0.0,0.9002455849396555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC2,0.944201072579936,0.8973909679212069,0.0,0.8947368421052632,0.0,0.912282429243389,0.9020465596726066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBR4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRTO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A2,0.0,0.9473684210526315,0.0,0.9532844345820578,0.9667234138438576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPZB,0.30014984544954804,0.2901781593498431,0.42808840463035985,0.3167821278697566,0.4094625899666234,0.3680591818533446,0.39453540820824473,0.49503588049035324,0.0,0.36291770715462535,0.41667260621723373,0.24790746914713005,0.0,0.28464829608013753,0.30401867784951864,0.2571343544282411,0.36232471466064453,0.0,0.0,0.44166287779808044,0.23684210526315788,0.2611147824086641,0.27364126004670797,0.0,0.0,0.3143880100626695,0.38201309348407547,0.0,0.3487830193419206,0.29511648416519165,0.0,0.3965481676553425,0.4215190269445118,0.3033178840812884,0.0,0.3856272634706999,0.41728192724679647,0.32791109304679067,0.27848304259149653
MICOS10,0.660251237844166,0.6405289753487236,0.6111177723658713,0.6974219256325772,0.6233094867907072,0.5677788932072488,0.6095826688565706,0.5934557459856334,0.0,0.662766307592392,0.5940595128034291,0.0,0.0,0.6039019132915296,0.6432632819602364,0.0,0.0,0.0,0.0,0.6197515333953657,0.5526315789473685,0.6476894052405107,0.5686085961366955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5550568731207597,0.581540728870191
NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDOST,0.0,0.7894736842105263,0.0,0.8274424593699606,0.8157624319980019,0.7941156986512636,0.799399805696387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8651963472366333,0.8860999220295956,0.7928756757786399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8413447784750085
HP1BP3,0.6561877037349501,0.6525757783337643,0.0,0.7164928756262127,0.7532938154120195,0.5863420414297205,0.572217500523517,0.0,0.0,0.0,0.0,0.0,0.57308019619239,0.0,0.0,0.0,0.6806770829777968,0.0,0.0,0.5751885191390389,0.5526315789473685,0.5898111133198989,0.6035407483577728,0.0,0.0,0.0,0.6602342018955633,0.0,0.7082951225732502,0.0,0.0,0.0,0.0,0.0,0.6836572273781425,0.0,0.5630716336400885,0.5589352548122406,0.6419688949459478
