clusterName,NSForest_markers,f_score
Alveolar macrophages,"['ENSG00000132170', 'ENSG00000176046']",0.9126686656671664
Cycling,"['ENSG00000138180', 'ENSG00000011426', 'ENSG00000072571']",0.6322674418604651
Erythrophagocytic macrophages,['ENSG00000164687'],0.1923076923076923
Intestinal macrophages,"['ENSG00000250722', 'ENSG00000165457']",0.4591836734693877
Intermediate macrophages,"['ENSG00000108691', 'ENSG00000169429']",0.740710692844394
Classical monocytes,"['ENSG00000163221', 'ENSG00000128383']",0.8092224231464737
Nonclassical monocytes,"['ENSG00000183779', 'ENSG00000187116']",0.7581227436823105
DC2,"['ENSG00000158481', 'ENSG00000179639']",0.7008244994110718
DC1,"['ENSG00000197992', 'ENSG00000182985']",0.9021406727828746
migDC,"['ENSG00000078081', 'ENSG00000159166']",0.8680555555555556
Naive B cells,"['ENSG00000211898', 'ENSG00000100721']",0.7582938388625592
Memory B cells,"['ENSG00000234184', 'ENSG00000136573']",0.5602240896358543
MNP/B doublets,"['ENSG00000187193', 'ENSG00000234184']",0.5769230769230769
ABCs,"['ENSG00000132704', 'ENSG00000131400']",0.6818181818181818
pDC,['ENSG00000184709'],0.8823529411764706
Progenitor,"['ENSG00000185198', 'ENSG00000229425']",0.8870967741935484
Plasmablasts,"['ENSG00000171241', 'ENSG00000110777']",0.78125
Plasma cells,"['ENSG00000115884', 'ENSG00000249096']",0.6521739130434783
T/B doublets,['ENSG00000211890'],0.5769230769230769
MNP/T doublets,"['ENSG00000211679', 'ENSG00000211677']",0.902986570455001
Trm_Th1/Th17,"['ENSG00000120875', 'ENSG00000116824']",0.5608878224355129
MAIT,"['ENSG00000113088', 'ENSG00000111796']",0.4424778761061947
Tgd_CRTAM+,"['ENSG00000227191', 'ENSG00000113088', 'ENSG00000134539']",0.380859375
Trm/em_CD8,"['ENSG00000113088', 'ENSG00000172116']",0.591182364729459
Tem/emra_CD8,"['ENSG00000137441', 'ENSG00000172116', 'ENSG00000153563']",0.6143580303727566
Trm_Tgd,"['ENSG00000136158', 'ENSG00000175265', 'ENSG00000079335']",0.4545454545454545
NK_CD56bright_CD16-,"['ENSG00000134545', 'ENSG00000143184']",0.5629370629370629
NK_CD16+,"['ENSG00000137441', 'ENSG00000150045']",0.8238965670976371
Cycling T&NK,"['ENSG00000134690', 'ENSG00000088325']",0.6366459627329193
Mast cells,"['ENSG00000163751', 'ENSG00000172236']",0.9906473049470834
ILC3,"['ENSG00000164056', 'ENSG00000186827']",0.2840909090909091
Tfh,"['ENSG00000185338', 'ENSG00000134352', 'ENSG00000127152']",0.1646090534979424
T_CD4/CD8,['ENSG00000054654'],0.2560240963855422
Teffector/EM_CD4,"['ENSG00000172005', 'ENSG00000090554']",0.5280357757137943
Tnaive/CM_CD4,"['ENSG00000182463', 'ENSG00000140577', 'ENSG00000182568']",0.506993006993007
Tnaive/CM_CD8,"['ENSG00000256039', 'ENSG00000138795', 'ENSG00000172116', 'ENSG00000126353']",0.5789473684210527
Tnaive/CM_CD4_activated,"['ENSG00000111641', 'ENSG00000051596']",0.3846153846153846
Tregs,['ENSG00000049768'],0.6576492537313433
Trm_gut_CD8,"['ENSG00000172116', 'ENSG00000153563', 'ENSG00000143185']",0.2156862745098039
