,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
P4HA1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632,0.0,0.0
CCDC50,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0
NINJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF114,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0
HS2ST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG2,0.0,0.0,0.7386363372206688,0.0,0.0,0.0,0.7386363372206688,0.0,0.6250000298023224
UBE2H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230127334595
RASSF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP2,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0,0.0,0.0,0.0
SRD5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPZA1,0.5113636180758476,0.0,0.0,0.0,0.5113636180758476,0.5113636180758476,0.5113636180758476,0.0,0.4166666865348816
SCARA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRI,0.7954545170068741,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.0
ASTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL6IP1,0.4166666492819786,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.6048386916518211,0.11363635957241058,0.0,0.11363635957241058,0.4166666492819786
MITF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSTPIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC26A2,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
CLDN7,0.6818181574344635,0.0,0.0,0.0,0.8035714253783226,0.0,0.0,0.0,0.7421874925494194
LMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLSCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231991,0.0,0.0,0.0,0.0,0.8333333283662796,0.6818181574344635,0.6818181574344635,0.0,0.0
TMCO3,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.0,0.7954545170068741,0.0
COBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMND5A,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.0,0.7291667014360428
DNAJC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
KLF13,0.0,0.0,0.5681817978620529,0.0,0.5681817978620529,0.714285708963871,0.714285708963871,0.0,0.0
PAK2,0.0,0.0,0.0,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0
LINC00261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGS1,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
ADD1,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
ARFGAP3,0.5681817978620529,0.0,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0,0.5681817978620529
DDX42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSG101,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
UBR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YWHAQ,0.12096773833036423,0.12096773833036423,0.27439025044441223,0.12096773833036423,0.12096773833036423,0.27439025044441223,0.27439025044441223,0.059523805975914,0.0
NFE2L2,0.22727271914482117,0.0,0.22727271914482117,0.0,0.22727271914482117,0.5357142686843872,0.22727271914482117,0.22727271914482117,0.5357142686843872
RTCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,0.008865244686603546,0.23523984104394913,0.2535587102174759,0.9653958082199097,0.024834439158439636,0.0,0.08287292718887329,0.450121633708477,0.18672198057174683
VSIG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3C2A,0.0,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.45454543828964233
MID2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPZB,0.0,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.6451612710952759,0.4761904552578926,0.11363635957241058
CARD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPNA3,0.0,0.0,0.0,0.0,0.7386363372206688,0.7386363372206688,0.6250000298023224,0.0,0.0
CALR,0.39772725850343704,0.39772725850343704,0.0,0.0,0.39772725850343704,0.39772725850343704,0.39772725850343704,0.0,0.3125000149011612
NHERF1,0.5681817978620529,0.0,0.5681817978620529,0.0,0.5681817978620529,0.0,0.0,0.0,0.7031249776482582
ATN1,0.0,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.0,0.28409089893102646,0.2083333432674408
SLC30A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LASP1,0.684523805975914,0.0,0.0,0.0,0.684523805975914,0.5113636180758476,0.5113636180758476,0.0,0.4166666865348816
SYAP1,0.0,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.45454543828964233,0.6249999701976776
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.9876543283462524,0.0,0.0
PSMC2,0.0,0.0,0.7954545170068741,0.0,0.0,0.7954545170068741,0.0,0.0,0.0
GABRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FN3KRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYRF,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0,0.0
UBN2,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0
RAPGEF1,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
SMC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELMOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPG,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.0,0.7291667014360428
ATRAID,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.0
KCNK16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
IFI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPNS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTH1,0.5913173332810402,0.0,0.33014950156211853,0.0,0.33014950156211853,0.20438388735055923,0.3719324618577957,0.07092198729515076,0.10016025602817535
EEF1B2,0.46568629890680313,0.059523805975914,0.059523805975914,0.2016128972172737,0.2016128972172737,0.059523805975914,0.5532787069678307,0.0,0.2016128972172737
FAM167A,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.7954545170068741,0.0
RNF103,0.6249999776482582,0.0,0.0,0.0,0.6249999776482582,0.6249999776482582,0.0,0.0,0.520833358168602
GPRASP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHNAK,0.0,0.0,0.0,0.0,0.7440476194024086,0.6249999776482582,0.8266128823161125,0.0,0.520833358168602
ACAD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2M,0.6281171813607216,0.29777486622333527,0.0,0.043316833674907684,0.469306044280529,0.3591628894209862,0.07319819927215576,0.0325520858168602,0.10847107321023941
CHMP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
KPNA4,0.0,0.0,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.0,0.6818181574344635
ALDH18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA4A,0.0,0.6818181574344635,0.6818181574344635,0.6818181574344635,0.0,0.0,0.0,0.0,0.0
PTPRM,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
MSH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWINT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT7,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.34090907871723175,0.0
DCAF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSFL1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35E1,0.7386363372206688,0.0,0.0,0.0,0.0,0.0,0.7386363372206688,0.0,0.6250000298023224
TTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBA52,0.3353658616542816,0.16129031777381897,0.16129031777381897,0.0,0.0,0.16129031777381897,0.3353658616542816,0.0,0.0
PSIP1,0.0,0.0,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0,0.0
CLINT1,0.28409089893102646,0.0,0.28409089893102646,0.28409089893102646,0.6249999850988388,0.28409089893102646,0.0,0.28409089893102646,0.2083333432674408
IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL8A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST2,0.7954545170068741,0.0,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.0
ARL1,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0
PSMB5,0.0,0.5113636180758476,0.5113636180758476,0.0,0.0,0.5113636180758476,0.5113636180758476,0.0,0.4166666865348816
SNRPE,0.0,0.0,0.0,0.0,0.7386363372206688,0.0,0.7386363372206688,0.0,0.6250000298023224
ZSCAN18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCP110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARK3,0.0,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.7291667014360428
COPS8,0.0,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.6818181574344635,0.0,0.0
ABR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPME1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLGL2,0.0,0.5681817978620529,0.5681817978620529,0.0,0.5681817978620529,0.0,0.0,0.5681817978620529,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNC119B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.5357142612338066,0.0,0.11363635957241058
PTPN13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBED5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
DHX29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC16A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAT2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL4,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.2083333432674408,0.34090907871723175,0.2083333432674408,0.34090907871723175,0.0
CDC40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF12A,0.6249999776482582,0.0,0.0,0.0,0.8035714253783226,0.0,0.6249999776482582,0.0,0.520833358168602
KLF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847
MARVELD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRP3,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
OMA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIMT1,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
CHML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITAF,0.0,0.0,0.0,0.0,0.8669354617595673,0.0,0.6818181574344635,0.0,0.7421874925494194
DDX50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRN,0.0,0.7107843160629272,0.6402439177036285,0.6402439177036285,0.0,0.0,0.0,0.6048386916518211,0.0
UHMK1,0.0,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.45454543828964233
PELI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224032,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.0,0.0,0.7954545170068741
SLC35A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM4B,0.17045453935861588,0.5059523656964302,0.17045453935861588,0.0,0.5059523656964302,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.1041666716337204
ZDBF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLVCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3IP,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.45454543828964233,0.0
BNIP2,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
LRRC8A,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.7954545170068741,0.0
CDR2L,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
HSD17B12,0.05681817978620529,0.3869047462940216,0.3869047462940216,0.3869047462940216,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.0
DACT1,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
LGI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAT,0.0,0.0,0.34090907871723175,0.34090907871723175,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175
TMEM9,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBEAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0
PHGR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF10,0.0,0.0,0.0,0.5113636180758476,0.5113636180758476,0.0,0.5113636180758476,0.5113636180758476,0.4166666865348816
CITED4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGRMC1,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.0
SCRIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDF2L1,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0
HNRNPF,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0
RDX,0.416666641831398,0.0,0.0,0.0,0.0,0.7598039358854294,0.0,0.0,0.0
CDC42BPA,0.0,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.0,0.28409089893102646,0.28409089893102646,0.2083333432674408
SAP18,0.0,0.267857126891613,0.267857126891613,0.267857126891613,0.267857126891613,0.0,0.0,0.0,0.1562499701976776
NDUFA7,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0
KPNA1,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
GNL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNMT3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGDHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM210B,0.0,0.45454543828964233,0.0,0.45454543828964233,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0
DAP,0.3571428433060646,0.3571428433060646,0.3571428433060646,0.3571428433060646,0.11363635957241058,0.0,0.11363635957241058,0.11363635957241058,0.11363635957241058
LRPAP1,0.22727271914482117,0.5357142686843872,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.0,0.22727271914482117,0.5357142686843872,0.0
CX3CL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMP,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.4464285522699356,0.4464285522699356,0.05681817978620529,0.0
ENSG00000196933,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
FAM227A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP3CA,0.0,0.0,0.0,0.0,0.0,0.0,0.7291667014360428,0.7291667014360428,0.0
CWC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM25,0.0,0.0,0.0,0.357142835855484,0.0,0.0,0.0,0.357142835855484,0.357142835855484
PRPF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMS1,0.5113636180758476,0.0,0.0,0.0,0.5113636180758476,0.684523805975914,0.7451922744512558,0.0,0.4166666865348816
MAPT,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0
ZNF827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR0B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.12096773833036423,0.12096773833036423,0.12096773833036423,0.12096773833036423,0.12096773833036423,0.0595238134264946,0.12096773833036423,0.12096773833036423,0.0
RAB3GAP1,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0
HEY1,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
SYT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITIH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL12B,0.4405737891793251,0.059523805975914,0.059523805975914,0.059523805975914,0.4405737891793251,0.5787037387490273,0.243055559694767,0.0,0.2896341532468796
CDC73,0.0,0.0,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.7954545170068741
SNX27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC3,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
DGCR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
SMARCA2,0.0,0.6845237985253334,0.39772725850343704,0.39772725850343704,0.0,0.39772725850343704,0.0,0.39772725850343704,0.3125000149011612
PITHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
ITLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCXR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCC,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
PSMD1,0.0,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.1041666716337204
FKBP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XKR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH1,0.5645161122083664,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.5645161122083664,0.0,0.0,0.22727271914482117,0.7065217345952988
SRPX2,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
ITGB7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
PSMD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
METTL2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR3H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR10,0.0,0.39772725850343704,0.39772725850343704,0.39772725850343704,0.3125000149011612,0.39772725850343704,0.39772725850343704,0.0,0.0
MED24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCA,0.0,0.357142835855484,0.357142835855484,0.357142835855484,0.0,0.0,0.0,0.0,0.0
RTTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPYL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMCH1,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.45454543828964233,0.0,0.45454543828964233,0.0
TGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX9,0.34090907871723175,0.0,0.34090907871723175,0.0,0.34090907871723175,0.5952380821108818,0.5952380821108818,0.0,0.34090907871723175
KAT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBEGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCTN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
MRPL48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP5F,0.0,0.0,0.6818181574344635,0.6818181574344635,0.0,0.0,0.0,0.8333333283662796,0.0
TALDO1,0.5113636180758476,0.0,0.0,0.0,0.5113636180758476,0.744047611951828,0.5113636180758476,0.0,0.4166666865348816
OSBPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF38,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
RALGPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF148,0.0,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0,0.0,0.0
APH1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCIAD1,0.0,0.0,0.416666641831398,0.416666641831398,0.0,0.0,0.0,0.0,0.0
ARHGAP29,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
EIF4E3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXXC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G2,0.07352940738201141,0.0,0.07352940738201141,0.0,0.26408451050519943,0.26408451050519943,0.26408451050519943,0.0,0.07352940738201141
JAZF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDEL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
