,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
WDR43,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TRPM7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
LUZP1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
TARDBP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BCLAF1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.1
MRRF,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
XPR1,1.1,0.1,1.1,0.1,1.1,0.1,0.1,1.1,0.1
MAP3K5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MAPK6,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1
USP54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ANTXR1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
BRIX1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DICER1,0.1,0.1,1.1,1.1,1.1,0.1,0.1,1.1,0.1
SPPL2A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CEACAM19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPS10,3.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.1
GLIS3,0.1,0.1,1.1,0.1,1.1,0.1,1.1,0.1,0.1
TNFAIP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC25A12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CDK2AP2,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
FBXL18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MEG3,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.6
MAN1C1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KCNK3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ASGR1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SIK2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ANAPC11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PXK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LIMA1,1.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,1.1
RAB21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
TMEM200A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
INTS6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PARVB,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1
RRAGA,0.1,0.1,1.1,1.1,1.1,1.1,2.1,0.1,0.1
CXCL2,4.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
SLC23A2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LAMTOR3,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
DNAJC8,0.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
LCLAT1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CACNA2D2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
GOLT1B,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
SRP9,2.1,2.1,2.1,3.1,3.1,3.1,3.1,2.1,1.1
CCDC74A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GLOD4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
VTN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SURF4,1.1,3.1,5.1,1.1,1.1,2.1,3.1,1.1,0.6
CLPTM1L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TNPO1,1.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,0.1
CHUK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZNF281,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
TRAPPC10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TSPYL4,0.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
EYA4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHSY1,0.1,0.1,0.1,0.1,0.1,2.1,1.1,0.1,0.1
HDHD3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FAM107B,2.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1
ZNF33B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GBP3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MS4A7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TNRC6B,0.1,1.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1
GLRX,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.1
SMIM14,1.1,1.1,1.1,1.1,1.1,0.1,0.1,1.1,0.6
CCL28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPL27A,8.1,4.1,5.1,4.1,4.1,4.1,7.1,4.1,3.1
PRDX6,1.1,0.1,1.1,0.1,1.1,0.1,2.1,0.1,0.6
RAB22A,0.1,0.1,1.1,1.1,1.1,0.1,1.1,0.1,0.6
PDGFB,0.1,0.1,0.1,0.1,0.1,5.1,0.1,0.1,0.1
ALDH9A1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.6
IFI27,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
PLEKHA6,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
MTMR6,0.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1
HSP90AB1,7.1,9.1,13.1,9.1,8.1,11.1,8.1,9.1,7.1000004
VSIG1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GDE1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
SLC15A1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LGALS1,0.1,0.1,0.1,0.1,0.1,0.1,5.1,0.1,0.1
MZT1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SSTR5-AS1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SHE,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ARHGDIB,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
ZFP91,0.1,0.1,1.1,0.1,1.1,1.1,1.1,0.1,0.1
CNGA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DCAF13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
UACA,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1
MFGE8,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
SCEL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NFKB1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
NDUFAF3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC2A1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC18B1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FGFR3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CDKN2AIPNL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMEM14B,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1
TMC4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CDC42BPB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ESF1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
TRIM23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
WDR5B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZNF331,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ATG16L2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
POF1B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CYTH3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZNF518A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PTPRB,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
LAMTOR2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CLIP4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MET,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
RNF130,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
NCEH1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
TUBG2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PER3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ALOX5AP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
EFNB3,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
RAMP2,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
TSPAN5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CNPY2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
VEGFA,1.1,2.1,5.1,1.1,1.1,0.1,1.1,1.1,1.5999999
MIA2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SYTL2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MYO1E,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1
TMF1,0.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,0.6
EPSTI1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PMP2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HOMER2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NR1D2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMOD3,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
TMEM65,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RGS4,0.1,4.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
MRPS16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
STMN3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CCNB2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SSBP1,0.1,0.1,0.1,0.1,0.1,1.1,0.6,0.1,0.1
PFDN5,1.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,0.1
GADD45A,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1
ATP6V0E1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.5999999
NFATC3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FKBP5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CCDC90B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PARP8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NUB1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNX12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPS5,8.1,4.1,4.1,4.1,4.1,3.1,7.1,4.1,3.6
PEA15,0.1,0.1,0.1,0.1,1.1,3.1,2.1,0.1,0.6
PENK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
REC8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MIR17HG,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RIC8B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FPR3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ARIH2,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1
QSOX1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
PPHLN1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MLLT11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
UBR7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MUC21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PXDN,0.1,0.1,0.1,0.1,0.1,7.1,9.1,0.1,0.1
CLCN3,1.1,1.1,2.1,1.1,1.1,1.1,0.1,1.1,0.1
KCNT2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZBTB7A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.6
ARHGAP35,0.1,0.1,1.1,1.1,0.1,1.1,1.1,0.1,0.1
TIPRL,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1
RSRC2,0.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1,1.1
HNRNPA2B1,2.1,2.1,2.1,3.1,3.1,3.1,3.1,3.1,2.1
SUCLG2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TXNDC11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RALGAPB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ATP6V1G1,1.1,1.1,2.1,2.1,1.1,1.1,1.1,1.1,0.6
SLC35A2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CNNM1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SFSWAP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPL38,6.1,4.1,5.1,4.1,4.1,5.1,6.1,4.1,3.1
IGSF11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CCPG1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
PRR14L,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1
KCNK1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPS9,2.1,1.1,1.1,1.1,1.1,1.1,1.1,1.5999999,2.1
CMAS,1.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1,0.1
ZCCHC24,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
EFNA5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMEM41A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TRIM38,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC25A24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENTPD3,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
RHOC,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1
ARCN1,1.1,1.1,2.1,1.1,1.1,1.1,2.1,1.1,1.5999999
TOM1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RBMX,0.1,0.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
EXOSC10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RAB3GAP2,0.1,1.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1
ZNF618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
STK35,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CPEB2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PCK1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DCAF11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FLNB,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1
GAPDH,7.1,8.1,8.1,7.1,9.1,7.1,15.1,6.1,3.1
LYRM7,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.6
MRPS5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PPP1R35,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OFD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CBLN4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000237854,0.1,0.1,1.1,1.1,1.1,1.1,0.1,1.1,0.1
KLHL3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPCS2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
PNLIP,24.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
WHAMM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PLD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SERINC1,1.1,2.1,3.1,2.1,1.1,2.1,1.1,2.1,1.5999999
NDUFB5,1.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,0.6
FEN1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZBTB41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZNF664,1.1,1.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1
UBE2N,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1,0.1
SHISA5,1.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1
METTL21A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
PTTG1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OSTC,1.1,0.1,1.1,1.1,1.1,0.1,2.1,0.1,0.1
TBX2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZDHHC17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMC5,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
IMPDH2,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
RAB12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PDGFD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC28A3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNF8,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
SSR3,1.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1
DENND5B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CACYBP,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1
ARMC1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FAM219B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
BLOC1S1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMX4,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
PDGFC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HLA-DQA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPL11,9.1,5.1,7.1,5.1,5.1,3.1,7.1,4.1,3.6
PLEKHG1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
BTG1,2.1,1.1,1.1,1.1,2.1,1.1,1.1,1.1,2.1
HDDC2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SOX4,3.1,0.1,0.1,0.1,7.1,8.1,3.1,0.1,1.1
DDX21,1.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1
EIF3E,1.1,0.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
WNK2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FYTTD1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1
PGD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MYOF,0.1,0.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1
SSB,0.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.6
PHIP,1.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,0.1
MCM9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FAM168B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FKBP9,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
SDCBP,1.1,0.1,1.1,0.1,2.1,1.1,1.1,1.1,1.1
CALCRL,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1
FCER1G,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IRX2,0.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SAR1A,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1
C1QA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CXCL12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CXCL6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PLA2G12A,0.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1
VWF,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
PKD2,0.1,1.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1
MYH10,0.1,2.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
NPEPPS,1.1,0.1,1.1,0.1,1.1,0.1,0.6,1.1,1.1
TMTC3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ATP2A3,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
USP39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RNF44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BCL2L2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PPIG,1.1,1.1,2.1,2.1,1.1,1.1,1.1,2.1,1.1
PSMB4,1.1,1.1,2.1,2.1,2.1,2.1,2.1,1.1,1.1
SIPA1L1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PYROXD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FOXO1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1
VASH1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
PWP1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
STRAP,0.1,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6
GJA5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GNAS,14.1,86.1,115.6,80.1,18.1,22.1,16.1,103.1,15.1
ZSWIM7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
PFKFB3,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.6
LYPD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SIPA1L2,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
NAIP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PCNP,0.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,0.1
RAP2B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
GSTM4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GGNBP2,0.1,0.1,1.1,1.1,1.1,0.1,0.6,0.1,0.1
PIGK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LRRC58,0.1,0.1,1.1,1.1,1.1,0.1,1.1,1.1,0.6
CKS1B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TM4SF18,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
SLCO2A1,0.1,0.1,0.1,0.1,0.1,4.1,0.1,0.1,0.1
STT3A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NHSL3,1.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1
SOWAHC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GDF15,9.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,2.6
ZCCHC2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
C2orf68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CSNK1G3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENTPD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
EIF4E2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LAGE3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC26A4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PSD3,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
CTBP2,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1
ZFR,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
EZH1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ARPP19,1.1,1.1,2.1,1.1,1.1,1.1,0.6,1.1,1.1
HSPB1,3.1,1.1,1.1,1.1,3.1,3.1,1.1,1.1,2.1
VHL,0.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1,0.1
RPL36A-HNRNPH2,3.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
HECTD4,0.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1
SLC25A28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KIAA1217,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
DDX1,0.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1,0.6
CYB5B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PCSK2,0.1,24.1,3.1,9.1,0.1,0.1,0.1,11.1,1.0999999
GPD1L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RNF6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MLH3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TXLNA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CAND1,0.1,0.1,0.1,0.1,0.6,0.1,1.1,0.1,1.1
SLAIN2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
MRPL20,0.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,0.1
NMD3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNRPD3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KIF3C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NHP2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S100A13,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
NONO,2.1,1.1,2.1,1.1,2.1,1.1,2.1,1.1,0.6
TJP3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CERS6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
