clusterName,gene
DC2,ENSG00000100079
DC2,ENSG00000204472
Macro_2,ENSG00000173110
Macro_2,ENSG00000129538
Macro_1,ENSG00000177575
Macro_1,ENSG00000173369
Mono_mac,ENSG00000163735
Mono_mac,ENSG00000125538
Differentiated_KC,ENSG00000167768
Differentiated_KC,ENSG00000188508
Undifferentiated_KC,ENSG00000065618
Undifferentiated_KC,ENSG00000171346
VE1,ENSG00000164683
VE1,ENSG00000164035
VE2,ENSG00000204291
VE2,ENSG00000276409
VE3,ENSG00000007908
VE3,ENSG00000240583
LE1,ENSG00000168497
LE1,ENSG00000160180
LE2,ENSG00000196139
LE2,ENSG00000137077
Schwann_1,ENSG00000050165
Schwann_1,ENSG00000138061
F2,ENSG00000189129
F2,ENSG00000108821
F1,ENSG00000154736
F1,ENSG00000047457
Tc,ENSG00000153563
Tc,ENSG00000167286
ILC2,ENSG00000143013
ILC2,ENSG00000111796
Th,ENSG00000163519
Th,ENSG00000156127
Treg,ENSG00000049768
Inf_mac,ENSG00000170542
Inf_mac,ENSG00000135245
Inf_mac,ENSG00000169429
Inf_mac,ENSG00000112149
DC1,ENSG00000153094
DC1,ENSG00000265206
DC1,ENSG00000115956
MigDC,ENSG00000176485
MigDC,ENSG00000107551
MigDC,ENSG00000136111
moDC,ENSG00000102524
moDC,ENSG00000078081
moDC,ENSG00000126353
migLC,ENSG00000097021
migLC,ENSG00000232629
LC,ENSG00000158477
LC,ENSG00000106066
LC,ENSG00000179639
F3,ENSG00000172724
F3,ENSG00000102802
Pericyte_1,ENSG00000121361
Pericyte_2,ENSG00000142910
Pericyte_2,ENSG00000143248
Schwann_2,ENSG00000137285
Schwann_2,ENSG00000213626
Melanocyte,ENSG00000120215
Plasma,ENSG00000211592
Mast_cell,ENSG00000163106
NK,ENSG00000100453
NK,ENSG00000105374
ILC1_NK,ENSG00000134545
ILC1_NK,ENSG00000145675
ILC1_3,ENSG00000145287
ILC1_3,ENSG00000109321
