clusterName,gene
Mast_cells,TPSAB1
Mast_cells,TPSB2
DC_activated,CCL22
DC_activated,CCL19
DC_1,CLEC9A
DC_2,CD1C
Monocyte,FCN1
Monocyte,G0S2
Macrophage_MARCOpos,MARCO
Macrophage_MARCOpos,ACP5
Macrophage_MARCOneg,FOLR2
Macrophage_MARCOneg,F13A1
Macrophage_MARCOneg,PLTP
Macrophage_Dividing,FABP4
Macrophage_Dividing,RETN
Macrophage_Dividing,MARCO
DC_Monocyte_Dividing,PKIB
DC_Monocyte_Dividing,UBE2C
T_cells_Dividing,SPOCK2
Lymph_vessel,CCL21
Lymph_vessel,MMRN1
Blood_vessel,VWF
Muscle_cells,ACTG2
Fibroblast,LUM
Fibroblast,FBLN1
Ciliated,CFAP144
Ciliated,CAPS
Alveolar_Type1,CEACAM6
Alveolar_Type1,KRT7
Alveolar_Type2,SFTPA2
Alveolar_Type2,SFTPA1
Alveolar_Type2,SFTPC
B_cells,MS4A1
B_cells,CD79A
DC_plasmacytoid,LILRA4
DC_plasmacytoid,PLD4
Plasma_cells,ENSG00000211895
NK_Dividing,ENSG00000211829
NK_Dividing,CTSW
NK_Dividing,NKG7
NK,KLRB1
NK,GNLY
T_CD8_CytT,GZMH
T_CD8_CytT,CCL5
T_CD4,IL7R
T_CD4,ENSG00000277734
T_regulatory,TIGIT
T_regulatory,BATF
