author_cell_type,mean,std,median,count,q1,q3,f_score
Ciliated,0.9180079835539178,0.023035164549844257,0.9240982296148577,466,0.9101957802355978,0.932355860980827,0.9611602753195674
Lymph_vessel,0.8565528946078522,0.10594516904901714,0.8765146068366643,337,0.8510738828669725,0.8901663089634061,0.9036144578313252
Mast_cells,0.7442716649671213,0.09209558123507564,0.7577358875365356,2911,0.7161308778871396,0.7904763552576148,0.9260166585007348
Muscle_cells,0.7254996674694145,0.0722927899834118,0.7398550511656258,839,0.6977034823715049,0.7767723095895281,0.8640720302062155
B_cells,0.6616484166024973,0.15250894099738438,0.7051151604957365,1551,0.6359344931656221,0.7336074615085093,0.8778493126848791
Macrophage_Dividing,0.6266648016063062,0.24147222769632162,0.703438645967646,94,0.6260852366412808,0.7347887319409336,0.1103404791929382
Blood_vessel,0.6164229103723076,0.12357958445383847,0.6482102610877329,2694,0.5516575370079428,0.7007074374079039,0.8183512387634291
Plasma_cells,0.5521957357821855,0.3227158648073162,0.6368562012773695,287,0.6031673852815413,0.6589901586837623,0.8108108108108109
Alveolar_Type1,0.5412337262457938,0.1867203692668764,0.598105814438133,764,0.5362541705040522,0.621634819836937,0.629863813229572
DC_activated,0.49385325779425904,0.24767140703708027,0.5885905034004377,122,0.5128213189271893,0.6342784152180042,0.7312925170068028
Macrophage_MARCOneg,0.43386195114115506,0.2534325817965299,0.5449846441483013,937,0.3869447647987206,0.595538877369365,0.6352545225073623
Fibroblast,0.46731077857289904,0.19049336957089247,0.524923434448425,4623,0.3688439637322455,0.6099289489402615,0.9255553845364528
Alveolar_Type2,0.44043296967671824,0.2024592501271441,0.509651091765547,4676,0.3893431989842141,0.5788742415089398,0.9592479156031988
T_cells_Dividing,0.3127161407030124,0.41386389636148746,0.5080797254714606,88,0.34664627309949814,0.5513253504434634,0.1785714285714285
T_regulatory,0.3343795847685953,0.3096301775659706,0.4962726840636841,481,0.2366937138676388,0.5418985265224395,0.3288740245261984
Monocyte,0.3225348302839851,0.3117998081482983,0.4306746144479569,6067,0.23801718265944516,0.5370056662876916,0.7717258519735456
NK_Dividing,0.2888510611443203,0.3263501485944007,0.3940385750185862,130,0.1942889108711417,0.5048156173347506,0.2027027027027027
DC_1,0.29879941716423847,0.23073205657425946,0.3855353758325915,163,0.24727588564393504,0.4502314462446435,0.8254397834912043
T_CD8_CytT,0.15421639040610544,0.32296470459019916,0.2845940991465059,5755,-0.12126675682880295,0.4186621000838515,0.3751699864010879
DC_2,0.17634440911968827,0.2508887274598789,0.2367180656227978,1605,0.0470506133021627,0.3637903044548963,0.6851187425252008
NK,0.029251337887909394,0.35332982809500724,0.1657359100742235,10418,-0.29063142812008913,0.3556815467640879,0.7748475825889692
T_CD4,0.031575184657121676,0.2422352002358078,0.0799425988015736,7211,-0.15225214078154953,0.24194913048011518,0.5827807839849605
Macrophage_MARCOpos,-0.14323475090948523,0.2541046549613581,-0.11776141806014831,4512,-0.3375758481754001,0.061575027446808574,0.8288323045267489
DC_plasmacytoid,-0.4027964905445055,0.24444952403162132,-0.29037495944963787,46,-0.4327941173947045,-0.2507159081511048,0.6967213114754098
DC_Monocyte_Dividing,-0.37676804677599374,0.21571706434739646,-0.3149821485757954,242,-0.520462244344514,-0.20395880703709193,0.6833910034602076
