clusterName,gene
Mast_cells,ENSG00000172236
Mast_cells,ENSG00000197253
DC_activated,ENSG00000102962
DC_activated,ENSG00000172724
DC_1,ENSG00000197992
DC_2,ENSG00000158481
Monocyte,ENSG00000085265
Monocyte,ENSG00000123689
Macrophage_MARCOpos,ENSG00000019169
Macrophage_MARCOpos,ENSG00000102575
Macrophage_MARCOneg,ENSG00000165457
Macrophage_MARCOneg,ENSG00000124491
Macrophage_MARCOneg,ENSG00000100979
Macrophage_Dividing,ENSG00000170323
Macrophage_Dividing,ENSG00000104918
Macrophage_Dividing,ENSG00000019169
DC_Monocyte_Dividing,ENSG00000135549
DC_Monocyte_Dividing,ENSG00000175063
T_cells_Dividing,ENSG00000107742
Lymph_vessel,ENSG00000137077
Lymph_vessel,ENSG00000138722
Blood_vessel,ENSG00000110799
Muscle_cells,ENSG00000163017
Fibroblast,ENSG00000139329
Fibroblast,ENSG00000077942
Ciliated,ENSG00000186973
Ciliated,ENSG00000105519
Alveolar_Type1,ENSG00000086548
Alveolar_Type1,ENSG00000135480
Alveolar_Type2,ENSG00000185303
Alveolar_Type2,ENSG00000122852
Alveolar_Type2,ENSG00000168484
B_cells,ENSG00000156738
B_cells,ENSG00000105369
DC_plasmacytoid,ENSG00000239961
DC_plasmacytoid,ENSG00000166428
Plasma_cells,ENSG00000211895
NK_Dividing,ENSG00000211829
NK_Dividing,ENSG00000172543
NK_Dividing,ENSG00000105374
NK,ENSG00000111796
NK,ENSG00000115523
T_CD8_CytT,ENSG00000100450
T_CD8_CytT,ENSG00000271503
T_CD4,ENSG00000168685
T_CD4,ENSG00000277734
T_regulatory,ENSG00000181847
T_regulatory,ENSG00000156127
