software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,celltype_l2,IC-B,442,0.945945945945946,0.9943181818181818,0.7918552036199095,14688,2,92,350,1,['ENSG00000091137'],"['ENSG00000091137', 'ENSG00000183780', 'ENSG00000156218', 'ENSG00000286481', 'ENSG00000249637', 'ENSG00000113073', 'ENSG00000157680', 'ENSG00000249601', 'ENSG00000154678', 'ENSG00000109684']",1.0
4.1,celltype_l2,mIC-A,98,0.6666666666666666,1.0,0.2857142857142857,15034,0,70,28,2,"['ENSG00000171889', 'ENSG00000173253']","['ENSG00000171889', 'ENSG00000233215', 'ENSG00000261404', 'ENSG00000111863', 'ENSG00000173253', 'ENSG00000086159', 'ENSG00000176945', 'ENSG00000153292', 'ENSG00000157680', 'ENSG00000147606']",1.0
4.1,celltype_l2,cIC-A,418,0.7851239669421488,0.9595959595959596,0.4545454545454545,14706,8,228,190,2,"['ENSG00000144227', 'ENSG00000228791']","['ENSG00000278961', 'ENSG00000185352', 'ENSG00000021645', 'ENSG00000144227', 'ENSG00000004939', 'ENSG00000228791', 'ENSG00000091947', 'ENSG00000147606', 'ENSG00000145147', 'ENSG00000185274']",0.5
4.1,celltype_l2,IC-A Injured,11,0.5263157894736842,1.0,0.1818181818181818,15121,0,9,2,2,"['ENSG00000145147', 'ENSG00000188559']","['ENSG00000128923', 'ENSG00000145147', 'ENSG00000109684', 'ENSG00000078618', 'ENSG00000173542', 'ENSG00000188559', 'ENSG00000227681', 'ENSG00000196935', 'ENSG00000155324', 'ENSG00000109819']",0.2456245869398117
4.1,celltype_l2,mPC,210,0.5298507462686567,0.6173913043478261,0.3380952380952381,14878,44,139,71,2,"['ENSG00000285876', 'ENSG00000180573']","['ENSG00000285876', 'ENSG00000163435', 'ENSG00000132475', 'ENSG00000081181', 'ENSG00000171345', 'ENSG00000180573', 'ENSG00000242759', 'ENSG00000170525', 'ENSG00000112319', 'ENSG00000259905']",0.8065736293792725
4.1,celltype_l2,cPC,468,0.4939209726443769,0.6132075471698113,0.2777777777777778,14582,82,338,130,1,['ENSG00000161011'],"['ENSG00000161011', 'ENSG00000114315', 'ENSG00000115738', 'ENSG00000167580', 'ENSG00000182752', 'ENSG00000134107', 'ENSG00000166828', 'ENSG00000104419', 'ENSG00000112319', 'ENSG00000259905']",1.0
4.1,celltype_l2,CNT,1089,0.7359531196139263,0.9426048565121412,0.3921028466483012,14017,26,662,427,2,"['ENSG00000147481', 'ENSG00000226674']","['ENSG00000147481', 'ENSG00000231171', 'ENSG00000251504', 'ENSG00000226674', 'ENSG00000176387', 'ENSG00000213963', 'ENSG00000139144', 'ENSG00000138696', 'ENSG00000183023', 'ENSG00000083067']",0.6518611311912537
4.1,celltype_l2,CNT Injured,16,0.25,1.0,0.0625,15116,0,15,1,1,['ENSG00000227028'],"['ENSG00000145536', 'ENSG00000008277', 'ENSG00000172965', 'ENSG00000227028', 'ENSG00000115221', 'ENSG00000137501', 'ENSG00000183023', 'ENSG00000185774', 'ENSG00000168702', 'ENSG00000110841']",0.5
4.1,celltype_l2,DCT1,1057,0.6519889385237183,0.672886937431394,0.5799432355723746,13777,298,444,613,2,"['ENSG00000151789', 'ENSG00000271945']","['ENSG00000151789', 'ENSG00000146021', 'ENSG00000119121', 'ENSG00000003147', 'ENSG00000242029', 'ENSG00000271945', 'ENSG00000148842', 'ENSG00000070915', 'ENSG00000092439', 'ENSG00000185946']",0.5514376163482666
4.1,celltype_l2,DCT2,720,0.7518796992481203,0.8247422680412371,0.5555555555555556,14327,85,320,400,2,"['ENSG00000227028', 'ENSG00000070915']","['ENSG00000227028', 'ENSG00000146021', 'ENSG00000119121', 'ENSG00000271945', 'ENSG00000070915', 'ENSG00000213963', 'ENSG00000136546', 'ENSG00000182168', 'ENSG00000165685', 'ENSG00000138798']",0.4332194626331329
4.1,celltype_l2,JG Cell,22,0.6,0.8571428571428571,0.2727272727272727,15109,1,16,6,1,['ENSG00000250049'],"['ENSG00000250049', 'ENSG00000172987', 'ENSG00000169855', 'ENSG00000154864', 'ENSG00000107242', 'ENSG00000087460', 'ENSG00000152208', 'ENSG00000140538', 'ENSG00000172572', 'ENSG00000112541']",1.0
