organ,first_author,year,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
bone_marrow,Dominguez_Conde,2022,10.1126/science.abl5197,Cross-tissue immune cell analysis reveals tissue-specific features in humans,Global,Science,https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3,https://cellxgene.cziscience.com/e/1b9d8702-5af8-4142-85ed-020eb06ec4f6.cxg/,https://datasets.cellxgene.cziscience.com/78819b62-0699-4672-8dc8-d9317b04d255.h5ad,Manually_curated_celltype,X_umap,40507,42,0.38595949500000004,0.24802072432824077,0.26013134028215507,0.6884898723298429,0.6198976564234912,42
