clusterName,NSForest_markers,f_score
Nonclassical monocytes,"['ENSG00000183779', 'ENSG00000224397']",0.7147562582345192
Classical monocytes,"['ENSG00000170458', 'ENSG00000038427']",0.873240723816487
Cycling,"['ENSG00000143546', 'ENSG00000117724', 'ENSG00000148773']",0.7633863965267728
MNP/T doublets,"['ENSG00000143546', 'ENSG00000163220', 'ENSG00000090382', 'ENSG00000275302']",0.1957585644371941
DC2,"['ENSG00000158481', 'ENSG00000135549', 'ENSG00000160593']",0.738498789346247
DC1,['ENSG00000197992'],0.9030837004405288
pDC,"['ENSG00000239961', 'ENSG00000105251']",0.9198423127463864
T_CD4/CD8,['ENSG00000127603'],0.2473498233215547
Plasma cells,"['ENSG00000115884', 'ENSG00000061656']",0.7862679955703211
T/B doublets,"['ENSG00000142396', 'ENSG00000211899', 'ENSG00000105369']",0.1282051282051282
MNP/B doublets,"['ENSG00000141580', 'ENSG00000130203']",0.3846153846153846
Memory B cells,"['ENSG00000234184', 'ENSG00000136573']",0.6305803571428571
ABCs,"['ENSG00000184293', 'ENSG00000102575', 'ENSG00000143297']",0.4325259515570934
Naive B cells,"['ENSG00000104921', 'ENSG00000100721']",0.8419047619047619
Pre-B,['ENSG00000167244'],0.8035714285714286
Pro-B,"['ENSG00000107447', 'ENSG00000172995']",0.8095238095238095
ILC3,"['ENSG00000115594', 'ENSG00000157404']",0.5454545454545454
NK_CD56bright_CD16-,"['ENSG00000143184', 'ENSG00000134545', 'ENSG00000113088']",0.6701940035273368
NK_CD16+,"['ENSG00000159674', 'ENSG00000180644']",0.8043006866642574
Cycling T&NK,"['ENSG00000169607', 'ENSG00000137804']",0.6790916880891174
Tem/emra_CD8,"['ENSG00000137441', 'ENSG00000172116']",0.7794892766266812
Trm/em_CD8,"['ENSG00000113088', 'ENSG00000172116']",0.689247402652251
Tgd_CRTAM+,"['ENSG00000205810', 'ENSG00000227191', 'ENSG00000113088', 'ENSG00000134539']",0.5587392550143266
Trm_Th1/Th17,"['ENSG00000178607', 'ENSG00000204388']",0.1890034364261168
MAIT,"['ENSG00000139187', 'ENSG00000113088', 'ENSG00000111796']",0.5508021390374331
Trm_gut_CD8,"['ENSG00000117281', 'ENSG00000172116', 'ENSG00000271503']",0.303030303030303
Tregs,"['ENSG00000163599', 'ENSG00000154451', 'ENSG00000139193']",0.3256704980842911
Teffector/EM_CD4,"['ENSG00000102871', 'ENSG00000172005']",0.4140265601944276
Tfh,"['ENSG00000185338', 'ENSG00000134352']",0.1333333333333333
Tnaive/CM_CD4,['ENSG00000182463'],0.6877323420074349
Plasmablasts,"['ENSG00000101057', 'ENSG00000239264']",0.7952286282306164
Erythroid,['ENSG00000169877'],0.9289176090468496
Progenitor,"['ENSG00000196415', 'ENSG00000197561']",0.739329268292683
GC_B (I),"['ENSG00000174123', 'ENSG00000011426']",0.4166666666666667
Mast cells,"['ENSG00000140287', 'ENSG00000105205']",0.9064327485380116
Megakaryocytes,"['ENSG00000163737', 'ENSG00000165682']",0.881578947368421
Erythrophagocytic macrophages,"['ENSG00000170323', 'ENSG00000250722']",0.7386363636363636
Alveolar macrophages,"['ENSG00000136235', 'ENSG00000115414']",0.5714285714285714
Intestinal macrophages,"['ENSG00000135094', 'ENSG00000123342']",0.7692307692307693
Intermediate macrophages,"['ENSG00000163734', 'ENSG00000169439', 'ENSG00000120738']",0.5737704918032787
Tnaive/CM_CD8,"['ENSG00000256039', 'ENSG00000126353', 'ENSG00000172116']",0.7567091948966124
Tnaive/CM_CD4_activated,"['ENSG00000204388', 'ENSG00000186854', 'ENSG00000126353']",0.4545454545454545
