,Best4+ Enterocytes,CD4+ Activated Fos-hi,CD4+ Activated Fos-lo,CD4+ Memory,CD4+ PD1+,CD69+ Mast,CD69- Mast,CD8+ IELs,CD8+ IL17+,CD8+ LP,Cycling B,Cycling T,Cycling TA,DC2,Enterocyte Progenitors,Enterocytes,Enteroendocrine,Follicular,GC,Goblet,Immature Enterocytes 1,Immature Enterocytes 2,Immature Goblet,M cells,MT-hi,Macrophages,NKs,Plasma,Secretory TA,Stem,TA 1,TA 2,Tregs,Tuft
ENSG00000100721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1250236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0482018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3311592,0.0
ENSG00000100804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5688656,0.0,0.0,0.0,0.3982007,0.0,0.0,0.0,0.0,0.0,0.0,0.34949747,0.0,0.0,0.0,0.0,0.4646346,0.47415328,0.0,0.5157896,0.0,0.0
ENSG00000100823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24496892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4870647,0.0,0.0,0.0,0.0,0.2713163,0.50472546,0.0,0.0,0.0,0.0
ENSG00000100836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3607092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19664179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100906,0.0,0.41589046,0.0,0.0,0.3809514,1.2985246,1.1514099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43367514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22376835,0.0,0.0,0.0,0.0,0.0,0.33070236,0.0,0.0,0.5286462,0.0
ENSG00000100911,0.5561541,0.0,1.3566682,0.0,0.80414605,0.0,0.0,1.0635386,1.1814306,0.0,0.8040101,1.217218,1.0302808,1.1472607,0.0,0.6048015,0.7279796,0.0,0.0,0.0,0.0,0.6383872,0.48285243,0.749876,0.0,0.39245293,1.0078986,0.0,0.82865494,0.66975784,0.0,0.9502179,1.0874428,0.0
ENSG00000100994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18994021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26250815,0.0,0.0,0.28772536,0.0,0.0,0.0,0.0,0.0,0.32195038,0.0,0.15582524,0.0,0.0,0.0,0.0,0.19856456,0.0,0.0,0.29054448,0.0,0.0
ENSG00000101160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46773678,0.0,0.0,0.0,0.0,0.0,0.33418864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101182,0.72817135,1.0763013,0.0,0.0,0.0,1.0410396,0.6354554,0.977918,1.4654284,0.82108635,1.3541726,1.3695905,1.091006,1.1472607,0.0,0.55188316,0.93895495,0.0,1.1491685,0.0,0.0,0.87638235,0.0,0.716665,0.0,0.2721044,0.0,0.0,0.9440317,0.7536172,0.0,1.0064094,0.0,0.0
ENSG00000101311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19664179,0.0,0.0,0.0,0.0,0.0,0.30859113,0.0,0.0,0.0,0.0
ENSG00000101336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38642633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2471406
ENSG00000101347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43008512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26606447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23411593,0.254645,0.0,0.3173689,0.0,0.0
ENSG00000101421,0.5030898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20405196,0.0,0.0,0.7942796,0.0,0.0,0.0,0.0,0.0,0.5492202,0.0,0.19664179,0.0,0.0,0.0,0.0,0.25700402,0.22572458,0.0,0.30360126,0.0,0.0
ENSG00000101439,1.7265942,0.0,0.0,0.0,0.0,1.2921752,1.2548938,0.0,0.0,0.0,0.0,0.0,1.3918271,4.0308533,1.5567627,2.0196478,1.5650599,0.0,0.0,1.6807952,2.104551,1.890164,1.699037,1.4702247,0.0,3.3779836,0.0,0.0,1.4838816,1.0425911,1.1223555,1.5284746,0.0,1.7020702
ENSG00000101443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344159,0.0,0.0,0.0,0.0,0.0,0.66427326,0.0,0.0,0.0,0.0,0.0
ENSG00000101460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18994021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6611395,0.0,0.0,0.0,0.0,0.56817603,0.0,0.0,0.0,0.0,0.0,0.35622495,0.0,0.29061073,0.0,0.0,0.0,0.0,0.0,0.2693985,0.0,0.0,0.86872905,0.0
ENSG00000101608,0.99979544,2.0332785,2.268606,1.6798726,1.5740099,1.0761156,1.5592315,1.9740214,1.9421923,2.1240804,1.3541726,1.3313779,0.6745353,1.7211903,0.900917,1.6183023,0.0,1.2103096,1.3402275,1.1933782,1.4341359,1.3306248,0.70043105,0.55646324,1.4720392,1.6174468,1.9793527,0.0,0.6405109,0.6926075,0.0,0.8106779,0.6949047,0.0
ENSG00000101745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6096976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47089767,0.0
ENSG00000101782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24531387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26735985,0.0,0.0,0.0,0.0
ENSG00000101940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102007,0.0,0.9425255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164487,0.0,0.0,0.0,0.0,0.47398296,0.4395352,0.0,0.50663805,0.0,0.0
ENSG00000102030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43008512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6338066,0.5847568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3311592,0.0
ENSG00000102109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6926676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102144,0.19815391,0.0,0.84532475,0.0,0.0,0.0,0.0,0.69549185,1.0321712,0.0,1.1198735,1.4419265,0.41809666,0.66445136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39008188,0.0,0.18994021,0.0,0.0,0.0,0.0,0.33506986,0.37896383,0.0,0.5204934,0.47089767,0.0
ENSG00000102265,0.0,0.0,0.0,0.0,0.0,1.033176,1.2221812,0.0,0.0,0.0,0.0,0.4822355,0.0,1.0984392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49220642,0.0,0.0,0.0,0.2672902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19708592,0.0,0.0,0.0,0.0,0.29798707,0.1990709,0.0,0.0,0.0,0.0
ENSG00000102317,0.22877331,0.0,0.0,0.0,0.41202945,0.0,0.0,0.0,0.0,0.0,0.8300727,0.7607975,0.69414383,0.96017945,0.0,0.0,0.541426,0.0,0.0,0.0,0.0,0.0,0.0,0.3607092,0.0,0.0,0.0,0.0,0.68239295,0.7914858,0.0,0.6812901,0.39783138,0.0
ENSG00000102409,0.0,0.0,0.0,0.0,0.0,0.0,0.82843053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102554,0.31046993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21065176,0.0,0.18994021,0.0,0.0,0.0,0.0,0.36276978,0.5527909,0.0,0.5486587,0.0,0.0
ENSG00000102575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521358,0.0,0.69301736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3311592,0.0
ENSG00000102804,0.0,0.0,0.0,0.0,0.0,1.0757836,1.1843405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42214203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25107023,0.0,0.0,0.0,0.0
ENSG00000102879,0.0,1.7956897,1.3980916,1.4877326,1.2983116,0.0,0.0,1.9287518,2.5912657,1.7761393,2.3532712,2.048711,0.0,1.4687381,0.0,0.0,0.0,1.5289886,2.1410975,0.0,0.0,0.0,0.0,0.0,1.744785,0.0,2.1893256,0.0,0.0,0.0,0.0,0.0,1.9537679,0.0
ENSG00000102882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027357,0.0,0.0,0.0,0.0,0.0,0.33242756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32368994,0.0,0.0,0.0,0.0,0.0,0.27144492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164487,0.0,0.0,0.0,0.0,0.22507502,0.0,0.0,0.0,0.3311592,0.0
ENSG00000103035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29473138,0.0,0.2305197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3608971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103187,0.0,0.0,0.0,0.0,0.80414605,0.0,0.0,0.8667484,0.0,0.0,1.5935678,1.4864941,0.0,1.8227463,0.0,0.0,0.0,0.0,1.1698326,0.0,0.0,0.0,0.0,0.0,0.0,1.4953024,0.0,0.0,0.0,0.0,0.0,0.0,1.089238,0.0
ENSG00000103266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2552659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16571945,0.0,0.0,0.0,0.0,0.0,0.0,0.27083534,0.07420141,0.0,0.2134482,0.0,0.0
ENSG00000103275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827995,0.52860516,0.24166377,0.43008512,0.0,0.0,0.0,0.0,1.0021974,0.0,0.0,0.0,0.0,0.15582524,0.0,0.0,0.0,0.0,0.0,0.26270145,0.0,0.0,0.3311592,0.0
ENSG00000103363,1.2017965,0.95377326,0.0,0.0,0.0,1.0839792,0.400887,0.7854111,0.0,0.0,1.0230563,0.6352837,1.195499,0.43008512,1.3268709,1.0218729,1.157647,0.0,0.8750298,0.8740779,0.84675443,1.5020288,0.8620547,1.2920289,0.0,0.0,0.0,0.51740885,1.2306798,0.96220756,0.0,1.2756637,0.3311592,1.2965701
ENSG00000103365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27928287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6818125,0.0,0.0,0.0,0.0,3.4094076,1.924588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103490,0.5631854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6436297,1.0601652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1287447,0.0,0.0,0.0,0.0,0.66503155,0.36870298,0.0,0.95455396,0.0,0.0
ENSG00000103495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21292707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25700402,0.0,0.0,0.0,0.0,0.0
ENSG00000103769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38642633,0.0,0.26621246,0.0,0.0,0.0,0.0,0.0,0.37543803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26475844,0.0,0.0
ENSG00000103811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4687381,0.0,0.0,0.0,0.0,1.0021974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104267,1.4994627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59721637,0.0,2.3375664,2.2388375,0.0,0.0,0.0,1.073417,1.5326729,2.3733535,0.0,0.92621756,0.0,0.0,0.0,0.0,0.45606863,0.2057265,0.6420753,1.541602,0.0,0.0
ENSG00000104325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33239862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35529518,0.0,0.38792372,0.0,0.0,0.0,0.0,0.3157686,0.38226593,0.0,0.44710344,0.0,0.0
ENSG00000104388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16403098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29061073,0.0,0.0,0.0,0.0,0.22348203,0.0,0.0,0.0,0.47089767,0.0
ENSG00000104408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8906764,0.0,0.36857882,0.0,0.0,0.0,0.0,0.0,1.0371895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37314785,0.62563246,0.0,0.41313815,0.6165451,0.0
ENSG00000104419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460282,0.0,0.0,0.0,0.0,0.2317043,0.6815095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3951792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38792372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104529,0.99072516,2.3073401,2.0804265,2.1780722,2.2660851,1.0779337,1.6628507,2.0548482,2.3085113,2.1913998,1.4567425,1.8440799,1.5121034,1.5606086,0.57612234,0.59356743,1.2177832,1.8746634,1.4324005,0.0,0.0,0.75110173,1.2652686,1.5668099,0.0,1.4337558,1.8692256,1.2957957,1.5327488,1.4657145,0.0,1.3030715,2.4108806,1.4302007
ENSG00000104537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48344448
ENSG00000104763,0.0,0.0,0.0,0.0,0.0,0.0,0.28447592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4822355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104823,0.6955572,0.0,0.0,0.0,1.0355973,0.0,0.0,0.0,0.0,0.0,0.5841182,0.68204236,1.0986123,0.98278046,0.387016,0.47312033,0.9022713,0.0,0.9849583,0.0,0.0,0.67299026,0.69765574,1.0854049,0.0,0.0,0.0,0.10109099,0.9802077,1.0372304,0.0,1.1348429,0.39783138,0.0
ENSG00000104852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34464908,0.0,0.19375435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29061073,0.0,0.0,0.0,0.0,0.2038088,0.0,0.0,0.0,0.0,0.0
ENSG00000104870,1.1020857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489988,1.3314312,0.3535323,1.5864413,0.68223065,0.0,0.0,0.0,1.4417133,1.020717,0.0,0.83422947,0.0,0.0,0.0,0.0,0.91823673,1.1803765,0.0,0.9524547,0.0,0.0
ENSG00000104886,0.36110228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42176667,0.0,0.58121717,0.0,0.0,0.56817603,0.21950474,0.0,0.0,0.0,0.0,0.58579373,0.0,0.56095415,0.0,0.0,0.0,0.0,0.54565096,0.5028555,0.0,0.55375487,0.0,0.0
ENSG00000104889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25845185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104894,0.0,0.0,1.0371895,0.0,1.2983116,0.39431363,1.2950904,0.0,0.49220642,0.0,0.90608644,0.0,0.0,0.38642633,0.0,0.0,0.0,1.6119348,1.7052262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698436,0.0
ENSG00000104904,1.4247288,1.7526453,1.046124,1.623712,2.1290817,1.5530441,1.8031143,1.848845,1.6888533,1.4815644,2.460436,2.0592253,1.2703284,2.0792143,0.95923334,1.8992045,1.3005431,1.892257,2.4288273,1.3933449,1.5383722,1.3026073,0.9773139,1.2920289,1.6458573,2.1767502,1.6687467,1.0384305,1.1716917,1.1698132,0.0,1.1895398,1.4864637,1.4838538
ENSG00000104979,0.0,0.0,0.0,0.0,0.0,0.39431363,0.0,0.0,0.44666195,0.0,0.97304076,0.0,0.49630633,0.98278046,0.0,0.0,0.3982007,0.0,0.0,0.0,0.0,0.0,0.0,0.34949747,0.0,0.0,0.0,0.0,0.51902294,0.46700054,0.0,0.43722567,0.99954385,0.0
ENSG00000105011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211466,0.521358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3311592,0.0
ENSG00000105185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41964498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50169575,0.0,0.0,0.0,0.0,0.3880424,0.37388128,0.0,0.35767913,0.0,0.0
ENSG00000105193,1.4565377,2.28209,2.1941538,2.419088,2.049313,1.6103265,1.6714906,2.1981483,2.4370592,2.1953807,2.3233483,1.973652,2.2964702,2.0080342,1.4538814,0.76965404,2.003131,2.3693616,2.1807802,0.0,0.0,1.0363516,2.0629783,1.8744428,1.7743808,1.6630473,1.7474507,1.5684977,2.3757553,2.2606835,1.5668099,2.1817281,2.1609368,1.4694195
ENSG00000105202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63950175,0.38642633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36323664,0.0,0.0,0.0,0.0,0.58245254,0.6471224,0.0,0.4392521,0.0,0.0
ENSG00000105220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19664179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15133008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60730857,0.0,0.25845185,0.521358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3608971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38595587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36323664,0.0,0.0,0.0,0.0,0.36089748,0.28850663,0.0,0.2847063,0.0,0.0
ENSG00000105287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3311592,0.0
ENSG00000105289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323443,0.0,0.0,0.0,0.0,0.0,0.30005738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46026415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6188339,0.0,0.0,0.0,0.0,0.0,0.47141013,0.0,0.36323664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20008503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29061073,0.0,0.0,0.0,0.0,0.17867517,0.25092092,0.0,0.0,0.0,0.0
ENSG00000105369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3541726,0.0,0.0,0.0,0.0,0.0,0.0,1.765635,2.3131673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9084991,0.0,0.0,0.0,0.0,0.0,0.0
