clusterName,gene
GC,ENSG00000163683
GC,ENSG00000100721
Follicular,ENSG00000121966
Follicular,ENSG00000105369
MT-hi,ENSG00000152518
MT-hi,ENSG00000271503
NKs,ENSG00000143184
NKs,ENSG00000275302
CD8+ IELs,ENSG00000171476
CD8+ IELs,ENSG00000105374
CD8+ LP,ENSG00000153563
CD8+ IL17+,ENSG00000160654
CD4+ Activated Fos-hi,ENSG00000157514
CD4+ Activated Fos-hi,ENSG00000121966
CD4+ Activated Fos-hi,ENSG00000271503
CD4+ Activated Fos-lo,ENSG00000166295
CD4+ Activated Fos-lo,ENSG00000179144
CD4+ Activated Fos-lo,ENSG00000116824
CD4+ Activated Fos-lo,ENSG00000135046
CD4+ Activated Fos-lo,ENSG00000227507
CD4+ Memory,ENSG00000152518
CD4+ Memory,ENSG00000227507
CD4+ Memory,ENSG00000277734
CD4+ PD1+,ENSG00000010810
CD4+ PD1+,ENSG00000158050
CD4+ PD1+,ENSG00000143851
Tregs,ENSG00000162241
Tregs,ENSG00000116161
CD69- Mast,ENSG00000120885
CD69+ Mast,ENSG00000163751
Plasma,ENSG00000132465
TA 1,ENSG00000198840
Tuft,ENSG00000152292
Immature Goblet,ENSG00000016490
M cells,ENSG00000108622
M cells,ENSG00000196188
M cells,ENSG00000080603
Secretory TA,ENSG00000016490
Secretory TA,ENSG00000163515
Cycling TA,ENSG00000175063
Cycling TA,ENSG00000164611
TA 2,ENSG00000135052
TA 2,ENSG00000131771
TA 2,ENSG00000008394
TA 2,ENSG00000164687
Stem,ENSG00000183734
Stem,ENSG00000174136
Stem,ENSG00000157557
Enteroendocrine,ENSG00000079689
Enteroendocrine,ENSG00000163499
Best4+ Enterocytes,ENSG00000142959
Best4+ Enterocytes,ENSG00000168748
Immature Enterocytes 2,ENSG00000155850
Immature Enterocytes 2,ENSG00000133742
Immature Enterocytes 2,ENSG00000144063
Immature Enterocytes 2,ENSG00000186198
Enterocyte Progenitors,ENSG00000133742
Enterocyte Progenitors,ENSG00000104267
Enterocytes,ENSG00000123213
Enterocytes,ENSG00000134531
Enterocytes,ENSG00000222041
Immature Enterocytes 1,ENSG00000110492
Immature Enterocytes 1,ENSG00000103375
Goblet,ENSG00000160182
Goblet,ENSG00000174992
Cycling T,ENSG00000176890
Cycling B,ENSG00000178999
Cycling B,ENSG00000100721
Macrophages,ENSG00000159189
DC2,ENSG00000126759
DC2,ENSG00000204482
